"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","20-29","Declared disabled","100","100","24640","22920"
"In post","2021","Birmingham","20-29","Declared non-disabled","960","940","25900","24710"
"In post","2021","Birmingham","20-29","Undeclared","90","90","26130","25560"
"In post","2021","Birmingham","20-29","Unknown","650","640","24800","22570"
"In post","2021","Birmingham","30-39","Declared disabled","220","210","29350","27570"
"In post","2021","Birmingham","30-39","Declared non-disabled","1760","1650","29790","27570"
"In post","2021","Birmingham","30-39","Undeclared","150","140","31640","27570"
"In post","2021","Birmingham","30-39","Unknown","620","590","30220","27570"
"In post","2021","Birmingham","40-49","Declared disabled","300","270","31110","27570"
"In post","2021","Birmingham","40-49","Declared non-disabled","1810","1670","34020","28130"
"In post","2021","Birmingham","40-49","Undeclared","150","140","32410","27570"
"In post","2021","Birmingham","40-49","Unknown","450","430","34920","31810"
"In post","2021","Birmingham","50-59","Declared disabled","460","420","29930","27570"
"In post","2021","Birmingham","50-59","Declared non-disabled","2160","2020","33600","27570"
"In post","2021","Birmingham","50-59","Undeclared","170","160","33060","29440"
"In post","2021","Birmingham","50-59","Unknown","450","430","36200","31950"
"In post","2021","Birmingham","60-64","Declared disabled","160","130","28030","27570"
"In post","2021","Birmingham","60-64","Declared non-disabled","560","450","31550","27570"
"In post","2021","Birmingham","60-64","Undeclared","50","40","30660","27570"
"In post","2021","Birmingham","60-64","Unknown","100","90","33460","28130"
"In post","2021","Birmingham","65+","Declared disabled","30","20","[c]","[c]"
"In post","2021","Birmingham","65+","Declared non-disabled","150","110","30110","27570"
"In post","2021","Birmingham","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","Declared non-disabled","80","70","25280","27570"
"In post","2021","Blackburn with Darwen","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","Declared non-disabled","120","100","27470","27570"
"In post","2021","Blackburn with Darwen","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","Declared non-disabled","100","90","27820","27570"
"In post","2021","Blackburn with Darwen","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","20-29","Declared disabled","60","50","23740","21010"
"In post","2021","Blackpool","20-29","Declared non-disabled","440","430","24420","21010"
"In post","2021","Blackpool","20-29","Undeclared","30","30","[c]","[c]"
"In post","2021","Blackpool","20-29","Unknown","60","60","24750","22280"
"In post","2021","Blackpool","30-39","Declared disabled","90","80","26520","27570"
"In post","2021","Blackpool","30-39","Declared non-disabled","510","480","27750","27570"
"In post","2021","Blackpool","30-39","Undeclared","50","50","27140","27570"
"In post","2021","Blackpool","30-39","Unknown","40","40","[c]","[c]"
"In post","2021","Blackpool","40-49","Declared disabled","210","190","27930","27570"
"In post","2021","Blackpool","40-49","Declared non-disabled","1040","960","30090","27570"
"In post","2021","Blackpool","40-49","Undeclared","70","70","29270","27570"
"In post","2021","Blackpool","40-49","Unknown","40","40","[c]","[c]"
"In post","2021","Blackpool","50-59","Declared disabled","310","280","28660","27570"
"In post","2021","Blackpool","50-59","Declared non-disabled","1500","1380","31230","27570"
"In post","2021","Blackpool","50-59","Undeclared","80","70","29840","27570"
"In post","2021","Blackpool","50-59","Unknown","40","30","[c]","[c]"
"In post","2021","Blackpool","60-64","Declared disabled","90","70","26040","21010"
"In post","2021","Blackpool","60-64","Declared non-disabled","320","250","28630","27570"
"In post","2021","Blackpool","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","65+","Declared non-disabled","110","80","25740","21010"
"In post","2021","Blackpool","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","Declared non-disabled","70","70","26450","27570"
"In post","2021","Bournemouth and Poole","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","Declared non-disabled","120","110","27360","27570"
"In post","2021","Bournemouth and Poole","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","Declared disabled","50","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","Declared non-disabled","200","180","28020","27570"
"In post","2021","Bournemouth and Poole","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","Declared non-disabled","60","50","26960","26780"
"In post","2021","Bournemouth and Poole","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","Declared non-disabled","270","260","24230","21170"
"In post","2021","Bradford","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","Unknown","180","180","22540","20140"
"In post","2021","Bradford","30-39","Declared disabled","40","30","[c]","[c]"
"In post","2021","Bradford","30-39","Declared non-disabled","410","370","27020","25560"
"In post","2021","Bradford","30-39","Undeclared","30","30","[c]","[c]"
"In post","2021","Bradford","30-39","Unknown","130","120","26630","24000"
"In post","2021","Bradford","40-49","Declared disabled","90","70","25620","21440"
"In post","2021","Bradford","40-49","Declared non-disabled","450","400","28570","26320"
"In post","2021","Bradford","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","40-49","Unknown","110","100","26950","21440"
"In post","2021","Bradford","50-59","Declared disabled","130","110","27120","25560"
"In post","2021","Bradford","50-59","Declared non-disabled","670","600","29730","27570"
"In post","2021","Bradford","50-59","Undeclared","50","40","[c]","[c]"
"In post","2021","Bradford","50-59","Unknown","130","120","28790","23620"
"In post","2021","Bradford","60-64","Declared disabled","50","40","24890","21440"
"In post","2021","Bradford","60-64","Declared non-disabled","190","140","27110","25820"
"In post","2021","Bradford","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","60-64","Unknown","40","30","[c]","[c]"
"In post","2021","Bradford","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Bradford","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Declared non-disabled","80","80","24240","23970"
"In post","2021","Breckland and South Norfolk","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","Declared non-disabled","100","90","28680","26850"
"In post","2021","Breckland and South Norfolk","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","Declared non-disabled","80","70","30750","27570"
"In post","2021","Breckland and South Norfolk","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","Declared non-disabled","100","90","30020","27570"
"In post","2021","Breckland and South Norfolk","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","20-29","Declared non-disabled","80","80","29660","31060"
"In post","2021","Brent","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","30-39","Declared non-disabled","60","60","29370","31060"
"In post","2021","Brent","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","40-49","Declared non-disabled","80","70","31980","31060"
"In post","2021","Brent","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Brent","50-59","Declared non-disabled","160","140","33480","31060"
"In post","2021","Brent","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","50-59","Unknown","[c]","[c]","[c]","[c]"
