"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education (excl. agencies)","Female","Mixed","100","100","42470","40510"
"In post","2021","Department for Education (excl. agencies)","Female","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","Undeclared","80","70","44980","42580"
"In post","2021","Department for Education (excl. agencies)","Female","Unknown","400","380","43750","40230"
"In post","2021","Department for Education (excl. agencies)","Female","White","2330","2190","44340","40510"
"In post","2021","Department for Education (excl. agencies)","Male","Asian","200","200","39940","36500"
"In post","2021","Department for Education (excl. agencies)","Male","Black","70","70","40290","37100"
"In post","2021","Department for Education (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","Mixed","50","50","41740","39440"
"In post","2021","Department for Education (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","Undeclared","120","120","44180","40300"
"In post","2021","Department for Education (excl. agencies)","Male","Unknown","290","290","42220","36960"
"In post","2021","Department for Education (excl. agencies)","Male","White","1570","1550","46970","45450"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Asian","140","140","38860","33620"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Black","120","110","35480","32680"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Mixed","80","80","40510","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","70","70","40400","37170"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","480","440","43190","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","White","2060","1930","41890","37480"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Asian","110","110","39460","35890"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Black","60","60","37610","33880"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Mixed","50","50","42260","37220"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","110","100","43100","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","390","380","43500","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","White","1710","1700","44010","39510"
"In post","2021","Department for International Trade","Female","Asian","100","100","41680","38160"
"In post","2021","Department for International Trade","Female","Black","80","80","37270","32230"
"In post","2021","Department for International Trade","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Mixed","50","50","44740","39680"
"In post","2021","Department for International Trade","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Female","Unknown","370","370","42470","38540"
"In post","2021","Department for International Trade","Female","White","610","590","47450","51710"
"In post","2021","Department for International Trade","Male","Asian","110","110","43610","38540"
"In post","2021","Department for International Trade","Male","Black","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Mixed","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Male","Unknown","410","410","46380","39110"
"In post","2021","Department for International Trade","Male","White","740","740","48050","44030"
"In post","2021","Department for Transport (excl. agencies)","Female","Asian","150","140","43510","42470"
"In post","2021","Department for Transport (excl. agencies)","Female","Black","110","110","39660","37660"
"In post","2021","Department for Transport (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Mixed","60","60","39050","35060"
"In post","2021","Department for Transport (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Unknown","310","300","41780","35430"
"In post","2021","Department for Transport (excl. agencies)","Female","White","850","810","48840","46710"
"In post","2021","Department for Transport (excl. agencies)","Male","Asian","150","150","46120","42890"
"In post","2021","Department for Transport (excl. agencies)","Male","Black","60","60","39110","35430"
"In post","2021","Department for Transport (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Mixed","50","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Undeclared","120","110","49670","44480"
"In post","2021","Department for Transport (excl. agencies)","Male","Unknown","390","380","44360","42470"
"In post","2021","Department for Transport (excl. agencies)","Male","White","1190","1170","52100","49360"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Asian","4390","3760","27670","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Black","2700","2510","29050","30330"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Chinese","90","80","26270","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Mixed","1050","960","27830","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Other ethnicity","270","240","28550","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Undeclared","2430","2030","26940","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","3600","3170","27200","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","White","45000","38530","27070","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Asian","2950","2860","27870","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Black","1160","1140","29200","29290"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Chinese","50","50","28920","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Mixed","550","540","28250","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Other ethnicity","190","180","29770","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Undeclared","1910","1790","28290","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","2390","2330","28960","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","White","22220","21240","28430","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Asian","110","100","42880","37630"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Black","80","70","36610","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Mixed","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","1070","1040","44220","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","White","790","750","48340","49530"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Asian","60","60","40710","35390"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","760","760","47280","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Male","White","550","540","51650","51370"
"In post","2021","Disclosure Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Female","Unknown","50","50","25870","22230"
"In post","2021","Disclosure Scotland","Female","White","100","90","29160","24910"
"In post","2021","Disclosure Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Disclosure Scotland","Male","White","110","100","29600","24110"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Undeclared","90","80","24960","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","Unknown","400","350","23300","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Female","White","3210","2640","24280","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Undeclared","140","130","31260","26470"
"In post","2021","Driver and Vehicle Licensing Agency","Male","Unknown","290","270","28530","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Male","White","1980","1920","28900","21590"
"In post","2021","Driver and Vehicle Standards Agency","Female","Asian","30","30","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","Female","Undeclared","130","120","28970","26780"
"In post","2021","Driver and Vehicle Standards Agency","Female","Unknown","270","250","28330","26700"
