"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Legal Aid Agency","Male","360","350","30980","25510"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Female","330","300","33130","31040"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Male","500","490","42600","39040"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Female","340","320","50260","45570"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Male","200","200","52500","53620"
"In post","2021","Declared non-disabled","Met Office","Female","740","690","38460","38800"
"In post","2021","Declared non-disabled","Met Office","Male","1260","1220","41370","39750"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Female","11650","11030","30840","26670"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Male","13880","13660","33300","31000"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","970","930","45740","41210"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","890","880","47470","45350"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Female","2050","1960","40640","36800"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Male","1550","1530","44360","40480"
"In post","2021","Declared non-disabled","National Crime Agency","Female","740","700","40990","39840"
"In post","2021","Declared non-disabled","National Crime Agency","Male","1010","1000","44990","43510"
"In post","2021","Declared non-disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","Female","120","110","36630","33620"
"In post","2021","Declared non-disabled","National Records of Scotland","Male","80","80","36230","35110"
"In post","2021","Declared non-disabled","National Savings and Investments","Female","90","90","47420","43300"
"In post","2021","Declared non-disabled","National Savings and Investments","Male","90","90","56090","48770"
"In post","2021","Declared non-disabled","Northern Ireland Office","Female","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Male","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","970","930","49500","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","500","500","52340","51360"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Female","470","460","43580","37620"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Male","550","550","45950","39380"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","100","90","41270","38000"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","60","60","49450","45440"
"In post","2021","Declared non-disabled","Office of Rail and Road","Female","120","110","50290","49580"
"In post","2021","Declared non-disabled","Office of Rail and Road","Male","170","170","57750","58900"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Female","530","480","22200","20420"
"In post","2021","Declared non-disabled","Office of the Public Guardian","Male","420","400","22090","19930"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","Female","270","250","40810","34860"
"In post","2021","Declared non-disabled","Planning Inspectorate","Male","330","310","47620","47660"
"In post","2021","Declared non-disabled","Public Health England","Female","3160","2850","40200","35610"
"In post","2021","Declared non-disabled","Public Health England","Male","1320","1240","45520","38940"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","Female","260","250","33470","30080"
"In post","2021","Declared non-disabled","Registers of Scotland","Male","280","280","33770","30080"
"In post","2021","Declared non-disabled","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","Female","1110","960","26030","24920"
"In post","2021","Declared non-disabled","Rural Payments Agency","Male","830","810","27110","24920"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Female","70","70","29280","22820"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Male","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","Female","80","80","30630","30160"
"In post","2021","Declared non-disabled","Scottish Forestry","Male","90","80","39870","37530"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Female","2440","2290","43650","39660"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","Male","1930","1900","45440","39660"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Female","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","Male","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","Female","80","60","29640","29190"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","Male","60","60","32750","29190"
"In post","2021","Declared non-disabled","Serious Fraud Office","Female","130","130","43960","40000"
"In post","2021","Declared non-disabled","Serious Fraud Office","Male","190","190","47250","41510"
"In post","2021","Declared non-disabled","Social Security Scotland","Female","370","360","30500","26160"
"In post","2021","Declared non-disabled","Social Security Scotland","Male","290","290","33170","29190"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Female","60","60","42850","40860"
"In post","2021","Declared non-disabled","Standards and Testing Agency","Male","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","Female","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","Male","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Female","400","370","37940","34050"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Male","890","890","43000","40770"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Female","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","Female","190","180","35270","33930"
"In post","2021","Declared non-disabled","The National Archives","Male","150","140","36700","34770"
"In post","2021","Declared non-disabled","Transport Scotland","Female","120","110","40720","37210"
"In post","2021","Declared non-disabled","Transport Scotland","Male","130","130","48650","46600"
"In post","2021","Declared non-disabled","UK Export Finance","Female","150","140","49280","43000"
"In post","2021","Declared non-disabled","UK Export Finance","Male","230","230","57080","51250"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Female","190","170","34450","33290"
"In post","2021","Declared non-disabled","UK Hydrographic Office","Male","320","310","35120","33290"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Female","510","460","34990","30170"
"In post","2021","Declared non-disabled","UK Intellectual Property Office","Male","530","510","44370","40940"
"In post","2021","Declared non-disabled","UK Space Agency","Female","70","70","45080","40050"
"In post","2021","Declared non-disabled","UK Space Agency","Male","60","60","52760","49310"
"In post","2021","Declared non-disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Female","1510","1310","32970","29540"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Male","1080","980","36270","33020"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Valuation Office Agency","Female","1200","1070","33090","30000"
"In post","2021","Declared non-disabled","Valuation Office Agency","Male","1100","1050","37260","33250"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Female","60","50","29610","27250"
"In post","2021","Declared non-disabled","Vehicle Certification Agency","Male","120","120","40860","38680"
"In post","2021","Declared non-disabled","Veterinary Medicines Directorate","Female","80","80","38910","35580"
"In post","2021","Declared non-disabled","Veterinary Medicines Directorate","Male","60","50","48870","53200"
"In post","2021","Declared non-disabled","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Female","90","80","56760","49710"
