"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Operational Delivery","50","50","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Unknown","30","30","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","East of England","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","East of England","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Operational Delivery","440","400","29500","27370"
"In post","2021","East of England","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Other","40","40","[c]","[c]"
"In post","2021","East of England","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","East of England","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","East of England","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Science and Engineering","60","50","35730","34080"
"In post","2021","East of England","Undeclared","Security","30","30","[c]","[c]"
"In post","2021","East of England","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Unknown","250","220","28860","27570"
"In post","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Digital, Data and Technology","80","80","33560","31810"
"In post","2021","East of England","Unknown","Finance","40","40","[c]","[c]"
"In post","2021","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Legal","110","100","33340","26270"
"In post","2021","East of England","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Operational Delivery","1090","1040","26060","24880"
"In post","2021","East of England","Unknown","Other","70","70","25740","21090"
"In post","2021","East of England","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Project Delivery","50","50","39510","38630"
"In post","2021","East of England","Unknown","Property","60","60","27170","26230"
"In post","2021","East of England","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Science and Engineering","40","30","[c]","[c]"
"In post","2021","East of England","Unknown","Security","60","60","29950","26350"
"In post","2021","East of England","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Tax","40","40","[c]","[c]"
"In post","2021","East of England","Unknown","Unknown","290","270","32960","29290"
"In post","2021","East of England","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Commercial","210","200","39240","35900"
"In post","2021","East of England","White","Communications","70","70","34180","31450"
"In post","2021","East of England","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Digital, Data and Technology","350","330","36940","34820"
"In post","2021","East of England","White","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Finance","290","270","38100","35000"
"In post","2021","East of England","White","Human Resources","160","150","34980","31910"
"In post","2021","East of England","White","Inspector of Education and Training","80","80","64630","64500"
"In post","2021","East of England","White","Intelligence Analysis","350","340","32460","33300"
"In post","2021","East of England","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Knowledge and Information Management","130","120","35900","33300"
"In post","2021","East of England","White","Legal","470","430","39770","35320"
"In post","2021","East of England","White","Medicine","110","90","53660","37890"
"In post","2021","East of England","White","Operational Delivery","7710","7140","28710","27130"
"In post","2021","East of England","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Other","1010","960","24490","21130"
"In post","2021","East of England","White","Policy","140","140","43330","41020"
"In post","2021","East of England","White","Project Delivery","460","440","39240","37000"
"In post","2021","East of England","White","Property","400","380","33270","33300"
"In post","2021","East of England","White","Psychology","150","140","35540","31180"
"In post","2021","East of England","White","Science and Engineering","740","700","36560","33000"
"In post","2021","East of England","White","Security","430","420","33730","30450"
"In post","2021","East of England","White","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Tax","190","160","34900","31810"
"In post","2021","East of England","White","Unknown","3600","3230","28710","27570"
"In post","2021","East of England","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Commercial","100","100","41720","38540"
"In post","2021","London","Asian","Communications","130","130","41150","36800"
"In post","2021","London","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Counter Fraud","30","30","[c]","[c]"
"In post","2021","London","Asian","Digital, Data and Technology","490","490","46620","42550"
"In post","2021","London","Asian","Economics","160","150","45400","42470"
"In post","2021","London","Asian","Finance","430","420","43340","39910"
"In post","2021","London","Asian","Human Resources","270","260","40390","35200"
"In post","2021","London","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Intelligence Analysis","140","130","33790","29890"
"In post","2021","London","Asian","Internal Audit","50","50","[c]","[c]"
"In post","2021","London","Asian","International Trade","80","80","44080","38540"
"In post","2021","London","Asian","Knowledge and Information Management","70","70","34970","32330"
"In post","2021","London","Asian","Legal","490","460","51220","51250"
"In post","2021","London","Asian","Medicine","70","70","74580","72430"
"In post","2021","London","Asian","Operational Delivery","4260","3940","30930","28860"
"In post","2021","London","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Other","560","540","34990","30410"
"In post","2021","London","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Policy","1590","1550","43590","39780"
"In post","2021","London","Asian","Project Delivery","460","450","42410","39090"
"In post","2021","London","Asian","Property","140","130","38010","34880"
"In post","2021","London","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Science and Engineering","200","190","39460","35300"
"In post","2021","London","Asian","Security","180","170","32700","29020"
"In post","2021","London","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Statistics","90","90","44460","41760"
"In post","2021","London","Asian","Tax","440","410","38680","36160"
"In post","2021","London","Asian","Unknown","3040","2800","34110","31060"
"In post","2021","London","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Commercial","100","100","40140","37770"
"In post","2021","London","Black","Communications","100","100","39250","37150"
"In post","2021","London","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Digital, Data and Technology","270","260","42300","40170"
"In post","2021","London","Black","Economics","50","50","37890","33570"
"In post","2021","London","Black","Finance","270","270","41020","38650"
"In post","2021","London","Black","Human Resources","230","220","38750","35050"
"In post","2021","London","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Intelligence Analysis","50","50","34180","30840"
"In post","2021","London","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","International Trade","50","50","[c]","[c]"
"In post","2021","London","Black","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2021","London","Black","Legal","310","300","50060","51250"
"In post","2021","London","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Operational Delivery","3670","3500","30710","28850"
"In post","2021","London","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Other","380","360","32380","29080"
"In post","2021","London","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Policy","980","970","39270","35070"
"In post","2021","London","Black","Project Delivery","310","310","42510","38750"
"In post","2021","London","Black","Property","70","70","38990","34220"
"In post","2021","London","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Science and Engineering","120","110","39260","35410"
"In post","2021","London","Black","Security","80","80","32950","28870"
"In post","2021","London","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","London","Black","Statistics","40","40","[c]","[c]"
"In post","2021","London","Black","Tax","210","200","36450","36160"
"In post","2021","London","Black","Unknown","2530","2420","32180","31060"
"In post","2021","London","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","London","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Finance","30","30","[c]","[c]"
"In post","2021","London","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","London","Chinese","International Trade","[c]","[c]","[c]","[c]"
