"Status","Year","Parent_department","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Unknown","60","60","31380","29160"
"In post","2021","Charity Commission","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Operational Delivery","50","50","31940","29160"
"In post","2021","Charity Commission","White","Other","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Unknown","150","140","33420","29160"
"In post","2021","Competition and Markets Authority","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Project Delivery","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Unknown","Economics","[c]","[c]","[c]","[c]"
