"Status","Year","Region_ITL1","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","South East (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","Female","490","460","33930","27530"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","Male","640","620","38730","34770"
"In post","2021","South East (England)","HM Revenue and Customs","Female","1330","1150","29110","27230"
"In post","2021","South East (England)","HM Revenue and Customs","Male","1220","1150","31420","28130"
"In post","2021","South East (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Home Office","Female","1520","1330","27210","25990"
"In post","2021","South East (England)","Home Office","Male","2270","2110","28090","26710"
"In post","2021","South East (England)","Ministry of Defence","Female","4470","4230","32010","28670"
"In post","2021","South East (England)","Ministry of Defence","Male","5890","5800","35110","33300"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Ministry of Justice","Female","4960","4530","28500","26340"
"In post","2021","South East (England)","Ministry of Justice","Male","4660","4510","31150","31300"
"In post","2021","South East (England)","National Crime Agency","Female","180","170","37630","37560"
"In post","2021","South East (England)","National Crime Agency","Male","280","270","41310","40060"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Female","1380","1120","28560","23520"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Male","1050","860","28780","23050"
"In post","2021","South East (England)","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Attorney General's Departments","Female","200","180","39820","38000"
"In post","2021","South West (England)","Attorney General's Departments","Male","130","120","44800","49650"
"In post","2021","South West (England)","Cabinet Office","Female","80","70","54100","49620"
"In post","2021","South West (England)","Cabinet Office","Male","110","110","53580","51700"
"In post","2021","South West (England)","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Female","840","780","37500","37420"
"In post","2021","South West (England)","Department for Business, Energy and Industrial Strategy","Male","1230","1200","41310","39960"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Education","Female","130","120","42620","37100"
"In post","2021","South West (England)","Department for Education","Male","90","90","45310","42290"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","Female","1020","930","33830","30160"
"In post","2021","South West (England)","Department for Environment, Food and Rural Affairs","Male","760","740","36670","35900"
"In post","2021","South West (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Department for Transport","Female","270","240","32900","27570"
"In post","2021","South West (England)","Department for Transport","Male","500","480","32950","28470"
"In post","2021","South West (England)","Department for Work and Pensions","Female","3890","3240","26120","27570"
"In post","2021","South West (England)","Department for Work and Pensions","Male","1930","1830","26950","27570"
"In post","2021","South West (England)","Department of Health and Social Care","Female","840","760","36140","31230"
"In post","2021","South West (England)","Department of Health and Social Care","Male","380","360","44330","37960"
"In post","2021","South West (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","South West (England)","HM Land Registry","Female","860","740","30940","27130"
"In post","2021","South West (England)","HM Land Registry","Male","690","660","35080","33840"
"In post","2021","South West (England)","HM Revenue and Customs","Female","860","780","31610","28130"
"In post","2021","South West (England)","HM Revenue and Customs","Male","980","940","34770","31810"
"In post","2021","South West (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Home Office","Female","160","140","27030","25310"
"In post","2021","South West (England)","Home Office","Male","230","220","28970","26410"
"In post","2021","South West (England)","Ministry of Defence","Female","8620","8060","34010","32730"
"In post","2021","South West (England)","Ministry of Defence","Male","13420","13180","37890","36300"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","Female","440","390","39820","34860"
"In post","2021","South West (England)","Ministry of Housing, Communities and Local Government","Male","500","460","45910","47660"
"In post","2021","South West (England)","Ministry of Justice","Female","2710","2430","27180","23840"
"In post","2021","South West (England)","Ministry of Justice","Male","2380","2270","29220","27380"
"In post","2021","South West (England)","National Crime Agency","Female","250","240","33760","32770"
"In post","2021","South West (England)","National Crime Agency","Male","220","220","38820","36740"
"In post","2021","South West (England)","Office for Standards in Education","Female","180","170","43000","39850"
"In post","2021","South West (England)","Office for Standards in Education","Male","100","100","43020","32010"
"In post","2021","South West (England)","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Female","330","320","36050","32000"
"In post","2021","Unknown","Cabinet Office","Male","280","280","36480","32000"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Female","570","520","30000","27570"
"In post","2021","Unknown","Department for Work and Pensions","Male","320","310","31130","27570"
"In post","2021","Unknown","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Female","230","220","33740","32700"
"In post","2021","Unknown","Ministry of Defence","Male","1830","1830","37620","34160"
"In post","2021","Unknown","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Female","40","40","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Male","60","60","47110","46340"
"In post","2021","Unknown","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Attorney General's Departments","Female","240","220","38680","34480"
"In post","2021","Wales","Attorney General's Departments","Male","120","110","46540","48830"
"In post","2021","Wales","Cabinet Office","Female","40","40","[c]","[c]"
"In post","2021","Wales","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Charity Commission","Male","[c]","[c]","[c]","[c]"
