"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Operational Delivery","White","7710","7140","28710","27130"
"In post","2021","East of England","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Operational Research","White","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other","Undeclared","40","40","[c]","[c]"
"In post","2021","East of England","Other","Unknown","70","70","25740","21090"
"In post","2021","East of England","Other","White","1010","960","24490","21130"
"In post","2021","East of England","Policy","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Policy","White","140","140","43330","41020"
"In post","2021","East of England","Project Delivery","Asian","30","30","[c]","[c]"
"In post","2021","East of England","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","East of England","Project Delivery","Unknown","50","50","39510","38630"
"In post","2021","East of England","Project Delivery","White","460","440","39240","37000"
"In post","2021","East of England","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Property","Undeclared","30","30","[c]","[c]"
"In post","2021","East of England","Property","Unknown","60","60","27170","26230"
"In post","2021","East of England","Property","White","400","380","33270","33300"
"In post","2021","East of England","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Psychology","White","150","140","35540","31180"
"In post","2021","East of England","Science and Engineering","Asian","40","40","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Science and Engineering","Undeclared","60","50","35730","34080"
"In post","2021","East of England","Science and Engineering","Unknown","40","30","[c]","[c]"
"In post","2021","East of England","Science and Engineering","White","740","700","36560","33000"
"In post","2021","East of England","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Security","Undeclared","30","30","[c]","[c]"
"In post","2021","East of England","Security","Unknown","60","60","29950","26350"
"In post","2021","East of England","Security","White","430","420","33730","30450"
"In post","2021","East of England","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","Unknown","40","40","[c]","[c]"
"In post","2021","East of England","Tax","White","190","160","34900","31810"
"In post","2021","East of England","Unknown","Asian","360","320","28050","27570"
"In post","2021","East of England","Unknown","Black","250","240","28330","29290"
"In post","2021","East of England","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Mixed","130","130","29060","28920"
"In post","2021","East of England","Unknown","Other ethnicity","30","30","[c]","[c]"
"In post","2021","East of England","Unknown","Undeclared","250","220","28860","27570"
"In post","2021","East of England","Unknown","Unknown","290","270","32960","29290"
"In post","2021","East of England","Unknown","White","3600","3230","28710","27570"
"In post","2021","East of England","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Asian","100","100","41720","38540"
"In post","2021","London","Commercial","Black","100","100","40140","37770"
"In post","2021","London","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Mixed","30","30","[c]","[c]"
"In post","2021","London","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","Unknown","160","160","48330","40970"
"In post","2021","London","Commercial","White","450","440","51040","47700"
"In post","2021","London","Communications","Asian","130","130","41150","36800"
"In post","2021","London","Communications","Black","100","100","39250","37150"
"In post","2021","London","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Mixed","70","70","44290","41530"
"In post","2021","London","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Communications","Undeclared","50","50","[c]","[c]"
"In post","2021","London","Communications","Unknown","480","470","44580","41760"
"In post","2021","London","Communications","White","1240","1200","48120","43880"
"In post","2021","London","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Corporate Finance","White","40","30","[c]","[c]"
"In post","2021","London","Counter Fraud","Asian","30","30","[c]","[c]"
"In post","2021","London","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Counter Fraud","Unknown","90","90","45470","40270"
"In post","2021","London","Counter Fraud","White","220","220","44810","40270"
"In post","2021","London","Digital, Data and Technology","Asian","490","490","46620","42550"
"In post","2021","London","Digital, Data and Technology","Black","270","260","42300","40170"
"In post","2021","London","Digital, Data and Technology","Chinese","30","30","[c]","[c]"
"In post","2021","London","Digital, Data and Technology","Mixed","90","90","47390","42930"
"In post","2021","London","Digital, Data and Technology","Other ethnicity","30","30","[c]","[c]"
"In post","2021","London","Digital, Data and Technology","Undeclared","160","150","51000","48720"
"In post","2021","London","Digital, Data and Technology","Unknown","560","550","48160","44950"
"In post","2021","London","Digital, Data and Technology","White","1670","1630","52080","49360"
"In post","2021","London","Economics","Asian","160","150","45400","42470"
"In post","2021","London","Economics","Black","50","50","37890","33570"
"In post","2021","London","Economics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Economics","Mixed","80","80","45010","42020"
"In post","2021","London","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Economics","Undeclared","60","60","51500","55610"
"In post","2021","London","Economics","Unknown","340","330","44680","37970"
"In post","2021","London","Economics","White","1050","1030","49690","51890"
"In post","2021","London","Finance","Asian","430","420","43340","39910"
"In post","2021","London","Finance","Black","270","270","41020","38650"
"In post","2021","London","Finance","Chinese","30","30","[c]","[c]"
"In post","2021","London","Finance","Mixed","70","70","43700","41440"
"In post","2021","London","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Finance","Undeclared","110","110","50640","49120"
"In post","2021","London","Finance","Unknown","310","310","45560","40650"
"In post","2021","London","Finance","White","1310","1270","54010","53760"
"In post","2021","London","Human Resources","Asian","270","260","40390","35200"
"In post","2021","London","Human Resources","Black","230","220","38750","35050"
"In post","2021","London","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Mixed","90","90","43280","38160"
"In post","2021","London","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Human Resources","Undeclared","80","70","45190","39990"
"In post","2021","London","Human Resources","Unknown","210","210","41500","36160"
"In post","2021","London","Human Resources","White","1500","1450","50370","46550"
"In post","2021","London","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","London","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
