"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Heterosexual / straight","Legal","1120","1040","22760","22200"
"In post","2022","AA/AO","Heterosexual / straight","No function","57570","51720","23070","21260"
"In post","2022","AA/AO","Heterosexual / straight","Project Delivery","360","310","22000","21260"
"In post","2022","AA/AO","Heterosexual / straight","Property","1020","960","21020","21750"
"In post","2022","AA/AO","Heterosexual / straight","Security","4000","3900","26310","21850"
"In post","2022","AA/AO","Heterosexual / straight","Unknown","13770","12680","22050","21680"
"In post","2022","AA/AO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Counter Fraud","100","90","22170","21260"
"In post","2022","AA/AO","LGBO","Debt","220","200","21500","21250"
"In post","2022","AA/AO","LGBO","Digital, Data & Technology","50","50","21060","21280"
"In post","2022","AA/AO","LGBO","Finance","40","30","[c]","[c]"
"In post","2022","AA/AO","LGBO","Grants Management","40","40","[c]","[c]"
"In post","2022","AA/AO","LGBO","Human Resources","70","70","21540","21250"
"In post","2022","AA/AO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Legal","70","70","22300","22200"
"In post","2022","AA/AO","LGBO","No function","3950","3780","23370","21260"
"In post","2022","AA/AO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Property","50","50","[c]","[c]"
"In post","2022","AA/AO","LGBO","Security","170","170","27670","25000"
"In post","2022","AA/AO","LGBO","Unknown","550","530","22080","21680"
"In post","2022","AA/AO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Commercial","40","30","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Communications","50","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Counter Fraud","290","250","22360","21260"
"In post","2022","AA/AO","Undeclared","Debt","380","320","21840","21260"
"In post","2022","AA/AO","Undeclared","Digital, Data & Technology","90","90","21970","21630"
"In post","2022","AA/AO","Undeclared","Finance","160","130","21790","21830"
"In post","2022","AA/AO","Undeclared","Grants Management","50","40","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Human Resources","160","140","21660","21380"
"In post","2022","AA/AO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Undeclared","Legal","70","60","22320","22200"
"In post","2022","AA/AO","Undeclared","No function","7490","6520","22790","21260"
"In post","2022","AA/AO","Undeclared","Project Delivery","50","40","22020","21260"
"In post","2022","AA/AO","Undeclared","Property","140","130","21150","21840"
"In post","2022","AA/AO","Undeclared","Security","530","510","29600","25740"
"In post","2022","AA/AO","Undeclared","Unknown","1650","1500","22160","21680"
"In post","2022","AA/AO","Unknown","Analysis","50","50","21430","21510"
"In post","2022","AA/AO","Unknown","Commercial","90","80","23210","21690"
"In post","2022","AA/AO","Unknown","Communications","130","120","21770","21250"
"In post","2022","AA/AO","Unknown","Counter Fraud","680","570","22350","21260"
"In post","2022","AA/AO","Unknown","Debt","1630","1450","21730","21250"
"In post","2022","AA/AO","Unknown","Digital, Data & Technology","150","140","21730","21260"
"In post","2022","AA/AO","Unknown","Finance","570","480","21850","21250"
"In post","2022","AA/AO","Unknown","Grants Management","710","660","21270","21300"
"In post","2022","AA/AO","Unknown","Human Resources","250","220","21740","21250"
"In post","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Legal","360","320","23010","22200"
"In post","2022","AA/AO","Unknown","No function","24770","21890","22990","21260"
"In post","2022","AA/AO","Unknown","Project Delivery","200","170","22110","21740"
"In post","2022","AA/AO","Unknown","Property","630","590","22310","22010"
"In post","2022","AA/AO","Unknown","Security","950","940","27940","25000"
"In post","2022","AA/AO","Unknown","Unknown","3070","2930","22890","21780"
"In post","2022","EO","Heterosexual / straight","Analysis","540","520","27060","26680"
"In post","2022","EO","Heterosexual / straight","Commercial","530","510","26600","26350"
"In post","2022","EO","Heterosexual / straight","Communications","1770","1710","26950","26820"
"In post","2022","EO","Heterosexual / straight","Counter Fraud","4390","4040","28080","27570"
"In post","2022","EO","Heterosexual / straight","Debt","750","670","27640","27570"
"In post","2022","EO","Heterosexual / straight","Digital, Data & Technology","2480","2370","27570","27130"
"In post","2022","EO","Heterosexual / straight","Finance","1480","1400","26820","26750"
"In post","2022","EO","Heterosexual / straight","Grants Management","300","270","25560","25190"
"In post","2022","EO","Heterosexual / straight","Human Resources","1830","1710","27250","27270"
"In post","2022","EO","Heterosexual / straight","Internal Audit","40","40","[c]","[c]"
"In post","2022","EO","Heterosexual / straight","Legal","1470","1380","27900","27460"
"In post","2022","EO","Heterosexual / straight","No function","51360","47490","28330","27570"
"In post","2022","EO","Heterosexual / straight","Project Delivery","2490","2360","24750","25750"
"In post","2022","EO","Heterosexual / straight","Property","1280","1210","26540","26670"
"In post","2022","EO","Heterosexual / straight","Security","1060","1030","31820","28670"
"In post","2022","EO","Heterosexual / straight","Unknown","16570","15520","27410","26930"
"In post","2022","EO","LGBO","Analysis","60","60","26310","25880"
"In post","2022","EO","LGBO","Commercial","30","30","[c]","[c]"
"In post","2022","EO","LGBO","Communications","150","150","26880","26820"
"In post","2022","EO","LGBO","Counter Fraud","260","250","28170","27570"
"In post","2022","EO","LGBO","Debt","70","70","27660","26820"
"In post","2022","EO","LGBO","Digital, Data & Technology","180","180","27220","27040"
"In post","2022","EO","LGBO","Finance","80","80","26310","26770"
"In post","2022","EO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Human Resources","130","130","27020","27450"
"In post","2022","EO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","LGBO","Legal","110","110","27830","27230"
"In post","2022","EO","LGBO","No function","3400","3290","28210","27570"
"In post","2022","EO","LGBO","Project Delivery","130","120","25240","25940"
"In post","2022","EO","LGBO","Property","60","50","26500","26350"
"In post","2022","EO","LGBO","Security","60","60","31660","29090"
"In post","2022","EO","LGBO","Unknown","790","760","27090","26820"
"In post","2022","EO","Undeclared","Analysis","60","50","26690","26810"
"In post","2022","EO","Undeclared","Commercial","70","60","27130","26780"
"In post","2022","EO","Undeclared","Communications","200","190","27250","26820"
"In post","2022","EO","Undeclared","Counter Fraud","590","530","28270","27570"
"In post","2022","EO","Undeclared","Debt","90","80","28310","27570"
"In post","2022","EO","Undeclared","Digital, Data & Technology","380","360","27830","27130"
"In post","2022","EO","Undeclared","Finance","230","210","27040","26840"
"In post","2022","EO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Human Resources","220","210","27750","27570"
"In post","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Legal","110","110","28260","27580"
"In post","2022","EO","Undeclared","No function","6440","5870","28350","27570"
"In post","2022","EO","Undeclared","Project Delivery","240","230","25070","25740"
"In post","2022","EO","Undeclared","Property","150","140","27170","27000"
"In post","2022","EO","Undeclared","Security","160","160","34860","31760"
"In post","2022","EO","Undeclared","Unknown","2280","2100","27740","27370"
"In post","2022","EO","Unknown","Analysis","220","210","26430","25790"
"In post","2022","EO","Unknown","Commercial","130","120","26660","26590"
"In post","2022","EO","Unknown","Communications","1120","1090","26890","26820"
"In post","2022","EO","Unknown","Counter Fraud","1960","1790","28250","27570"
"In post","2022","EO","Unknown","Debt","310","280","28130","26820"
"In post","2022","EO","Unknown","Digital, Data & Technology","760","720","27780","27570"
"In post","2022","EO","Unknown","Finance","320","300","27140","26820"
"In post","2022","EO","Unknown","Grants Management","260","240","25270","24920"
"In post","2022","EO","Unknown","Human Resources","400","370","27270","26830"
"In post","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Legal","440","400","28370","28430"
"In post","2022","EO","Unknown","No function","15600","14150","28580","27570"
"In post","2022","EO","Unknown","Project Delivery","580","540","25150","26120"
"In post","2022","EO","Unknown","Property","420","410","27340","26880"
"In post","2022","EO","Unknown","Security","230","220","29290","26820"
"In post","2022","EO","Unknown","Unknown","3430","3260","27770","27230"
"In post","2022","G6/G7","Heterosexual / straight","Analysis","1890","1800","59800","57230"
"In post","2022","G6/G7","Heterosexual / straight","Commercial","880","860","58260","55000"
"In post","2022","G6/G7","Heterosexual / straight","Communications","790","770","58620","56350"
"In post","2022","G6/G7","Heterosexual / straight","Counter Fraud","890","860","59670","55800"
"In post","2022","G6/G7","Heterosexual / straight","Debt","30","30","[c]","[c]"
"In post","2022","G6/G7","Heterosexual / straight","Digital, Data & Technology","4090","4010","57560","55210"
"In post","2022","G6/G7","Heterosexual / straight","Finance","2000","1950","58260","56780"
"In post","2022","G6/G7","Heterosexual / straight","Grants Management","40","40","[c]","[c]"
"In post","2022","G6/G7","Heterosexual / straight","Human Resources","1850","1790","57650","55460"
"In post","2022","G6/G7","Heterosexual / straight","Internal Audit","170","160","58520","58510"
"In post","2022","G6/G7","Heterosexual / straight","Legal","4050","3770","58650","55640"
"In post","2022","G6/G7","Heterosexual / straight","No function","16420","15880","58760","55410"
"In post","2022","G6/G7","Heterosexual / straight","Project Delivery","4970","4830","58290","55620"
"In post","2022","G6/G7","Heterosexual / straight","Property","1300","1270","58350","57150"
"In post","2022","G6/G7","Heterosexual / straight","Security","410","400","59080","57960"
"In post","2022","G6/G7","Heterosexual / straight","Unknown","7230","6960","62230","61440"
"In post","2022","G6/G7","LGBO","Analysis","160","150","57960","55860"
"In post","2022","G6/G7","LGBO","Commercial","60","60","56210","54700"
"In post","2022","G6/G7","LGBO","Communications","70","60","58710","57680"
"In post","2022","G6/G7","LGBO","Counter Fraud","50","50","58360","55210"
"In post","2022","G6/G7","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Digital, Data & Technology","280","270","57400","54880"
"In post","2022","G6/G7","LGBO","Finance","100","100","57940","57460"
"In post","2022","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Human Resources","150","150","57850","55730"
"In post","2022","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Legal","250","240","59880","58040"
"In post","2022","G6/G7","LGBO","No function","1410","1390","57930","55200"
"In post","2022","G6/G7","LGBO","Project Delivery","280","280","57890","55210"
"In post","2022","G6/G7","LGBO","Property","60","60","57850","56220"
"In post","2022","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","LGBO","Unknown","440","440","60890","58550"
"In post","2022","G6/G7","Undeclared","Analysis","250","230","60960","58040"
"In post","2022","G6/G7","Undeclared","Commercial","130","120","58810","55070"
"In post","2022","G6/G7","Undeclared","Communications","130","130","58910","57430"
"In post","2022","G6/G7","Undeclared","Counter Fraud","160","150","60740","58180"
"In post","2022","G6/G7","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Digital, Data & Technology","590","570","58210","55210"
"In post","2022","G6/G7","Undeclared","Finance","290","280","58170","55340"
"In post","2022","G6/G7","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Human Resources","120","120","58880","57870"
"In post","2022","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Legal","320","300","61810","62120"
"In post","2022","G6/G7","Undeclared","No function","2340","2260","59000","55670"
"In post","2022","G6/G7","Undeclared","Project Delivery","570","550","58070","55740"
"In post","2022","G6/G7","Undeclared","Property","160","150","59160","57930"
"In post","2022","G6/G7","Undeclared","Security","80","80","59540","57680"
"In post","2022","G6/G7","Undeclared","Unknown","940","910","62110","61440"
"In post","2022","G6/G7","Unknown","Analysis","520","500","55330","53220"
"In post","2022","G6/G7","Unknown","Commercial","1180","1170","64510","64500"
"In post","2022","G6/G7","Unknown","Communications","210","210","58510","55680"
"In post","2022","G6/G7","Unknown","Counter Fraud","210","200","58370","55210"
"In post","2022","G6/G7","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Digital, Data & Technology","1040","1020","58330","55470"
"In post","2022","G6/G7","Unknown","Finance","390","380","59060","56660"
"In post","2022","G6/G7","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Human Resources","220","220","57260","55430"
"In post","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Unknown","Legal","1380","1240","61010","60520"
"In post","2022","G6/G7","Unknown","No function","4500","4350","57390","55210"
"In post","2022","G6/G7","Unknown","Project Delivery","1430","1380","57390","55210"
"In post","2022","G6/G7","Unknown","Property","220","210","58440","57080"
"In post","2022","G6/G7","Unknown","Security","100","90","59720","56760"
"In post","2022","G6/G7","Unknown","Unknown","1570","1500","62130","60740"
"In post","2022","SCS","Heterosexual / straight","Analysis","140","140","88570","79990"
"In post","2022","SCS","Heterosexual / straight","Commercial","160","150","104740","95180"
"In post","2022","SCS","Heterosexual / straight","Communications","90","90","91720","83570"
"In post","2022","SCS","Heterosexual / straight","Counter Fraud","40","40","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Heterosexual / straight","Digital, Data & Technology","250","250","92060","85000"
"In post","2022","SCS","Heterosexual / straight","Finance","230","220","87340","79950"
"In post","2022","SCS","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
