"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Finance","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","No function","520","510","48960","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Project Delivery","100","100","51290","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","Analysis","220","200","43850","42580"
"In post","2021","Department for Education (excl. agencies)","Female","Commercial","100","90","39720","38000"
"In post","2021","Department for Education (excl. agencies)","Female","Communications","150","150","37570","33500"
"In post","2021","Department for Education (excl. agencies)","Female","Digital, Data & Technology","170","160","41000","36960"
"In post","2021","Department for Education (excl. agencies)","Female","Finance","200","190","42010","40670"
"In post","2021","Department for Education (excl. agencies)","Female","Human Resources","110","100","33960","29500"
"In post","2021","Department for Education (excl. agencies)","Female","Legal","40","30","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","No function","1660","1570","43510","40230"
"In post","2021","Department for Education (excl. agencies)","Female","Project Delivery","260","250","47240","49860"
"In post","2021","Department for Education (excl. agencies)","Female","Property","110","110","45000","49860"
"In post","2021","Department for Education (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","Unknown","340","320","49920","42010"
"In post","2021","Department for Education (excl. agencies)","Male","Analysis","190","190","44990","44750"
"In post","2021","Department for Education (excl. agencies)","Male","Commercial","90","90","39840","38000"
"In post","2021","Department for Education (excl. agencies)","Male","Communications","80","80","38290","33510"
"In post","2021","Department for Education (excl. agencies)","Male","Digital, Data & Technology","240","240","37850","36500"
"In post","2021","Department for Education (excl. agencies)","Male","Finance","190","190","43260","40300"
"In post","2021","Department for Education (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","No function","870","860","44420","40510"
"In post","2021","Department for Education (excl. agencies)","Male","Project Delivery","210","210","51900","53810"
"In post","2021","Department for Education (excl. agencies)","Male","Property","160","150","52910","54400"
"In post","2021","Department for Education (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","Unknown","230","230","52910","49860"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Analysis","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Commercial","90","80","37580","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Communications","170","160","41020","37360"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Digital, Data & Technology","280","260","42320","39810"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Finance","200","190","40290","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Human Resources","200","180","42910","38710"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","No function","1650","1560","42780","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Project Delivery","130","120","42720","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Property","210","200","34030","30040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Analysis","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Commercial","60","60","41680","37940"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Communications","90","90","42650","39090"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Digital, Data & Technology","390","390","45000","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Finance","200","200","46240","43000"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Human Resources","70","60","42610","39370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","No function","1320","1310","43530","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Project Delivery","110","100","41610","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Property","180","180","40020","36520"
"In post","2021","Department for International Trade","Female","Analysis","100","100","41910","38160"
"In post","2021","Department for International Trade","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Communications","60","60","39600","38470"
"In post","2021","Department for International Trade","Female","Digital, Data & Technology","70","70","44510","43000"
"In post","2021","Department for International Trade","Female","Finance","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Female","Human Resources","90","80","43770","38540"
"In post","2021","Department for International Trade","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","No function","850","840","45180","39280"
"In post","2021","Department for International Trade","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Analysis","150","150","44020","40330"
"In post","2021","Department for International Trade","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Communications","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Male","Digital, Data & Technology","60","60","49280","44500"
"In post","2021","Department for International Trade","Male","Finance","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Male","Human Resources","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","No function","1030","1030","47300","41020"
"In post","2021","Department for International Trade","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Analysis","180","170","47630","44030"
"In post","2021","Department for Transport (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Communications","60","60","46740","43270"
"In post","2021","Department for Transport (excl. agencies)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Finance","70","60","44120","40080"
"In post","2021","Department for Transport (excl. agencies)","Female","Human Resources","80","80","45910","42470"
"In post","2021","Department for Transport (excl. agencies)","Female","No function","900","860","44780","42470"
"In post","2021","Department for Transport (excl. agencies)","Female","Project Delivery","200","190","50380","44480"
"In post","2021","Department for Transport (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Analysis","220","220","45960","42890"
"In post","2021","Department for Transport (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Communications","50","50","47590","43360"
"In post","2021","Department for Transport (excl. agencies)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Digital, Data & Technology","80","80","42040","40480"
"In post","2021","Department for Transport (excl. agencies)","Male","Finance","90","80","50630","49240"
"In post","2021","Department for Transport (excl. agencies)","Male","Human Resources","40","30","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","No function","1230","1200","49100","43360"
"In post","2021","Department for Transport (excl. agencies)","Male","Project Delivery","250","240","56870","54760"
"In post","2021","Department for Transport (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","59540","51290","27230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","31410","30130","28440","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Analysis","150","130","52140","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Commercial","120","110","47050","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Communications","110","110","43120","36070"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Digital, Data & Technology","90","90","42970","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Finance","240","230","38660","34000"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Human Resources","100","100","40610","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","No function","1240","1200","46380","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
