"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data and Technology","Digital, Data & Technology","110","100","40070","36460"
"In post","2021","Berkshire","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Finance","50","50","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Human Resources","30","30","[c]","[c]"
"In post","2021","Berkshire","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","International Trade","No function","60","60","43640","38540"
"In post","2021","Berkshire","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Berkshire","Legal","Legal","100","90","54950","53540"
"In post","2021","Berkshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Grants Management","150","140","28150","25100"
"In post","2021","Berkshire","Operational Delivery","Legal","60","60","28220","26970"
"In post","2021","Berkshire","Operational Delivery","No function","470","440","30040","26700"
"In post","2021","Berkshire","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Operational Delivery","Unknown","50","50","29090","25630"
"In post","2021","Berkshire","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Other","Unknown","190","180","29550","26510"
"In post","2021","Berkshire","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Project Delivery","70","70","45990","40580"
"In post","2021","Berkshire","Property","Property","50","50","31390","33300"
"In post","2021","Berkshire","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Science and Engineering","Unknown","30","30","[c]","[c]"
"In post","2021","Berkshire","Security","Security","630","630","34920","39070"
"In post","2021","Berkshire","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Tax","No function","150","130","38240","35000"
"In post","2021","Berkshire","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","460","430","29470","29290"
"In post","2021","Bexley and Greenwich","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Operational Delivery","No function","1190","1140","31620","31590"
"In post","2021","Bexley and Greenwich","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Other","Unknown","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","390","360","31110","31060"
"In post","2021","Birmingham","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Commercial","60","60","39430","38000"
"In post","2021","Birmingham","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Communications","40","40","[c]","[c]"
"In post","2021","Birmingham","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Counter Fraud","Counter Fraud","70","70","37270","36720"
"In post","2021","Birmingham","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data and Technology","Digital, Data & Technology","230","220","41310","37590"
"In post","2021","Birmingham","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Finance","70","70","40500","38630"
"In post","2021","Birmingham","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Human Resources","90","90","41670","39850"
"In post","2021","Birmingham","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Inspector of Education and Training","No function","100","100","65740","64500"
"In post","2021","Birmingham","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Knowledge and Information Management","No function","70","60","34340","29470"
"In post","2021","Birmingham","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","Counter Fraud","70","60","29330","27230"
"In post","2021","Birmingham","Legal","Legal","310","300","50520","51470"
"In post","2021","Birmingham","Medicine","No function","40","30","[c]","[c]"
"In post","2021","Birmingham","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Communications","70","70","31240","31810"
"In post","2021","Birmingham","Operational Delivery","Counter Fraud","270","240","28390","25560"
"In post","2021","Birmingham","Operational Delivery","Debt","310","270","22070","20140"
"In post","2021","Birmingham","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Legal","270","250","25970","23470"
"In post","2021","Birmingham","Operational Delivery","No function","4370","4090","27430","22920"
"In post","2021","Birmingham","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Property","40","40","[c]","[c]"
"In post","2021","Birmingham","Operational Delivery","Unknown","110","100","29370","25310"
"In post","2021","Birmingham","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","No function","40","40","[c]","[c]"
"In post","2021","Birmingham","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other","Unknown","80","70","24760","21130"
"In post","2021","Birmingham","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Policy","No function","230","230","37130","30730"
"In post","2021","Birmingham","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Project Delivery","220","220","42820","40000"
"In post","2021","Birmingham","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Property","200","190","35140","32100"
"In post","2021","Birmingham","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Science and Engineering","No function","180","160","37860","36330"
"In post","2021","Birmingham","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Security","40","40","[c]","[c]"
"In post","2021","Birmingham","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Tax","Analysis","[c]","[c]","[c]","[c]"
