"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Belfast","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","AA/AO","690","630","20460","20140"
"In post","2021","Belfast","No function","EO","430","400","26620","25560"
"In post","2021","Belfast","No function","G6/G7","140","130","54470","52580"
"In post","2021","Belfast","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","SEO/HEO","450","440","34460","31810"
"In post","2021","Belfast","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","AA/AO","250","210","21250","21430"
"In post","2021","Belfast","Unknown","EO","180","170","25650","25310"
"In post","2021","Belfast","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","SEO/HEO","50","50","33230","30980"
"In post","2021","Berkshire","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","EO","40","40","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Berkshire","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","G6/G7","40","40","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","SEO/HEO","60","60","35640","35900"
"In post","2021","Berkshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","AA/AO","70","60","21050","21050"
"In post","2021","Berkshire","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Grants Management","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Berkshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","G6/G7","70","70","59830","61360"
"In post","2021","Berkshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Berkshire","No function","AA/AO","120","110","22260","22080"
"In post","2021","Berkshire","No function","EO","180","170","31040","28130"
"In post","2021","Berkshire","No function","G6/G7","70","70","56970","53450"
"In post","2021","Berkshire","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","No function","SEO/HEO","190","180","37220","36000"
"In post","2021","Berkshire","No function","Unknown","140","140","28320","24800"
"In post","2021","Berkshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","G6/G7","30","30","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Berkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Security","AA/AO","530","520","32470","28750"
"In post","2021","Berkshire","Security","EO","80","80","44340","45920"
"In post","2021","Berkshire","Security","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Berkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","AA/AO","210","190","22540","22150"
"In post","2021","Berkshire","Unknown","EO","390","360","29560","29290"
"In post","2021","Berkshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","SEO/HEO","110","100","39070","38040"
"In post","2021","Berkshire","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","Bexley and Greenwich","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","AA/AO","790","760","28960","30150"
"In post","2021","Bexley and Greenwich","No function","EO","210","200","33750","35450"
"In post","2021","Bexley and Greenwich","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","SEO/HEO","120","120","42530","41500"
"In post","2021","Bexley and Greenwich","No function","Unknown","100","100","33400","34100"
"In post","2021","Bexley and Greenwich","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","AA/AO","80","70","24170","24590"
"In post","2021","Bexley and Greenwich","Unknown","EO","330","300","31140","31060"
"In post","2021","Bexley and Greenwich","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Birmingham","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","EO","120","120","25680","25560"
"In post","2021","Birmingham","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","SEO/HEO","110","110","35060","31810"
"In post","2021","Birmingham","Counter Fraud","AA/AO","70","60","20750","20580"
"In post","2021","Birmingham","Counter Fraud","EO","190","170","26170","25560"
"In post","2021","Birmingham","Counter Fraud","G6/G7","70","60","55270","52580"
"In post","2021","Birmingham","Counter Fraud","SEO/HEO","270","260","34390","31870"
"In post","2021","Birmingham","Debt","AA/AO","330","300","20430","20140"
"In post","2021","Birmingham","Debt","EO","60","60","25130","25560"
"In post","2021","Birmingham","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Debt","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","EO","40","30","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","G6/G7","60","60","59560","59420"
"In post","2021","Birmingham","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","SEO/HEO","140","130","36960","35240"
"In post","2021","Birmingham","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","SEO/HEO","50","50","37150","36920"
"In post","2021","Birmingham","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","G6/G7","30","30","[c]","[c]"
"In post","2021","Birmingham","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","SEO/HEO","60","60","37430","38090"
"In post","2021","Birmingham","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","AA/AO","120","110","21620","21950"
"In post","2021","Birmingham","Legal","EO","120","120","26270","25690"
"In post","2021","Birmingham","Legal","G6/G7","220","210","56500","55610"
"In post","2021","Birmingham","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","SEO/HEO","140","130","35360","34480"
"In post","2021","Birmingham","No function","AA/AO","2370","2180","21190","20140"
"In post","2021","Birmingham","No function","EO","1150","1100","26160","25560"
"In post","2021","Birmingham","No function","G6/G7","530","510","58600","52790"
"In post","2021","Birmingham","No function","SCS","70","60","104640","103750"
"In post","2021","Birmingham","No function","SEO/HEO","1600","1530","35690","32630"
"In post","2021","Birmingham","No function","Unknown","430","390","30110","28200"
"In post","2021","Birmingham","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","EO","40","30","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","G6/G7","100","100","55610","52580"
"In post","2021","Birmingham","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","SEO/HEO","160","150","36800","38630"
"In post","2021","Birmingham","Property","AA/AO","30","30","[c]","[c]"
"In post","2021","Birmingham","Property","EO","60","60","26260","26000"
"In post","2021","Birmingham","Property","G6/G7","30","30","[c]","[c]"
"In post","2021","Birmingham","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","SEO/HEO","120","110","36740","33300"
"In post","2021","Birmingham","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","AA/AO","600","510","20630","21010"
"In post","2021","Birmingham","Unknown","EO","1470","1320","27240","27570"
"In post","2021","Birmingham","Unknown","G6/G7","50","50","[c]","[c]"
"In post","2021","Birmingham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","SEO/HEO","280","260","33920","33180"
"In post","2021","Blackburn with Darwen","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Finance","SCS","[c]","[c]","[c]","[c]"
