"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Declared non-disabled","Human Resources","90","80","37730","33810"
"In post","2021","North East (England)","Declared non-disabled","Intelligence Analysis","50","50","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Internal Audit","40","30","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Legal","290","270","42820","43030"
"In post","2021","North East (England)","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Operational Delivery","8530","7530","26290","23970"
"In post","2021","North East (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Other","160","150","28020","21580"
"In post","2021","North East (England)","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Policy","250","240","40770","37100"
"In post","2021","North East (England)","Declared non-disabled","Project Delivery","590","570","40990","38630"
"In post","2021","North East (England)","Declared non-disabled","Property","190","180","36410","32480"
"In post","2021","North East (England)","Declared non-disabled","Psychology","80","70","38460","40060"
"In post","2021","North East (England)","Declared non-disabled","Science and Engineering","40","40","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Security","60","60","32260","31810"
"In post","2021","North East (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Declared non-disabled","Tax","1120","1060","31320","28130"
"In post","2021","North East (England)","Declared non-disabled","Unknown","7860","6990","27330","27570"
"In post","2021","North East (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Operational Delivery","980","870","27730","26810"
"In post","2021","North East (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Tax","90","90","34390","31810"
"In post","2021","North East (England)","Undeclared","Unknown","450","420","27200","27570"
"In post","2021","North East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Digital, Data and Technology","170","160","38060","36520"
"In post","2021","North East (England)","Unknown","Finance","50","50","[c]","[c]"
"In post","2021","North East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Legal","80","70","36860","31810"
"In post","2021","North East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Operational Delivery","2870","2490","23630","21440"
"In post","2021","North East (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Policy","50","50","38180","35900"
"In post","2021","North East (England)","Unknown","Project Delivery","170","160","39750","38630"
"In post","2021","North East (England)","Unknown","Property","60","60","29200","25100"
"In post","2021","North East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Tax","820","790","25090","25560"
"In post","2021","North East (England)","Unknown","Unknown","710","680","28150","25560"
"In post","2021","North East (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Commercial","50","50","38100","37040"
"In post","2021","North West (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Digital, Data and Technology","80","70","38530","33690"
"In post","2021","North West (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Finance","70","70","35590","33260"
"In post","2021","North West (England)","Declared disabled","Human Resources","120","120","37150","31810"
"In post","2021","North West (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Legal","100","90","44260","45100"
"In post","2021","North West (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Operational Delivery","2680","2410","26750","24890"
"In post","2021","North West (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Other","100","90","26100","22080"
"In post","2021","North West (England)","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Policy","120","120","38690","36340"
"In post","2021","North West (England)","Declared disabled","Project Delivery","130","130","37890","36460"
"In post","2021","North West (England)","Declared disabled","Property","50","40","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Science and Engineering","50","40","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Tax","240","220","34680","31810"
"In post","2021","North West (England)","Declared disabled","Unknown","3040","2680","26270","27570"
"In post","2021","North West (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Commercial","270","260","41550","38280"
"In post","2021","North West (England)","Declared non-disabled","Communications","140","130","37560","36430"
"In post","2021","North West (England)","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Counter Fraud","70","70","37390","39170"
"In post","2021","North West (England)","Declared non-disabled","Digital, Data and Technology","670","650","39560","36780"
"In post","2021","North West (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Finance","430","420","39410","36760"
"In post","2021","North West (England)","Declared non-disabled","Human Resources","650","620","33910","30820"
"In post","2021","North West (England)","Declared non-disabled","Inspector of Education and Training","90","90","66420","70500"
"In post","2021","North West (England)","Declared non-disabled","Intelligence Analysis","290","270","28180","26160"
"In post","2021","North West (England)","Declared non-disabled","Internal Audit","50","50","42710","41350"
