"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Greater Manchester","Security","100","100","33480","31200"
"In post","2021","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester","Statistics","80","80","36260","31810"
"In post","2021","Greater Manchester","Tax","1670","1600","33080","31810"
"In post","2021","Greater Manchester","Unknown","5960","5500","28460","27570"
"In post","2021","Greater Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Commercial","220","210","36180","34800"
"In post","2021","Hampshire and Isle of Wight","Communications","190","180","33120","31560"
"In post","2021","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Digital, Data and Technology","380","370","37160","33300"
"In post","2021","Hampshire and Isle of Wight","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Finance","370","360","37560","33300"
"In post","2021","Hampshire and Isle of Wight","Human Resources","250","240","34620","31180"
"In post","2021","Hampshire and Isle of Wight","Intelligence Analysis","50","50","27550","26670"
"In post","2021","Hampshire and Isle of Wight","Internal Audit","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Knowledge and Information Management","140","140","30970","29200"
"In post","2021","Hampshire and Isle of Wight","Legal","230","220","47890","50520"
"In post","2021","Hampshire and Isle of Wight","Medicine","190","170","49080","38490"
"In post","2021","Hampshire and Isle of Wight","Operational Delivery","5150","4470","27160","24890"
"In post","2021","Hampshire and Isle of Wight","Operational Research","450","430","41760","46080"
"In post","2021","Hampshire and Isle of Wight","Other","1600","1550","29400","26350"
"In post","2021","Hampshire and Isle of Wight","Policy","320","300","38510","36030"
"In post","2021","Hampshire and Isle of Wight","Project Delivery","1190","1160","39460","37470"
"In post","2021","Hampshire and Isle of Wight","Property","420","410","35280","33300"
"In post","2021","Hampshire and Isle of Wight","Psychology","50","50","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Science and Engineering","1000","970","38710","37320"
"In post","2021","Hampshire and Isle of Wight","Security","690","680","28620","24570"
"In post","2021","Hampshire and Isle of Wight","Social Research","210","200","37370","37020"
"In post","2021","Hampshire and Isle of Wight","Statistics","160","160","40660","37020"
"In post","2021","Hampshire and Isle of Wight","Tax","380","340","31220","31810"
"In post","2021","Hampshire and Isle of Wight","Unknown","1620","1430","28550","27570"
"In post","2021","Hampshire and Isle of Wight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","80","80","38280","33150"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Finance","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","110","100","36130","31180"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","2010","1910","27170","25040"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Other","270","260","22560","20920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Policy","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Property","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","60","50","28410","25330"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Security","150","150","32160","33250"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","1010","880","25630","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Operational Delivery","350","320","28640","26780"
"In post","2021","Highlands and Islands","Other","190","180","22160","20720"
"In post","2021","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Property","40","40","[c]","[c]"
"In post","2021","Highlands and Islands","Science and Engineering","70","60","28410","25000"
"In post","2021","Highlands and Islands","Security","40","40","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","1180","1100","28860","27570"
"In post","2021","Highlands and Islands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Commercial","70","70","45090","41190"
"In post","2021","Inner London - East","Communications","220","210","47650","42290"
"In post","2021","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Inner London - East","Digital, Data and Technology","630","620","49780","45000"
"In post","2021","Inner London - East","Economics","210","200","55390","55860"
"In post","2021","Inner London - East","Finance","380","370","48290","43730"
"In post","2021","Inner London - East","Human Resources","380","360","48130","43110"
"In post","2021","Inner London - East","Intelligence Analysis","100","100","41770","36160"
"In post","2021","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Knowledge and Information Management","210","190","43970","41170"
"In post","2021","Inner London - East","Legal","420","400","58150","58830"
"In post","2021","Inner London - East","Medicine","270","240","80120","82100"
"In post","2021","Inner London - East","Operational Delivery","6320","6030","37290","34100"
"In post","2021","Inner London - East","Operational Research","110","110","48280","42190"
"In post","2021","Inner London - East","Other","770","740","47190","41010"
"In post","2021","Inner London - East","Policy","480","460","53170","54580"
"In post","2021","Inner London - East","Project Delivery","700","670","54290","52430"
"In post","2021","Inner London - East","Property","250","240","41020","36160"
"In post","2021","Inner London - East","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Science and Engineering","380","340","50990","45750"
"In post","2021","Inner London - East","Security","70","60","38070","36580"
"In post","2021","Inner London - East","Social Research","90","90","49760","49430"
"In post","2021","Inner London - East","Statistics","170","160","49410","43500"
"In post","2021","Inner London - East","Tax","790","740","40820","36270"
"In post","2021","Inner London - East","Unknown","4090","3870","36200","31060"
"In post","2021","Inner London - West","Commercial","570","560","50230","44480"
"In post","2021","Inner London - West","Communications","1810","1770","46330","42710"
"In post","2021","Inner London - West","Corporate Finance","50","50","58230","57890"
"In post","2021","Inner London - West","Counter Fraud","340","330","43660","40000"
"In post","2021","Inner London - West","Digital, Data and Technology","1810","1780","50010","46090"
"In post","2021","Inner London - West","Economics","1530","1510","46890","42020"
"In post","2021","Inner London - West","Finance","1880","1840","49930","45240"
"In post","2021","Inner London - West","Human Resources","1620","1580","46880","42200"
"In post","2021","Inner London - West","Inspector of Education and Training","230","230","66190","64500"
"In post","2021","Inner London - West","Intelligence Analysis","700","690","47090","45200"
"In post","2021","Inner London - West","Internal Audit","180","170","54730","53070"
"In post","2021","Inner London - West","International Trade","1050","1040","47660","44030"
"In post","2021","Inner London - West","Knowledge and Information Management","390","380","42250","37910"
"In post","2021","Inner London - West","Legal","3900","3660","56020","55000"
"In post","2021","Inner London - West","Medicine","50","50","63520","55620"
"In post","2021","Inner London - West","Operational Delivery","8730","8400","36180","30850"
"In post","2021","Inner London - West","Operational Research","240","230","49870","48230"
"In post","2021","Inner London - West","Other","2290","2230","41340","32390"
"In post","2021","Inner London - West","Planning","100","100","47150","42620"
"In post","2021","Inner London - West","Policy","18570","18140","49340","51710"
"In post","2021","Inner London - West","Project Delivery","2310","2260","49840","45200"
"In post","2021","Inner London - West","Property","500","490","50710","52060"
"In post","2021","Inner London - West","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Science and Engineering","400","390","51630","45710"
"In post","2021","Inner London - West","Security","930","910","41270","38600"
"In post","2021","Inner London - West","Social Research","350","340","46800","42890"
"In post","2021","Inner London - West","Statistics","690","670","46660","42850"
"In post","2021","Inner London - West","Tax","630","600","48590","41760"
"In post","2021","Inner London - West","Unknown","9240","9030","47820","39960"
"In post","2021","Inner London - West","Veterinarian","40","30","[c]","[c]"
"In post","2021","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Human Resources","80","70","34850","31180"
"In post","2021","Kent","Intelligence Analysis","270","260","28420","27370"
"In post","2021","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Legal","220","200","37920","32030"
"In post","2021","Kent","Medicine","30","30","[c]","[c]"
"In post","2021","Kent","Operational Delivery","5440","5060","28800","27370"
"In post","2021","Kent","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Other","140","130","24080","21580"
"In post","2021","Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","60","60","37100","37320"
"In post","2021","Kent","Property","80","70","32920","32100"
"In post","2021","Kent","Psychology","50","50","[c]","[c]"
"In post","2021","Kent","Science and Engineering","210","200","39160","37360"
"In post","2021","Kent","Security","90","90","30220","27380"
"In post","2021","Kent","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","1760","1640","28960","29290"
"In post","2021","Kent","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data and Technology","60","50","32300","31770"
"In post","2021","Lancashire","Finance","80","70","37620","33410"
"In post","2021","Lancashire","Human Resources","210","190","27640","26670"
"In post","2021","Lancashire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","140","130","49250","50150"
"In post","2021","Lancashire","Medicine","40","30","[c]","[c]"
"In post","2021","Lancashire","Operational Delivery","4660","4220","27270","25560"
"In post","2021","Lancashire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Other","110","100","27410","21580"
"In post","2021","Lancashire","Policy","100","90","36520","33300"
"In post","2021","Lancashire","Project Delivery","300","290","39200","38550"
"In post","2021","Lancashire","Property","90","80","33750","32110"
"In post","2021","Lancashire","Psychology","100","90","35210","30450"
"In post","2021","Lancashire","Science and Engineering","40","30","[c]","[c]"
"In post","2021","Lancashire","Security","50","50","26580","21440"
"In post","2021","Lancashire","Tax","160","130","27900","20140"
"In post","2021","Lancashire","Unknown","7880","7140","27330","27570"
