"Status","Year","Profession_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Inner London - West","30","30","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Inner London - West","220","220","43890","40000"
"In post","2021","Counter Fraud","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","West Central Scotland","60","60","27940","25310"
"In post","2021","Counter Fraud","Declared non-disabled","West Midlands","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Inner London - West","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Inner London - West","80","80","46620","40270"
"In post","2021","Counter Fraud","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Devon","60","60","35430","33860"
"In post","2021","Digital, Data and Technology","Declared disabled","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","East Wales","60","60","39890","37030"
"In post","2021","Digital, Data and Technology","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","38210","37360"
"In post","2021","Digital, Data and Technology","Declared disabled","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Inner London - East","40","40","[c]","[c]"
