"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Unknown","40-49","660","620","48260","48660"
"In post","2021","Legal","Unknown","50-59","560","540","47500","44190"
"In post","2021","Legal","Unknown","60-64","110","90","47540","42520"
"In post","2021","Legal","Unknown","65+","40","30","[c]","[c]"
"In post","2021","Medicine","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","50-59","50","50","55720","44500"
"In post","2021","Medicine","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","20-29","90","90","28860","27190"
"In post","2021","Medicine","Declared non-disabled","30-39","360","320","43250","37650"
"In post","2021","Medicine","Declared non-disabled","40-49","460","410","55760","45500"
"In post","2021","Medicine","Declared non-disabled","50-59","450","410","61390","47000"
"In post","2021","Medicine","Declared non-disabled","60-64","140","120","64560","60720"
"In post","2021","Medicine","Declared non-disabled","65+","50","40","69450","77090"
"In post","2021","Medicine","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","40-49","40","40","[c]","[c]"
"In post","2021","Medicine","Undeclared","50-59","40","30","[c]","[c]"
"In post","2021","Medicine","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","20-29","50","50","30470","30620"
"In post","2021","Medicine","Unknown","30-39","170","150","42120","37890"
"In post","2021","Medicine","Unknown","40-49","200","170","56800","44640"
"In post","2021","Medicine","Unknown","50-59","200","180","76910","79040"
"In post","2021","Medicine","Unknown","60-64","60","50","77850","60340"
"In post","2021","Medicine","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Declared disabled","20-29","1460","1420","25270","24020"
"In post","2021","Operational Delivery","Declared disabled","30-39","2780","2610","27320","25310"
"In post","2021","Operational Delivery","Declared disabled","40-49","3980","3680","28850","26000"
"In post","2021","Operational Delivery","Declared disabled","50-59","6360","5840","29010","26750"
"In post","2021","Operational Delivery","Declared disabled","60-64","2120","1700","26950","24860"
"In post","2021","Operational Delivery","Declared disabled","65+","630","470","25840","22260"
"In post","2021","Operational Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Declared non-disabled","16-19","190","170","21480","21430"
"In post","2021","Operational Delivery","Declared non-disabled","20-29","16500","16120","25410","24890"
"In post","2021","Operational Delivery","Declared non-disabled","30-39","25260","23550","28310","25760"
"In post","2021","Operational Delivery","Declared non-disabled","40-49","26510","24580","30620","27260"
"In post","2021","Operational Delivery","Declared non-disabled","50-59","32530","30090","30620","27370"
"In post","2021","Operational Delivery","Declared non-disabled","60-64","9050","7270","27980","25580"
"In post","2021","Operational Delivery","Declared non-disabled","65+","3040","2230","26690","23840"
"In post","2021","Operational Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","20-29","810","790","26160","25400"
"In post","2021","Operational Delivery","Undeclared","30-39","2020","1900","28970","26810"
"In post","2021","Operational Delivery","Undeclared","40-49","3120","2930","30510","30200"
"In post","2021","Operational Delivery","Undeclared","50-59","5000","4670","30660","31520"
"In post","2021","Operational Delivery","Undeclared","60-64","1350","1040","27830","26630"
"In post","2021","Operational Delivery","Undeclared","65+","440","310","26650","24920"
"In post","2021","Operational Delivery","Unknown","16-19","210","200","20930","20880"
"In post","2021","Operational Delivery","Unknown","20-29","8840","8670","24840","22920"
"In post","2021","Operational Delivery","Unknown","30-39","7530","7130","27560","25560"
"In post","2021","Operational Delivery","Unknown","40-49","5980","5560","29310","25560"
"In post","2021","Operational Delivery","Unknown","50-59","7560","6910","29580","25870"
"In post","2021","Operational Delivery","Unknown","60-64","2160","1670","27060","22540"
"In post","2021","Operational Delivery","Unknown","65+","650","480","26470","22490"
"In post","2021","Operational Research","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","30-39","40","40","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","40-49","30","30","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","20-29","230","220","34290","33330"
"In post","2021","Operational Research","Declared non-disabled","30-39","240","230","46460","46080"
"In post","2021","Operational Research","Declared non-disabled","40-49","160","150","50470","46920"
"In post","2021","Operational Research","Declared non-disabled","50-59","130","120","51480","47420"
"In post","2021","Operational Research","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","30-39","40","40","[c]","[c]"
"In post","2021","Operational Research","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","20-29","70","70","34460","33960"
"In post","2021","Operational Research","Unknown","30-39","40","40","[c]","[c]"
"In post","2021","Operational Research","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared disabled","20-29","130","130","25600","24890"
"In post","2021","Other","Declared disabled","30-39","260","250","29490","26670"
"In post","2021","Other","Declared disabled","40-49","360","340","30360","26590"
"In post","2021","Other","Declared disabled","50-59","760","730","28350","23610"
"In post","2021","Other","Declared disabled","60-64","270","250","27440","25140"
"In post","2021","Other","Declared disabled","65+","110","100","26130","22150"
"In post","2021","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Declared non-disabled","20-29","1500","1480","27760","25750"
"In post","2021","Other","Declared non-disabled","30-39","2330","2230","33300","28720"
"In post","2021","Other","Declared non-disabled","40-49","3000","2880","34810","28460"
"In post","2021","Other","Declared non-disabled","50-59","4920","4760","31070","26670"
"In post","2021","Other","Declared non-disabled","60-64","1730","1610","29350","23340"
"In post","2021","Other","Declared non-disabled","65+","570","510","27600","22210"
"In post","2021","Other","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","20-29","80","80","25860","25510"
"In post","2021","Other","Undeclared","30-39","150","140","31690","29010"
"In post","2021","Other","Undeclared","40-49","240","230","32990","27860"
"In post","2021","Other","Undeclared","50-59","570","560","29420","26020"
"In post","2021","Other","Undeclared","60-64","220","210","29200","26670"
"In post","2021","Other","Undeclared","65+","90","70","28360","24020"
"In post","2021","Other","Unknown","16-19","60","60","18880","16780"
"In post","2021","Other","Unknown","20-29","910","910","28880","28650"
"In post","2021","Other","Unknown","30-39","1060","1030","35640","32700"
"In post","2021","Other","Unknown","40-49","1150","1120","37430","33300"
"In post","2021","Other","Unknown","50-59","1570","1530","36080","32700"
"In post","2021","Other","Unknown","60-64","460","430","32340","29880"
"In post","2021","Other","Unknown","65+","140","120","32010","28520"
"In post","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","30-39","50","40","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","40-49","50","50","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","50-59","40","30","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared disabled","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared non-disabled","30-39","30","30","[c]","[c]"
"In post","2021","Planning Inspectors","Declared non-disabled","40-49","70","70","54800","58810"
"In post","2021","Planning Inspectors","Declared non-disabled","50-59","90","80","59090","58810"
"In post","2021","Planning Inspectors","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Declared non-disabled","65+","30","20","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Declared disabled","20-29","570","570","37550","34020"
"In post","2021","Policy","Declared disabled","30-39","650","640","46870","48370"
"In post","2021","Policy","Declared disabled","40-49","530","520","49330","47000"
"In post","2021","Policy","Declared disabled","50-59","560","540","46790","41100"
"In post","2021","Policy","Declared disabled","60-64","110","100","42690","38140"
"In post","2021","Policy","Declared disabled","65+","[c]","[c]","[c]","[c]"
