"Status","Year","Sex","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Heterosexual / straight","240","240","43640","39400"
"Leaver Dept.","2022","Male","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Undeclared","90","50","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Unknown","90","90","40300","37910"
"Leaver Dept.","2022","Male","Economics","Heterosexual / straight","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Heterosexual / straight","170","160","43490","39960"
"Leaver Dept.","2022","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Heterosexual / straight","110","100","40640","34440"
"Leaver Dept.","2022","Male","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Heterosexual / straight","70","60","44810","41140"
"Leaver Dept.","2022","Male","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Heterosexual / straight","80","70","96490","99900"
"Leaver Dept.","2022","Male","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Delivery","Heterosexual / straight","2090","2030","32950","27570"
"Leaver Dept.","2022","Male","Operational Delivery","LGBO","240","230","33080","27570"
"Leaver Dept.","2022","Male","Operational Delivery","Undeclared","270","250","33730","27940"
"Leaver Dept.","2022","Male","Operational Delivery","Unknown","490","480","35800","27710"
"Leaver Dept.","2022","Male","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Heterosexual / straight","220","210","32310","27570"
"Leaver Dept.","2022","Male","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","Heterosexual / straight","630","580","46340","40510"
"Leaver Dept.","2022","Male","Policy","LGBO","110","100","43850","40050"
"Leaver Dept.","2022","Male","Policy","Undeclared","230","80","46830","44500"
"Leaver Dept.","2022","Male","Policy","Unknown","160","160","45340","40600"
"Leaver Dept.","2022","Male","Project Delivery","Heterosexual / straight","180","180","41700","38710"
"Leaver Dept.","2022","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","Heterosexual / straight","480","470","38770","35260"
"Leaver Dept.","2022","Male","Science and Engineering","LGBO","60","50","39700","32570"
"Leaver Dept.","2022","Male","Science and Engineering","Undeclared","70","70","42980","40060"
"Leaver Dept.","2022","Male","Science and Engineering","Unknown","170","160","47880","45590"
"Leaver Dept.","2022","Male","Security","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Heterosexual / straight","530","520","44540","37300"
"Leaver Dept.","2022","Male","Unknown","LGBO","90","80","42720","38160"
"Leaver Dept.","2022","Male","Unknown","Undeclared","160","80","41370","34640"
"Leaver Dept.","2022","Male","Unknown","Unknown","1240","1090","39360","32000"
"Leaver Dept.","2022","Male","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Heterosexual / straight","150","140","34180","33000"
"New entrant CS","2021","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Unknown","90","90","39690","38730"
"New entrant CS","2021","Female","Communications","Heterosexual / straight","150","150","35380","32000"
"New entrant CS","2021","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Unknown","120","120","34460","29170"
"New entrant CS","2021","Female","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Heterosexual / straight","320","310","39650","36940"
"New entrant CS","2021","Female","Digital, Data and Technology","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Unknown","250","240","38700","33250"
"New entrant CS","2021","Female","Economics","Heterosexual / straight","100","100","31920","31800"
"New entrant CS","2021","Female","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Unknown","60","60","30660","32390"
"New entrant CS","2021","Female","Finance","Heterosexual / straight","250","240","34770","31810"
"New entrant CS","2021","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Unknown","120","110","35450","32790"
"New entrant CS","2021","Female","Human Resources","Heterosexual / straight","350","340","32910","29360"
"New entrant CS","2021","Female","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Unknown","120","120","34060","28500"
"New entrant CS","2021","Female","Inspector of Education and Training","Heterosexual / straight","50","50","62100","70500"
"New entrant CS","2021","Female","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2021","Female","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Heterosexual / straight","60","50","29350","28200"
"New entrant CS","2021","Female","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Heterosexual / straight","400","380","43240","43920"
"New entrant CS","2021","Female","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Unknown","140","130","38880","30990"
"New entrant CS","2021","Female","Medicine","Heterosexual / straight","190","150","46540","37890"
"New entrant CS","2021","Female","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Unknown","70","60","47210","37890"
"New entrant CS","2021","Female","Operational Delivery","Heterosexual / straight","5030","4780","25750","22920"
"New entrant CS","2021","Female","Operational Delivery","LGBO","490","480","24860","22920"
"New entrant CS","2021","Female","Operational Delivery","Undeclared","470","430","27130","23140"
"New entrant CS","2021","Female","Operational Delivery","Unknown","3210","3070","23600","22350"
"New entrant CS","2021","Female","Operational Research","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Heterosexual / straight","640","610","26280","21030"
"New entrant CS","2021","Female","Other","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Other","Unknown","220","210","29790","28650"
"New entrant CS","2021","Female","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Heterosexual / straight","940","920","35970","33570"
"New entrant CS","2021","Female","Policy","LGBO","150","140","34690","32790"
"New entrant CS","2021","Female","Policy","Undeclared","120","120","36050","33210"
"New entrant CS","2021","Female","Policy","Unknown","660","640","37520","32790"
"New entrant CS","2021","Female","Project Delivery","Heterosexual / straight","370","360","35720","33210"
"New entrant CS","2021","Female","Project Delivery","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Unknown","140","140","36980","34750"
"New entrant CS","2021","Female","Property","Heterosexual / straight","120","120","31240","29360"
"New entrant CS","2021","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Heterosexual / straight","60","60","26350","24620"
"New entrant CS","2021","Female","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Heterosexual / straight","460","410","32450","30460"
"New entrant CS","2021","Female","Science and Engineering","LGBO","50","50","27920","27540"
"New entrant CS","2021","Female","Science and Engineering","Undeclared","60","60","32420","31370"
"New entrant CS","2021","Female","Science and Engineering","Unknown","70","60","34740","29270"
"New entrant CS","2021","Female","Security","Heterosexual / straight","100","90","25530","23540"
"New entrant CS","2021","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","50","50","28940","24620"
"New entrant CS","2021","Female","Social Research","Heterosexual / straight","100","100","33100","32540"
"New entrant CS","2021","Female","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Heterosexual / straight","110","110","34500","31810"
"New entrant CS","2021","Female","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Tax","Heterosexual / straight","490","470","22900","20140"
"New entrant CS","2021","Female","Tax","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Female","Tax","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Tax","Unknown","1060","1030","22010","20140"
"New entrant CS","2021","Female","Unknown","Heterosexual / straight","8680","8430","27390","27570"
"New entrant CS","2021","Female","Unknown","LGBO","760","750","27120","27570"
"New entrant CS","2021","Female","Unknown","Undeclared","510","490","28180","27570"
"New entrant CS","2021","Female","Unknown","Unknown","2530","2450","31840","28000"
"New entrant CS","2021","Female","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Heterosexual / straight","130","130","36000","34000"
"New entrant CS","2021","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","70","70","39990","36500"
"New entrant CS","2021","Male","Communications","Heterosexual / straight","70","70","37470","32860"
"New entrant CS","2021","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","70","70","39690","34850"
"New entrant CS","2021","Male","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Heterosexual / straight","600","590","41680","38550"
"New entrant CS","2021","Male","Digital, Data and Technology","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Undeclared","60","60","41210","37610"
"New entrant CS","2021","Male","Digital, Data and Technology","Unknown","500","500","41400","38180"
"New entrant CS","2021","Male","Economics","Heterosexual / straight","170","170","32580","31800"
"New entrant CS","2021","Male","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","Unknown","100","100","31510","32390"
"New entrant CS","2021","Male","Finance","Heterosexual / straight","190","190","37700","34020"
"New entrant CS","2021","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","100","100","34090","31810"
"New entrant CS","2021","Male","Human Resources","Heterosexual / straight","120","120","35340","28840"
"New entrant CS","2021","Male","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","50","50","34320","31480"
"New entrant CS","2021","Male","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Unknown","60","50","40280","32790"
"New entrant CS","2021","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Heterosexual / straight","60","60","34440","32000"
"New entrant CS","2021","Male","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Heterosexual / straight","220","220","44000","48080"
"New entrant CS","2021","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","80","80","37600","30850"
"New entrant CS","2021","Male","Medicine","Heterosexual / straight","70","60","61360","63860"
"New entrant CS","2021","Male","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Heterosexual / straight","3470","3400","27340","24120"
"New entrant CS","2021","Male","Operational Delivery","LGBO","340","340","25550","22850"
"New entrant CS","2021","Male","Operational Delivery","Undeclared","260","240","29330","24880"
"New entrant CS","2021","Male","Operational Delivery","Unknown","2740","2670","24660","22850"
"New entrant CS","2021","Male","Operational Research","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Heterosexual / straight","550","550","29230","26350"
"New entrant CS","2021","Male","Other","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Other","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Other","Unknown","250","250","30590","26250"
"New entrant CS","2021","Male","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Heterosexual / straight","760","760","37950","33570"
"New entrant CS","2021","Male","Policy","LGBO","120","120","36780","33570"
"New entrant CS","2021","Male","Policy","Undeclared","100","100","37580","33570"
"New entrant CS","2021","Male","Policy","Unknown","480","480","40420","34710"
"New entrant CS","2021","Male","Project Delivery","Heterosexual / straight","400","400","39630","36740"
"New entrant CS","2021","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","150","150","38600","35900"
"New entrant CS","2021","Male","Property","Heterosexual / straight","220","220","35590","33000"
"New entrant CS","2021","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","80","80","35700","28730"
"New entrant CS","2021","Male","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Heterosexual / straight","430","420","32530","29350"
"New entrant CS","2021","Male","Science and Engineering","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Unknown","160","160","27040","24660"
"New entrant CS","2021","Male","Security","Heterosexual / straight","340","340","26790","23540"
