"Status","Year","Parent_department","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","50-59","White","120","120","56430","54540"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","60-64","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","65+","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","20-29","Asian","170","170","33380","30090"
"In post","2021","Department for Education","20-29","Black","40","40","[c]","[c]"
"In post","2021","Department for Education","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","20-29","Mixed","70","70","36340","32870"
"In post","2021","Department for Education","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","20-29","Unknown","290","290","35390","32870"
"In post","2021","Department for Education","20-29","White","990","990","35780","33190"
"In post","2021","Department for Education","30-39","Asian","210","210","39420","36780"
"In post","2021","Department for Education","30-39","Black","80","70","39080","36780"
"In post","2021","Department for Education","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","30-39","Mixed","60","60","45600","45250"
"In post","2021","Department for Education","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","30-39","Undeclared","90","90","45550","42580"
"In post","2021","Department for Education","30-39","Unknown","250","250","44350","41630"
"In post","2021","Department for Education","30-39","White","1410","1340","44720","42220"
"In post","2021","Department for Education","40-49","Asian","220","210","43330","40300"
"In post","2021","Department for Education","40-49","Black","60","60","42270","38470"
"In post","2021","Department for Education","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","40-49","Mixed","40","30","[c]","[c]"
"In post","2021","Department for Education","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","40-49","Undeclared","80","70","44990","40780"
"In post","2021","Department for Education","40-49","Unknown","200","190","49160","49860"
"In post","2021","Department for Education","40-49","White","1510","1420","48390","50130"
"In post","2021","Department for Education","50-59","Asian","90","90","43940","40300"
"In post","2021","Department for Education","50-59","Black","100","100","42020","39960"
"In post","2021","Department for Education","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","50-59","Undeclared","80","70","44590","40620"
"In post","2021","Department for Education","50-59","Unknown","130","120","45230","42580"
"In post","2021","Department for Education","50-59","White","1280","1240","47440","44500"
"In post","2021","Department for Education","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","60-64","White","200","180","46820","49860"
"In post","2021","Department for Education","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","65+","White","50","50","42850","41540"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Asian","90","80","33110","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Mixed","60","60","31880","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","Unknown","430","430","29200","25170"
"In post","2021","Department for Environment, Food and Rural Affairs","20-29","White","1270","1260","30780","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Asian","90","80","36100","33470"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Black","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Mixed","60","50","40010","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Undeclared","90","90","36760","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","Unknown","540","500","35500","31350"
"In post","2021","Department for Environment, Food and Rural Affairs","30-39","White","1680","1580","36560","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Asian","100","90","37940","33730"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Black","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Mixed","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Undeclared","130","120","35250","31180"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","Unknown","470","440","37450","34350"
"In post","2021","Department for Environment, Food and Rural Affairs","40-49","White","2250","2090","38440","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Asian","60","60","38810","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Black","80","80","36100","34500"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Undeclared","160","150","36950","31900"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","Unknown","310","290","35410","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","50-59","White","2030","1940","38310","34150"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","Unknown","100","90","30830","25330"
"In post","2021","Department for Environment, Food and Rural Affairs","60-64","White","480","430","34570","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","65+","Chinese","[c]","[c]","[c]","[c]"
