"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Unknown","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Defence","60","60","40080","40530"
"Leaver Dept.","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Ministry of Justice","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","United Kingdom Statistics Authority","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Cabinet Office","80","70","41780","37300"
"Leaver Dept.","2022","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Department for Work and Pensions","250","240","29400","27570"
"Leaver Dept.","2022","Female","Declared disabled","Department of Health and Social Care","270","230","37270","33620"
"Leaver Dept.","2022","Female","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Home Office","50","50","37620","30830"
"Leaver Dept.","2022","Female","Declared disabled","Ministry of Defence","50","50","34290","33300"
"Leaver Dept.","2022","Female","Declared disabled","Ministry of Justice","130","120","33250","30450"
"Leaver Dept.","2022","Female","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Attorney General's Departments","100","100","41470","33100"
"Leaver Dept.","2022","Female","Declared non-disabled","Cabinet Office","480","470","46450","40600"
"Leaver Dept.","2022","Female","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","260","250","42760","38160"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","80","80","41400","34350"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Education","190","180","43100","39280"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","220","210","27580","24920"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for International Trade","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Levelling Up, Housing and Communities","150","150","39790","36340"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Transport","200","190","35530","32180"
"Leaver Dept.","2022","Female","Declared non-disabled","Department for Work and Pensions","1360","1300","29230","27570"
"Leaver Dept.","2022","Female","Declared non-disabled","Department of Health and Social Care","3010","2700","39380","33340"
"Leaver Dept.","2022","Female","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","140","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Revenue and Customs","390","370","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","HM Treasury","90","90","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Home Office","540","510","35600","28850"
"Leaver Dept.","2022","Female","Declared non-disabled","Ministry of Defence","380","370","34870","31850"
"Leaver Dept.","2022","Female","Declared non-disabled","Ministry of Justice","720","690","31800","26410"
"Leaver Dept.","2022","Female","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","UK Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Department for Work and Pensions","100","100","30750","27570"
"Leaver Dept.","2022","Female","Undeclared","Department of Health and Social Care","50","50","36930","33050"
"Leaver Dept.","2022","Female","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Ministry of Justice","80","70","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Undeclared","UK Statistics Authority","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Attorney General's Departments","60","60","41300","31710"
"Leaver Dept.","2022","Female","Unknown","Cabinet Office","460","460","37100","32000"
"Leaver Dept.","2022","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy","90","90","37030","33640"
"Leaver Dept.","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Education","70","70","39270","36500"
"Leaver Dept.","2022","Female","Unknown","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for International Trade","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Department for Transport","80","80","34710","30730"
"Leaver Dept.","2022","Female","Unknown","Department for Work and Pensions","150","140","30940","27570"
"Leaver Dept.","2022","Female","Unknown","Department of Health and Social Care","1860","1050","46390","40460"
"Leaver Dept.","2022","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Foreign, Commonwealth and Development Office","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","HM Revenue and Customs","280","270","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Home Office","130","130","33160","28650"
"Leaver Dept.","2022","Female","Unknown","Ministry of Defence","60","60","37080","36460"
"Leaver Dept.","2022","Female","Unknown","Ministry of Justice","170","170","28390","23710"
"Leaver Dept.","2022","Female","Unknown","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Scottish Government","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","UK Statistics Authority","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Cabinet Office","60","60","36500","32810"
"Leaver Dept.","2022","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
