"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bournemouth and Poole","No function","Female","160","130","25750","22260"
"In post","2021","Bournemouth and Poole","No function","Male","80","70","24970","24630"
"In post","2021","Bournemouth and Poole","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Female","240","200","27100","27570"
"In post","2021","Bournemouth and Poole","Unknown","Male","210","200","26780","27470"
"In post","2021","Bradford","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Debt","Female","190","160","24510","21440"
"In post","2021","Bradford","Debt","Male","150","150","23040","20140"
"In post","2021","Bradford","Digital, Data & Technology","Female","120","110","35870","31810"
"In post","2021","Bradford","Digital, Data & Technology","Male","160","150","37290","31840"
"In post","2021","Bradford","Finance","Female","270","210","23300","21440"
"In post","2021","Bradford","Finance","Male","120","120","24260","20140"
"In post","2021","Bradford","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","No function","Female","590","500","25920","21440"
"In post","2021","Bradford","No function","Male","360","340","26470","22850"
"In post","2021","Bradford","Project Delivery","Female","70","70","42000","38630"
"In post","2021","Bradford","Project Delivery","Male","60","60","38000","38630"
"In post","2021","Bradford","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Female","560","470","25550","27570"
"In post","2021","Bradford","Unknown","Male","340","320","24880","27570"
"In post","2021","Breckland and South Norfolk","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","Female","170","160","27900","24620"
"In post","2021","Breckland and South Norfolk","No function","Male","260","250","28330","26300"
"In post","2021","Breckland and South Norfolk","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","Female","150","140","27200","23500"
"In post","2021","Brent","No function","Male","40","40","[c]","[c]"
"In post","2021","Brent","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","Female","70","60","34610","29760"
"In post","2021","Brent","Property","Male","70","70","39460","36400"
"In post","2021","Brent","Unknown","Female","170","150","30230","31060"
"In post","2021","Brent","Unknown","Male","90","90","30830","31060"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","Female","150","140","27320","23170"
"In post","2021","Bridgend and Neath Port Talbot","No function","Male","80","70","33870","36410"
"In post","2021","Bridgend and Neath Port Talbot","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Female","330","280","25940","27570"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Male","130","130","25200","26620"
"In post","2021","Brighton and Hove","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","Female","80","80","41640","36240"
"In post","2021","Brighton and Hove","Legal","Male","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","No function","Female","160","140","27120","22920"
"In post","2021","Brighton and Hove","No function","Male","70","70","25330","20650"
"In post","2021","Brighton and Hove","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Female","170","150","27460","27570"
"In post","2021","Brighton and Hove","Unknown","Male","110","110","27620","27570"
"In post","2021","Bristol, City of","Analysis","Female","80","70","38750","33520"
"In post","2021","Bristol, City of","Analysis","Male","80","70","39900","39250"
"In post","2021","Bristol, City of","Commercial","Female","50","50","[c]","[c]"
"In post","2021","Bristol, City of","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Communications","Female","60","50","37300","35900"
"In post","2021","Bristol, City of","Communications","Male","40","40","[c]","[c]"
"In post","2021","Bristol, City of","Counter Fraud","Female","160","150","34130","31810"
"In post","2021","Bristol, City of","Counter Fraud","Male","230","220","36220","31810"
"In post","2021","Bristol, City of","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","Female","150","150","39760","37300"
"In post","2021","Bristol, City of","Digital, Data & Technology","Male","220","220","41830","39250"
"In post","2021","Bristol, City of","Finance","Female","80","70","37110","34290"
"In post","2021","Bristol, City of","Finance","Male","70","70","43460","37430"
"In post","2021","Bristol, City of","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","Female","110","100","40830","38530"
"In post","2021","Bristol, City of","Human Resources","Male","50","50","[c]","[c]"
"In post","2021","Bristol, City of","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","Female","130","120","39730","34480"
"In post","2021","Bristol, City of","Legal","Male","100","100","44400","45440"
"In post","2021","Bristol, City of","No function","Female","1940","1760","34770","30210"
"In post","2021","Bristol, City of","No function","Male","1730","1660","38210","31900"
"In post","2021","Bristol, City of","Project Delivery","Female","90","80","43000","40140"
"In post","2021","Bristol, City of","Project Delivery","Male","70","70","43550","38630"
"In post","2021","Bristol, City of","Property","Female","90","80","33330","31070"
"In post","2021","Bristol, City of","Property","Male","90","90","39900","40380"
"In post","2021","Bristol, City of","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","Female","550","460","26430","27570"
"In post","2021","Bristol, City of","Unknown","Male","340","320","26330","27570"
"In post","2021","Bromley","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","Female","110","100","24770","22450"
"In post","2021","Bromley","No function","Male","50","50","[c]","[c]"
"In post","2021","Bromley","Unknown","Female","200","180","31070","31060"
"In post","2021","Bromley","Unknown","Male","80","80","31340","31060"
"In post","2021","Buckinghamshire CC","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Female","40","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Male","40","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","Female","80","70","37870","35300"
"In post","2021","Buckinghamshire CC","Finance","Male","60","60","39740","35300"
"In post","2021","Buckinghamshire CC","Human Resources","Female","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","No function","Female","380","350","29890","28200"
"In post","2021","Buckinghamshire CC","No function","Male","350","340","31780","31810"
"In post","2021","Buckinghamshire CC","Project Delivery","Female","90","80","37350","35300"
"In post","2021","Buckinghamshire CC","Project Delivery","Male","50","50","42240","38460"
"In post","2021","Buckinghamshire CC","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Female","330","300","28110","27570"
"In post","2021","Buckinghamshire CC","Unknown","Male","140","140","30380","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Female","[c]","[c]","[c]","[c]"
