"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Communications","SEO/HEO","160","150","38330","37600"
"In post","2021","Undeclared","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AA/AO","50","50","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","EO","240","230","28320","27940"
"In post","2021","Undeclared","Digital, Data and Technology","G6/G7","310","310","58970","57680"
"In post","2021","Undeclared","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","SEO/HEO","710","690","38310","38450"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","G6/G7","70","70","60210","59540"
"In post","2021","Undeclared","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SEO/HEO","70","70","35810","34470"
"In post","2021","Undeclared","Finance","AA/AO","120","100","21530","21440"
"In post","2021","Undeclared","Finance","EO","160","150","27300","26930"
"In post","2021","Undeclared","Finance","G6/G7","220","210","59780","58390"
"In post","2021","Undeclared","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SEO/HEO","380","360","38660","38150"
"In post","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AA/AO","120","110","21490","21140"
"In post","2021","Undeclared","Human Resources","EO","120","110","28040","27380"
"In post","2021","Undeclared","Human Resources","G6/G7","90","90","58800","57190"
"In post","2021","Undeclared","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SEO/HEO","260","250","37760","37450"
"In post","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","EO","200","190","28000","27370"
"In post","2021","Undeclared","Intelligence Analysis","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SEO/HEO","180","170","37200","36460"
"In post","2021","Undeclared","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO/HEO","50","50","41170","40580"
"In post","2021","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AA/AO","40","40","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","EO","70","70","27210","26670"
"In post","2021","Undeclared","Knowledge and Information Management","G6/G7","50","50","58610","57370"
"In post","2021","Undeclared","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","SEO/HEO","150","150","37030","37430"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","EO","150","140","27730","27230"
"In post","2021","Undeclared","Legal","G6/G7","380","350","60990","60830"
"In post","2021","Undeclared","Legal","SCS","30","30","[c]","[c]"
"In post","2021","Undeclared","Legal","SEO/HEO","440","400","39650","39800"
"In post","2021","Undeclared","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","G6/G7","60","50","80490","83530"
"In post","2021","Undeclared","Medicine","SCS","60","50","104200","104560"
"In post","2021","Undeclared","Medicine","SEO/HEO","60","50","40040","38490"
"In post","2021","Undeclared","Operational Delivery","AA/AO","7620","6630","22570","21440"
"In post","2021","Undeclared","Operational Delivery","EO","5070","4600","27910","27230"
"In post","2021","Undeclared","Operational Delivery","G6/G7","660","640","59560","57460"
"In post","2021","Undeclared","Operational Delivery","SCS","40","40","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","SEO/HEO","3170","2990","37320","36030"
"In post","2021","Undeclared","Operational Delivery","Unknown","930","860","31860","32090"
"In post","2021","Undeclared","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","G6/G7","40","40","[c]","[c]"
"In post","2021","Undeclared","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","SEO/HEO","50","50","37930","37320"
"In post","2021","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","AA/AO","830","790","21130","21130"
"In post","2021","Undeclared","Other","EO","530","500","26870","26670"
"In post","2021","Undeclared","Other","G6/G7","200","190","63650","60830"
"In post","2021","Undeclared","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","SEO/HEO","560","540","36320","35980"
"In post","2021","Undeclared","Other","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Policy","AA/AO","60","50","23690","23830"
"In post","2021","Undeclared","Policy","EO","220","210","28580","28670"
"In post","2021","Undeclared","Policy","G6/G7","1040","1010","58920","57460"
"In post","2021","Undeclared","Policy","SCS","140","130","82000","77050"
"In post","2021","Undeclared","Policy","SEO/HEO","1180","1140","37510","36960"
"In post","2021","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","EO","150","140","27080","26670"
"In post","2021","Undeclared","Project Delivery","G6/G7","400","390","58310","56500"
"In post","2021","Undeclared","Project Delivery","SCS","40","40","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","SEO/HEO","810","780","37700","38090"
"In post","2021","Undeclared","Project Delivery","Unknown","60","60","48440","47070"
"In post","2021","Undeclared","Property","AA/AO","100","100","20130","20340"
"In post","2021","Undeclared","Property","EO","150","140","27370","26670"
"In post","2021","Undeclared","Property","G6/G7","120","120","59000","57130"
"In post","2021","Undeclared","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","SEO/HEO","370","350","37740","36460"
"In post","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","SEO/HEO","60","60","37000","31180"
"In post","2021","Undeclared","Science and Engineering","AA/AO","120","120","21690","21610"
"In post","2021","Undeclared","Science and Engineering","EO","270","260","27340","27490"
"In post","2021","Undeclared","Science and Engineering","G6/G7","350","330","56570","55240"
"In post","2021","Undeclared","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","SEO/HEO","720","680","37800","37700"
"In post","2021","Undeclared","Science and Engineering","Unknown","100","100","43350","42560"
"In post","2021","Undeclared","Security","AA/AO","580","570","29580","25680"
"In post","2021","Undeclared","Security","EO","120","110","37310","42660"
"In post","2021","Undeclared","Security","G6/G7","40","40","[c]","[c]"
"In post","2021","Undeclared","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SEO/HEO","190","180","41700","38890"
"In post","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","G6/G7","40","40","[c]","[c]"
"In post","2021","Undeclared","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","SEO/HEO","80","70","36830","36580"
"In post","2021","Undeclared","Tax","AA/AO","100","90","20640","20140"
"In post","2021","Undeclared","Tax","EO","280","250","27250","27230"
"In post","2021","Undeclared","Tax","G6/G7","320","300","58110","53150"
"In post","2021","Undeclared","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","SEO/HEO","620","580","35180","34970"
"In post","2021","Undeclared","Unknown","AA/AO","2740","2360","21220","21010"
"In post","2021","Undeclared","Unknown","EO","3980","3580","28040","27570"
"In post","2021","Undeclared","Unknown","G6/G7","580","560","59710","58020"
"In post","2021","Undeclared","Unknown","SCS","70","60","91240","83230"
"In post","2021","Undeclared","Unknown","SEO/HEO","1290","1240","35920","34580"
"In post","2021","Undeclared","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","G6/G7","30","30","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","70","70","22640","21980"
"In post","2021","Unknown","Commercial","EO","100","100","25730","25890"
"In post","2021","Unknown","Commercial","G6/G7","220","210","54570","52340"
"In post","2021","Unknown","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","SEO/HEO","490","480","36960","37400"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","40","30","[c]","[c]"
"In post","2021","Unknown","Communications","EO","160","160","27450","27270"
"In post","2021","Unknown","Communications","G6/G7","230","220","57830","55210"
"In post","2021","Unknown","Communications","SCS","30","30","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","410","400","37910","37900"
"In post","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","140","140","38150","39170"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","110","110","21520","21590"
"In post","2021","Unknown","Digital, Data and Technology","EO","560","540","27110","26370"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","810","800","57790","55710"
"In post","2021","Unknown","Digital, Data and Technology","SCS","40","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","1660","1630","37170","36800"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Economics","G6/G7","200","190","59150","57250"
"In post","2021","Unknown","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","210","210","34760","33880"
"In post","2021","Unknown","Finance","AA/AO","300","250","21070","20770"
"In post","2021","Unknown","Finance","EO","210","200","26470","26350"
"In post","2021","Unknown","Finance","G6/G7","310","300","58100","55220"
"In post","2021","Unknown","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","580","570","36860","36540"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","130","120","21430","20920"
"In post","2021","Unknown","Human Resources","EO","200","190","27070","26930"
"In post","2021","Unknown","Human Resources","G6/G7","170","170","57110","55250"
"In post","2021","Unknown","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","390","370","35760","34830"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","120","120","28340","27380"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","130","120","58060","54010"
"In post","2021","Unknown","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","120","120","37050","36360"
"In post","2021","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
