"Status","Year","Organisation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Charity Commission","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Unknown","60","60","31500","29160"
"In post","2021","Charity Commission","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Charity Commission","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","White","Unknown","180","170","32630","29160"
"In post","2021","Companies House","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","No function","50","40","[c]","[c]"
"In post","2021","Companies House","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","No function","50","50","[c]","[c]"
"In post","2021","Companies House","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Digital, Data & Technology","190","180","39500","38000"
"In post","2021","Companies House","White","Finance","50","40","30190","27460"
"In post","2021","Companies House","White","Human Resources","80","70","33310","27460"
"In post","2021","Companies House","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","No function","500","440","26090","22490"
"In post","2021","Companies House","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Project Delivery","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","Asian","Property","[c]","[c]","[c]","[c]"
