"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","Internal Audit","150","140","38660","34630"
"In post","2021","Ministry of Defence","Knowledge and Information Management","950","930","34330","33000"
"In post","2021","Ministry of Defence","Legal","40","40","[c]","[c]"
"In post","2021","Ministry of Defence","Medicine","1680","1500","44550","37890"
"In post","2021","Ministry of Defence","Operational Delivery","1810","1720","32470","29200"
"In post","2021","Ministry of Defence","Operational Research","580","550","42930","46080"
"In post","2021","Ministry of Defence","Other","15840","15300","28190","24180"
"In post","2021","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Policy","1150","1120","43980","41500"
"In post","2021","Ministry of Defence","Project Delivery","7880","7670","40170","38540"
"In post","2021","Ministry of Defence","Property","2620","2540","31760","33300"
"In post","2021","Ministry of Defence","Psychology","40","40","[c]","[c]"
"In post","2021","Ministry of Defence","Science and Engineering","7840","7650","37070","36230"
"In post","2021","Ministry of Defence","Security","6170","6060","29260","25540"
"In post","2021","Ministry of Defence","Statistics","170","170","39870","37810"
"In post","2021","Ministry of Defence","Unknown","1540","1500","35690","33300"
"In post","2021","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Communications","110","110","41280","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","120","110","45790","41610"
"In post","2021","Ministry of Housing, Communities and Local Government","Economics","80","80","44560","35060"
"In post","2021","Ministry of Housing, Communities and Local Government","Finance","140","130","50410","50030"
"In post","2021","Ministry of Housing, Communities and Local Government","Human Resources","90","80","40860","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","50","50","35700","32530"
"In post","2021","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","790","750","34770","30870"
"In post","2021","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning","130","120","47040","40940"
"In post","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","340","300","57920","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Policy","1270","1240","48490","48810"
"In post","2021","Ministry of Housing, Communities and Local Government","Project Delivery","120","120","45370","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Statistics","100","100","47930","43570"
"In post","2021","Ministry of Justice","Commercial","890","870","46550","44080"
"In post","2021","Ministry of Justice","Communications","160","160","42990","38850"
"In post","2021","Ministry of Justice","Digital, Data and Technology","1020","1010","46240","43960"
"In post","2021","Ministry of Justice","Economics","50","40","[c]","[c]"
"In post","2021","Ministry of Justice","Finance","800","770","42180","38550"
"In post","2021","Ministry of Justice","Human Resources","930","900","41730","37540"
"In post","2021","Ministry of Justice","Intelligence Analysis","460","450","30890","28080"
"In post","2021","Ministry of Justice","Internal Audit","70","60","48010","48800"
"In post","2021","Ministry of Justice","Knowledge and Information Management","80","80","31060","27330"
"In post","2021","Ministry of Justice","Legal","1320","1200","43220","43370"
"In post","2021","Ministry of Justice","Operational Delivery","68560","64000","27930","25830"
"In post","2021","Ministry of Justice","Operational Research","100","100","47440","41930"
"In post","2021","Ministry of Justice","Other","70","70","35640","33520"
"In post","2021","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Policy","1320","1280","40750","36800"
"In post","2021","Ministry of Justice","Project Delivery","560","550","41760","36800"
"In post","2021","Ministry of Justice","Property","210","210","39530","33680"
"In post","2021","Ministry of Justice","Psychology","1310","1250","35210","30450"
"In post","2021","Ministry of Justice","Security","680","670","39330","36720"
"In post","2021","Ministry of Justice","Social Research","70","60","48710","46300"
"In post","2021","Ministry of Justice","Statistics","110","110","45540","40480"
"In post","2021","Ministry of Justice","Unknown","120","120","40710","36990"
"In post","2021","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Communications","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Digital, Data and Technology","260","250","41070","37750"
"In post","2021","National Crime Agency","Finance","50","40","[c]","[c]"
"In post","2021","National Crime Agency","Human Resources","190","180","40160","39240"
"In post","2021","National Crime Agency","Legal","50","50","55660","59160"
"In post","2021","National Crime Agency","Operational Delivery","4720","4620","39700","37560"
"In post","2021","National Crime Agency","Project Delivery","90","90","46620","45480"
"In post","2021","National Crime Agency","Property","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Security","40","40","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","90","90","46600","41000"
"In post","2021","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","80","80","45050","39850"
"In post","2021","Office for Standards in Education","Finance","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","60","50","39210","32010"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","800","780","65820","64500"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","220","210","28630","25620"
"In post","2021","Office for Standards in Education","Other","250","240","28530","25880"
"In post","2021","Office for Standards in Education","Policy","70","60","51530","42850"
"In post","2021","Office for Standards in Education","Project Delivery","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","110","110","39300","35010"
"In post","2021","Office of Gas and Electricity Markets","Communications","40","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","100","100","51190","46140"
"In post","2021","Office of Gas and Electricity Markets","Economics","60","50","47370","47000"
"In post","2021","Office of Gas and Electricity Markets","Finance","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","80","80","63840","63540"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","170","160","33350","27120"
"In post","2021","Office of Gas and Electricity Markets","Other","530","520","44220","37490"
"In post","2021","Office of Gas and Electricity Markets","Policy","80","80","37850","34240"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
