"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Devon CC","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Grants Management","80","70","21020","21050"
"In post","2021","AA/AO","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","No function","930","860","23900","22850"
"In post","2021","AA/AO","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Unknown","830","690","20660","21010"
"In post","2021","AA/AO","Dorset CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","No function","750","710","24870","23750"
"In post","2021","AA/AO","Dorset CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Security","60","50","20660","19560"
"In post","2021","AA/AO","Dorset CC","Unknown","150","150","20780","20920"
"In post","2021","AA/AO","Dudley","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","No function","60","60","20500","20140"
"In post","2021","AA/AO","Dudley","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Unknown","450","380","20790","21010"
"In post","2021","AA/AO","Dumfries and Galloway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","No function","70","60","23370","22220"
"In post","2021","AA/AO","Dumfries and Galloway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Property","100","100","25620","26530"
"In post","2021","AA/AO","Dumfries and Galloway","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","No function","2090","1900","24580","22350"
"In post","2021","AA/AO","Durham CC","Property","190","170","20720","20880"
"In post","2021","AA/AO","Durham CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Unknown","1040","850","20970","21430"
"In post","2021","AA/AO","Ealing","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Debt","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Security","30","30","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Unknown","210","170","20920","21010"
"In post","2021","AA/AO","East Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Grants Management","130","110","21050","21050"
"In post","2021","AA/AO","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","No function","130","120","20740","21050"
"In post","2021","AA/AO","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Security","50","40","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Derbyshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Derbyshire","Unknown","90","70","20580","21010"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","150","140","23410","22220"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Property","40","30","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Security","900","880","28790","25680"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","240","210","21100","21010"
"In post","2021","AA/AO","East Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Legal","30","30","[c]","[c]"
"In post","2021","AA/AO","East Kent","No function","110","100","21650","20100"
"In post","2021","AA/AO","East Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Kent","Unknown","820","760","22840","22080"
"In post","2021","AA/AO","East Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lancashire","No function","40","30","[c]","[c]"
"In post","2021","AA/AO","East Lancashire","Unknown","120","100","20710","21010"
"In post","2021","AA/AO","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Merseyside","No function","80","70","20940","19930"
"In post","2021","AA/AO","East Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Merseyside","Unknown","200","160","20620","21010"
"In post","2021","AA/AO","East Riding of Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","No function","850","790","25500","25190"
"In post","2021","AA/AO","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Security","40","40","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Unknown","90","80","20460","20920"
"In post","2021","AA/AO","East Surrey","No function","520","500","30700","33220"
"In post","2021","AA/AO","East Surrey","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Surrey","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Sussex CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Sussex CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Sussex CC","No function","340","320","25250","25850"
"In post","2021","AA/AO","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Sussex CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Sussex CC","Unknown","560","480","20870","21010"
"In post","2021","AA/AO","Enfield","No function","30","30","[c]","[c]"
"In post","2021","AA/AO","Enfield","Unknown","40","30","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","No function","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Security","120","110","31200","30890"
"In post","2021","AA/AO","Essex Haven Gateway","Unknown","160","150","22440","21430"
"In post","2021","AA/AO","Essex Thames Gateway","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Thames Gateway","No function","40","30","[c]","[c]"
"In post","2021","AA/AO","Essex Thames Gateway","Unknown","300","260","24030","24180"
"In post","2021","AA/AO","Falkirk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Legal","30","30","[c]","[c]"
"In post","2021","AA/AO","Falkirk","No function","160","150","23330","22220"
"In post","2021","AA/AO","Falkirk","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Unknown","640","540","20990","21010"
"In post","2021","AA/AO","Fermanagh and Omagh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","No function","580","570","23490","23180"
"In post","2021","AA/AO","Flintshire and Wrexham","Project Delivery","60","60","19620","20400"
"In post","2021","AA/AO","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Unknown","330","280","20860","21010"
"In post","2021","AA/AO","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Counter Fraud","60","50","20960","21440"
"In post","2021","AA/AO","Glasgow City","Debt","70","70","20540","20140"
"In post","2021","AA/AO","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Human Resources","320","290","21350","21130"
"In post","2021","AA/AO","Glasgow City","Legal","100","90","21390","20850"
"In post","2021","AA/AO","Glasgow City","No function","1080","980","21140","20650"
"In post","2021","AA/AO","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Property","40","40","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Glasgow City","Unknown","2080","1870","20960","21010"
"In post","2021","AA/AO","Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","No function","170","150","21470","22350"
"In post","2021","AA/AO","Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Security","70","70","31720","39070"
"In post","2021","AA/AO","Gloucestershire","Unknown","180","160","21190","21010"
"In post","2021","AA/AO","Greater Manchester North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North East","No function","170","160","25470","24920"
"In post","2021","AA/AO","Greater Manchester North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North East","Unknown","170","140","20540","21010"
"In post","2021","AA/AO","Greater Manchester North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North West","No function","320","290","23720","23240"
"In post","2021","AA/AO","Greater Manchester North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North West","Unknown","740","640","20660","21010"
"In post","2021","AA/AO","Greater Manchester South East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South East","Human Resources","110","100","21090","20920"
"In post","2021","AA/AO","Greater Manchester South East","No function","60","50","20760","20100"
"In post","2021","AA/AO","Greater Manchester South East","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South East","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South East","Unknown","500","450","20860","21010"
"In post","2021","AA/AO","Greater Manchester South West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Counter Fraud","30","30","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","No function","1230","1110","20360","20140"
"In post","2021","AA/AO","Greater Manchester South West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Security","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Unknown","390","340","20900","21010"
"In post","2021","AA/AO","Gwent Valleys","No function","60","50","19240","18880"
"In post","2021","AA/AO","Gwent Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gwent Valleys","Unknown","280","240","21280","21010"
