"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Department for Transport","Unknown","1120","1040","29740","26130"
"In post","2022","Female","Department for Work and Pensions","Declared disabled","10760","9150","27360","27570"
"In post","2022","Female","Department for Work and Pensions","Declared non-disabled","45330","39150","27820","27570"
"In post","2022","Female","Department for Work and Pensions","Undeclared","2500","2220","27590","27570"
"In post","2022","Female","Department for Work and Pensions","Unknown","1820","1700","28620","27570"
"In post","2022","Female","Department of Health and Social Care","Declared disabled","410","380","40340","36330"
"In post","2022","Female","Department of Health and Social Care","Declared non-disabled","3420","3150","41580","36820"
"In post","2022","Female","Department of Health and Social Care","Undeclared","70","70","44390","40070"
"In post","2022","Female","Department of Health and Social Care","Unknown","3750","3560","45880","40650"
"In post","2022","Female","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Declared non-disabled","60","50","55930","65710"
"In post","2022","Female","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Declared disabled","50","50","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Declared non-disabled","380","370","40100","37350"
"In post","2022","Female","Food Standards Agency","Undeclared","160","160","37670","37350"
"In post","2022","Female","Food Standards Agency","Unknown","50","50","35350","37350"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Declared disabled","410","390","44100","39220"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","2730","2640","46820","42190"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","130","130","45960","39110"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Unknown","760","740","48170","49370"
"In post","2022","Female","HM Land Registry","Declared disabled","430","380","29290","27130"
"In post","2022","Female","HM Land Registry","Declared non-disabled","2580","2250","31750","27130"
"In post","2022","Female","HM Land Registry","Undeclared","150","130","32670","27130"
"In post","2022","Female","HM Land Registry","Unknown","850","800","26960","22600"
"In post","2022","Female","HM Revenue and Customs","Declared disabled","3650","3210","32310","28920"
"In post","2022","Female","HM Revenue and Customs","Declared non-disabled","22330","20130","33660","31020"
"In post","2022","Female","HM Revenue and Customs","Undeclared","1510","1340","33280","31020"
"In post","2022","Female","HM Revenue and Customs","Unknown","9860","8800","29100","26590"
"In post","2022","Female","HM Treasury","Declared disabled","170","160","43640","39690"
"In post","2022","Female","HM Treasury","Declared non-disabled","940","900","47000","43760"
"In post","2022","Female","HM Treasury","Undeclared","180","180","43300","39200"
"In post","2022","Female","HM Treasury","Unknown","70","60","49870","45000"
"In post","2022","Female","Home Office","Declared disabled","1650","1490","31820","28650"
"In post","2022","Female","Home Office","Declared non-disabled","13700","12350","32040","28350"
"In post","2022","Female","Home Office","Undeclared","730","650","32850","28990"
"In post","2022","Female","Home Office","Unknown","2790","2710","32200","27370"
"In post","2022","Female","Ministry of Defence","Declared disabled","2290","2160","32770","29670"
"In post","2022","Female","Ministry of Defence","Declared non-disabled","16360","15440","33050","29640"
"In post","2022","Female","Ministry of Defence","Undeclared","1410","1330","32550","29200"
"In post","2022","Female","Ministry of Defence","Unknown","2960","2780","33250","29200"
"In post","2022","Female","Ministry of Justice","Declared disabled","6480","5970","29520","26850"
"In post","2022","Female","Ministry of Justice","Declared non-disabled","33030","30400","29970","26560"
"In post","2022","Female","Ministry of Justice","Undeclared","3810","3430","30130","27380"
"In post","2022","Female","Ministry of Justice","Unknown","6270","5900","27640","24800"
"In post","2022","Female","National Crime Agency","Declared disabled","120","110","37170","36310"
"In post","2022","Female","National Crime Agency","Declared non-disabled","700","660","41500","39840"
"In post","2022","Female","National Crime Agency","Unknown","1670","1610","36980","36200"
"In post","2022","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Declared non-disabled","60","60","46160","37680"
"In post","2022","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared disabled","100","100","46280","51360"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","1020","970","50490","51360"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","110","100","44260","51360"
"In post","2022","Female","Office of Gas and Electricity Markets","Declared disabled","40","40","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Declared non-disabled","540","520","42480","36700"
"In post","2022","Female","Office of Gas and Electricity Markets","Unknown","40","40","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","120","120","41410","38000"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","30","30","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Declared non-disabled","130","120","50590","50810"
"In post","2022","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Unknown","40","40","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Declared disabled","1070","1000","36360","31540"
"In post","2022","Female","Scottish Government","Declared non-disabled","6920","6510","38600","33070"
"In post","2022","Female","Scottish Government","Undeclared","220","200","39120","36130"
"In post","2022","Female","Scottish Government","Unknown","5400","5020","34810","30450"
"In post","2022","Female","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Declared non-disabled","200","190","36310","34360"
"In post","2022","Female","The National Archives","Unknown","90","80","34570","30300"
"In post","2022","Female","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Declared non-disabled","190","180","48180","43000"
"In post","2022","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Declared disabled","370","330","33020","30710"
"In post","2022","Female","UK Statistics Authority","Declared non-disabled","1730","1520","34070","30710"
"In post","2022","Female","UK Statistics Authority","Undeclared","80","70","29170","24750"
"In post","2022","Female","UK Statistics Authority","Unknown","1180","1040","30890","30210"
"In post","2022","Female","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Declared non-disabled","110","110","53830","46000"
"In post","2022","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Declared disabled","210","190","39090","38160"
"In post","2022","Female","Welsh Government","Declared non-disabled","3040","2810","41030","38160"
"In post","2022","Female","Welsh Government","Undeclared","90","80","41250","38160"
"In post","2022","Female","Welsh Government","Unknown","220","200","38940","35180"
"In post","2022","Male","Attorney General's Departments","Declared disabled","370","360","45530","48830"
"In post","2022","Male","Attorney General's Departments","Declared non-disabled","2440","2390","48340","50850"
"In post","2022","Male","Attorney General's Departments","Undeclared","60","60","55260","64700"
"In post","2022","Male","Attorney General's Departments","Unknown","650","640","45760","48080"
"In post","2022","Male","Cabinet Office","Declared disabled","400","390","46240","40590"
"In post","2022","Male","Cabinet Office","Declared non-disabled","2420","2400","51500","49700"
