"Status","Year","Function_of_post","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Scotland","Other","50","50","35090","31810"
"In post","2021","Counter Fraud","Scotland","Tax","210","200","33990","31810"
"In post","2021","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Legal","240","230","30640","28130"
"In post","2021","Counter Fraud","South East (England)","Operational Delivery","80","70","28860","28130"
"In post","2021","Counter Fraud","South East (England)","Other","30","30","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Tax","70","60","36340","32310"
"In post","2021","Counter Fraud","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Legal","150","140","30000","26980"
"In post","2021","Counter Fraud","South West (England)","Operational Delivery","80","80","28810","28130"
"In post","2021","Counter Fraud","South West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Tax","130","120","45040","52580"
"In post","2021","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Legal","170","150","28790","26290"
"In post","2021","Counter Fraud","Wales","Operational Delivery","80","80","28190","25560"
"In post","2021","Counter Fraud","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Tax","70","60","37110","31810"
"In post","2021","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Counter Fraud","70","70","37390","37380"
"In post","2021","Counter Fraud","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Legal","180","160","29400","26540"
"In post","2021","Counter Fraud","West Midlands (England)","Operational Delivery","280","260","28330","25560"
"In post","2021","Counter Fraud","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Tax","170","150","38200","31870"
"In post","2021","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Counter Fraud","50","50","37940","37910"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Legal","220","210","30370","28130"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Operational Delivery","320","290","29590","25560"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Other","50","40","[c]","[c]"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Tax","210","200","36760","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Midlands (England)","Operational Delivery","160","150","22270","20140"
"In post","2021","Debt","East Midlands (England)","Tax","80","70","20360","20140"
"In post","2021","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East of England","Operational Delivery","140","120","24890","24670"
"In post","2021","Debt","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","London","Operational Delivery","510","450","28170","25630"
"In post","2021","Debt","London","Tax","40","40","[c]","[c]"
"In post","2021","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North East (England)","Operational Delivery","260","220","22950","21440"
"In post","2021","Debt","North East (England)","Tax","310","300","20470","20140"
"In post","2021","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","North West (England)","Operational Delivery","270","240","24120","21440"
"In post","2021","Debt","North West (England)","Tax","60","60","21800","20140"
"In post","2021","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Operational Delivery","1090","960","22270","20140"
"In post","2021","Debt","Scotland","Tax","340","330","20440","20140"
"In post","2021","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South East (England)","Operational Delivery","110","90","27770","28130"
"In post","2021","Debt","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Operational Delivery","320","290","23270","20140"
"In post","2021","Debt","Wales","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Midlands (England)","Operational Delivery","340","290","22920","20140"
"In post","2021","Debt","West Midlands (England)","Tax","90","90","20340","20140"
"In post","2021","Debt","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Yorkshire and The Humber","Operational Delivery","360","310","24170","21440"
"In post","2021","Debt","Yorkshire and The Humber","Tax","70","60","20140","20140"
"In post","2021","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Digital, Data and Technology","270","270","36460","32300"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Digital, Data and Technology","490","470","36260","33300"
"In post","2021","Digital, Data & Technology","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Digital, Data and Technology","2250","2210","48410","44030"
"In post","2021","Digital, Data & Technology","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Operational Delivery","90","90","43730","40000"
"In post","2021","Digital, Data & Technology","London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","London","Unknown","930","920","52310","54700"
"In post","2021","Digital, Data & Technology","North East (England)","Digital, Data and Technology","650","630","39240","38630"
"In post","2021","Digital, Data & Technology","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Operational Delivery","60","50","32300","31810"
"In post","2021","Digital, Data & Technology","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North East (England)","Unknown","60","60","39840","32000"
"In post","2021","Digital, Data & Technology","North West (England)","Digital, Data and Technology","740","710","38720","36500"
"In post","2021","Digital, Data & Technology","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Operational Delivery","60","60","35380","31810"
"In post","2021","Digital, Data & Technology","North West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","North West (England)","Unknown","50","50","41380","32960"
"In post","2021","Digital, Data & Technology","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Digital, Data and Technology","570","560","38820","35720"
"In post","2021","Digital, Data & Technology","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Operational Delivery","60","60","32260","31810"
"In post","2021","Digital, Data & Technology","Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Unknown","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Digital, Data and Technology","790","770","38260","34950"
