"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Intelligence Analysis","Unknown","70","70","31560","29250"
"In post","2021","LGBO","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","Internal Audit","30","30","[c]","[c]"
"In post","2021","LGBO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","International Trade","No function","80","80","51070","51970"
"In post","2021","LGBO","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","No function","50","40","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Counter Fraud","100","100","31020","29570"
"In post","2021","LGBO","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Legal","340","330","55860","54700"
"In post","2021","LGBO","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Medicine","Unknown","40","40","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Communications","50","50","29260","31810"
"In post","2021","LGBO","Operational Delivery","Counter Fraud","70","70","28610","25560"
"In post","2021","LGBO","Operational Delivery","Debt","110","100","24110","21440"
"In post","2021","LGBO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Grants Management","60","50","25940","24920"
"In post","2021","LGBO","Operational Delivery","Human Resources","40","40","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Legal","170","160","28850","26410"
"In post","2021","LGBO","Operational Delivery","No function","4900","4750","28960","26410"
"In post","2021","LGBO","Operational Delivery","Project Delivery","60","50","35270","31810"
"In post","2021","LGBO","Operational Delivery","Property","50","50","30820","25860"
"In post","2021","LGBO","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Delivery","Unknown","830","790","28700","25310"
"In post","2021","LGBO","Operational Research","Analysis","50","40","[c]","[c]"
"In post","2021","LGBO","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","No function","120","110","36040","32010"
"In post","2021","LGBO","Other","Project Delivery","90","90","33800","28210"
"In post","2021","LGBO","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other","Unknown","320","310","29320","25390"
"In post","2021","LGBO","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","No function","1490","1470","46220","40650"
"In post","2021","LGBO","Policy","Project Delivery","140","130","55520","56110"
"In post","2021","LGBO","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Policy","Unknown","250","250","47740","44500"
"In post","2021","LGBO","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Project Delivery","480","480","41360","38600"
"In post","2021","LGBO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Project Delivery","Unknown","60","60","43110","37960"
"In post","2021","LGBO","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Property","Property","160","160","35400","32550"
"In post","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","No function","60","60","31510","29060"
"In post","2021","LGBO","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","No function","280","270","36420","31680"
"In post","2021","LGBO","Science and Engineering","Project Delivery","80","80","34170","31600"
"In post","2021","LGBO","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Science and Engineering","Unknown","50","50","41190","33950"
"In post","2021","LGBO","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Security","Security","230","230","31940","29040"
"In post","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Analysis","60","60","40440","37020"
"In post","2021","LGBO","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Analysis","130","130","40940","37020"
"In post","2021","LGBO","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Communications","90","80","27750","25560"
"In post","2021","LGBO","Tax","Counter Fraud","60","60","42290","36160"
"In post","2021","LGBO","Tax","Debt","40","40","[c]","[c]"
"In post","2021","LGBO","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","No function","420","410","33940","31810"
"In post","2021","LGBO","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Communications","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Digital, Data & Technology","90","90","49030","54700"
"In post","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Human Resources","80","80","39400","35790"
"In post","2021","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","No function","340","330","37820","33510"
"In post","2021","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
