"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Buckinghamshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","230","220","29940","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","170","160","28730","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Operational Delivery","270","240","25390","22590"
"In post","2021","Calderdale and Kirklees","Other","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Property","30","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Unknown","740","650","27080","27570"
"In post","2021","Cambridgeshire CC","Commercial","60","60","36180","34800"
"In post","2021","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Finance","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Inspector of Education and Training","90","90","65420","75500"
"In post","2021","Cambridgeshire CC","Intelligence Analysis","280","280","33370","33300"
"In post","2021","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Knowledge and Information Management","130","120","36080","33300"
"In post","2021","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Operational Delivery","1500","1400","29940","29300"
"In post","2021","Cambridgeshire CC","Other","160","160","27370","26370"
"In post","2021","Cambridgeshire CC","Policy","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Project Delivery","200","190","40680","40580"
"In post","2021","Cambridgeshire CC","Property","210","200","37690","33460"
"In post","2021","Cambridgeshire CC","Psychology","50","50","35480","31180"
"In post","2021","Cambridgeshire CC","Science and Engineering","160","150","35530","33300"
"In post","2021","Cambridgeshire CC","Security","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Unknown","280","270","30420","27570"
"In post","2021","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Digital, Data and Technology","70","70","47670","40750"
"In post","2021","Camden and City of London","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Finance","50","50","[c]","[c]"
"In post","2021","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Camden and City of London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Legal","670","640","38710","36160"
"In post","2021","Camden and City of London","Operational Delivery","1630","1550","29780","26410"
"In post","2021","Camden and City of London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Other","250","240","57350","47810"
"In post","2021","Camden and City of London","Policy","170","170","53440","49520"
"In post","2021","Camden and City of London","Project Delivery","50","50","46280","42250"
"In post","2021","Camden and City of London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Security","50","40","[c]","[c]"
"In post","2021","Camden and City of London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Tax","290","280","41840","36240"
"In post","2021","Camden and City of London","Unknown","250","240","45890","40600"
"In post","2021","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Communications","180","170","39580","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Digital, Data and Technology","450","440","38240","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Economics","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Finance","280","260","39820","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Human Resources","350","320","36400","30660"
"In post","2021","Cardiff and Vale of Glamorgan","Inspector of Education and Training","60","60","74480","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Knowledge and Information Management","90","80","34130","29610"
"In post","2021","Cardiff and Vale of Glamorgan","Legal","450","420","44690","48080"
"In post","2021","Cardiff and Vale of Glamorgan","Medicine","170","160","46640","42740"
"In post","2021","Cardiff and Vale of Glamorgan","Operational Delivery","4750","4340","28220","25030"
"In post","2021","Cardiff and Vale of Glamorgan","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Other","330","310","35650","30690"
"In post","2021","Cardiff and Vale of Glamorgan","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Policy","1090","1040","44150","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Project Delivery","190","180","43720","38630"
"In post","2021","Cardiff and Vale of Glamorgan","Property","130","120","35090","31380"
"In post","2021","Cardiff and Vale of Glamorgan","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Science and Engineering","70","60","44590","37910"
"In post","2021","Cardiff and Vale of Glamorgan","Security","70","70","24870","21130"
"In post","2021","Cardiff and Vale of Glamorgan","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Statistics","80","80","39200","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Tax","1640","1560","29970","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","1480","1380","27070","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Other","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Property","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Security","60","60","20500","20310"
"In post","2021","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Other","110","110","25080","21130"
"In post","2021","Central Bedfordshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Security","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","80","70","32200","29670"
"In post","2021","Central Hampshire","Commercial","140","130","34720","34800"
"In post","2021","Central Hampshire","Communications","70","60","31680","28060"
"In post","2021","Central Hampshire","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Digital, Data and Technology","80","80","35070","33300"
"In post","2021","Central Hampshire","Finance","180","180","38440","33300"
"In post","2021","Central Hampshire","Human Resources","50","50","35490","33300"
"In post","2021","Central Hampshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Knowledge and Information Management","60","60","29840","28660"
"In post","2021","Central Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Medicine","50","40","[c]","[c]"
"In post","2021","Central Hampshire","Operational Delivery","600","580","31570","30050"
"In post","2021","Central Hampshire","Operational Research","420","400","42230","46080"
"In post","2021","Central Hampshire","Other","550","530","25850","21580"
"In post","2021","Central Hampshire","Policy","60","60","40820","40580"
"In post","2021","Central Hampshire","Project Delivery","710","690","39760","40000"
"In post","2021","Central Hampshire","Property","170","160","38900","35300"
"In post","2021","Central Hampshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Science and Engineering","650","630","41670","40580"
"In post","2021","Central Hampshire","Security","90","90","29420","22780"
"In post","2021","Central Hampshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","230","210","34440","27570"
"In post","2021","Central Hampshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Finance","90","80","40440","35840"
"In post","2021","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Operational Delivery","450","430","34990","28850"
"In post","2021","Central Valleys","Other","240","230","41840","37410"
"In post","2021","Central Valleys","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Policy","180","170","41580","37410"
"In post","2021","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","610","540","26880","27570"
"In post","2021","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Operational Delivery","520","490","28840","26410"
"In post","2021","Cheshire East","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","150","140","27280","27570"
"In post","2021","Cheshire East","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Operational Delivery","140","120","26170","23840"
"In post","2021","Cheshire West and Chester","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
