"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Chinese","40","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Mixed","250","250","46070","39110"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other ethnicity","90","80","45010","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","290","280","48690","43540"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","1160","1150","47380","48500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","White","5000","4900","49970","48500"
"In post","2021","Forestry and Land Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Scottish Government","Unknown","70","60","28290","26530"
"In post","2021","Forestry and Land Scotland","Scottish Government","White","900","870","31740","30160"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Chancellor's other departments","White","130","120","75230","71620"
"In post","2021","Government Internal Audit Agency","HM Treasury","Asian","60","50","47770","49430"
"In post","2021","Government Internal Audit Agency","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","HM Treasury","White","350","330","49010","46350"
"In post","2021","Government Legal Department","Attorney General's Departments","Asian","260","240","49460","51250"
"In post","2021","Government Legal Department","Attorney General's Departments","Black","170","160","41640","33460"
"In post","2021","Government Legal Department","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Mixed","90","80","54050","51830"
"In post","2021","Government Legal Department","Attorney General's Departments","Other ethnicity","80","70","55530","54110"
"In post","2021","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Attorney General's Departments","Unknown","320","300","59110","64680"
"In post","2021","Government Legal Department","Attorney General's Departments","White","1570","1460","55790","52100"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other Cabinet Office Agencies","White","150","150","52030","51950"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Asian","60","50","49050","43770"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Mixed","40","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Undeclared","190","180","45140","44960"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","Unknown","310","280","42920","39920"
"In post","2021","Health and Safety Executive","Department for Work and Pensions","White","1930","1810","42720","40230"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Asian","1480","1340","24900","22570"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Black","950","890","25380","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Chinese","60","50","28330","23500"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Mixed","290","270","24650","22080"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Other ethnicity","90","80","25850","22680"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","680","630","25390","21300"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","Unknown","1950","1850","22860","20650"
"In post","2021","HM Courts and Tribunals Service","Ministry of Justice","White","11120","9900","24920","20650"
"In post","2021","HM Land Registry","HM Land Registry","Asian","210","190","30840","27130"
"In post","2021","HM Land Registry","HM Land Registry","Black","60","60","32480","30600"
"In post","2021","HM Land Registry","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","Mixed","70","70","28620","27130"
"In post","2021","HM Land Registry","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","HM Land Registry","Undeclared","250","220","33480","33840"
"In post","2021","HM Land Registry","HM Land Registry","Unknown","1040","990","28010","22350"
"In post","2021","HM Land Registry","HM Land Registry","White","4700","4210","31660","27130"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Asian","1510","1420","31090","30110"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Black","2180","2110","31490","30670"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Chinese","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Mixed","1070","1020","31630","30210"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Other ethnicity","250","240","32230","31650"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Undeclared","1150","1100","31580","31560"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","6460","6160","27240","25790"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","White","41380","38940","30510","29060"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Asian","4200","3930","30870","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Black","1400","1350","31980","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Chinese","170","160","34470","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Mixed","720","680","33900","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other ethnicity","210","200","34460","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","2470","2260","33860","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","14960","13920","27720","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","White","38810","35320","32260","28130"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Asian","190","190","43470","37900"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Black","70","70","36810","32320"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Mixed","90","90","46880","52500"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Undeclared","100","100","44300","36000"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","Unknown","70","70","44260","38540"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","White","1450","1420","48640","52500"
"In post","2021","Home Office (incl. agencies)","Home Office","Asian","4500","4160","31280","28810"
"In post","2021","Home Office (incl. agencies)","Home Office","Black","1890","1780","32540","29080"
"In post","2021","Home Office (incl. agencies)","Home Office","Chinese","150","140","31790","28980"
"In post","2021","Home Office (incl. agencies)","Home Office","Mixed","720","670","33310","28940"
"In post","2021","Home Office (incl. agencies)","Home Office","Other ethnicity","210","200","32080","28670"
