"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Transport","White","11730","10790","33010","26780"
"In post","2022","Department for Work and Pensions","Asian","8220","7450","28250","27570"
"In post","2022","Department for Work and Pensions","Black","4080","3850","29460","30170"
"In post","2022","Department for Work and Pensions","Mixed","1690","1580","28640","27570"
"In post","2022","Department for Work and Pensions","Other ethnicity","490","460","29590","27570"
"In post","2022","Department for Work and Pensions","Undeclared","4410","3920","28800","27570"
"In post","2022","Department for Work and Pensions","Unknown","5870","5420","29350","27570"
"In post","2022","Department for Work and Pensions","White","69400","61980","28380","27570"
"In post","2022","Department of Health and Social Care","Asian","1280","1210","41920","34530"
"In post","2022","Department of Health and Social Care","Black","660","620","38740","32790"
"In post","2022","Department of Health and Social Care","Mixed","300","280","41800","37880"
"In post","2022","Department of Health and Social Care","Other ethnicity","130","130","47640","41010"
"In post","2022","Department of Health and Social Care","Undeclared","450","420","45980","40560"
"In post","2022","Department of Health and Social Care","Unknown","2360","2300","46900","40650"
"In post","2022","Department of Health and Social Care","White","6620","6230","45930","40650"
"In post","2022","Estyn","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","110","100","58930","75480"
"In post","2022","Food Standards Agency","Asian","70","70","34940","32350"
"In post","2022","Food Standards Agency","Black","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","100","90","39710","37350"
"In post","2022","Food Standards Agency","White","1160","1130","37730","32830"
"In post","2022","Foreign, Commonwealth and Development Office","Asian","490","470","42830","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Black","260","260","38860","34920"
"In post","2022","Foreign, Commonwealth and Development Office","Mixed","270","270","46660","41590"
"In post","2022","Foreign, Commonwealth and Development Office","Other ethnicity","100","100","45790","39770"
"In post","2022","Foreign, Commonwealth and Development Office","Undeclared","330","320","48420","43840"
"In post","2022","Foreign, Commonwealth and Development Office","Unknown","1120","1100","47470","49470"
"In post","2022","Foreign, Commonwealth and Development Office","White","5690","5540","48890","45490"
"In post","2022","HM Land Registry","Asian","230","210","30920","27130"
"In post","2022","HM Land Registry","Black","70","70","33040","30600"
"In post","2022","HM Land Registry","Mixed","80","70","30400","27130"
"In post","2022","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","Undeclared","240","210","33960","33840"
"In post","2022","HM Land Registry","Unknown","1040","990","28130","22600"
"In post","2022","HM Land Registry","White","4970","4480","31830","27130"
"In post","2022","HM Revenue and Customs","Asian","5850","5540","32840","31020"
"In post","2022","HM Revenue and Customs","Black","1890","1830","33890","33080"
"In post","2022","HM Revenue and Customs","Mixed","940","900","35400","33080"
"In post","2022","HM Revenue and Customs","Other ethnicity","270","250","36890","33370"
"In post","2022","HM Revenue and Customs","Undeclared","2870","2630","36300","33370"
"In post","2022","HM Revenue and Customs","Unknown","15400","14450","29860","26820"
"In post","2022","HM Revenue and Customs","White","44170","40740","34440","33080"
"In post","2022","HM Treasury","Asian","320","310","45930","41900"
"In post","2022","HM Treasury","Black","110","100","39590","34330"
"In post","2022","HM Treasury","Mixed","110","110","46480","43150"
"In post","2022","HM Treasury","Other ethnicity","30","30","[c]","[c]"
"In post","2022","HM Treasury","Undeclared","100","90","48120","49500"
"In post","2022","HM Treasury","Unknown","60","50","46200","50700"
"In post","2022","HM Treasury","White","2050","1990","49390","52360"
"In post","2022","Home Office","Asian","4490","4180","31920","28910"
"In post","2022","Home Office","Black","1800","1700","33180","29080"
"In post","2022","Home Office","Mixed","690","640","34430","29080"
"In post","2022","Home Office","Other ethnicity","210","200","32940","28670"
"In post","2022","Home Office","Undeclared","1970","1830","33620","29370"
"In post","2022","Home Office","Unknown","4230","4090","32440","27370"
"In post","2022","Home Office","White","23150","21590","32670","27370"
"In post","2022","Ministry of Defence","Asian","1460","1410","35170","33000"
"In post","2022","Ministry of Defence","Black","770","760","33510","32470"
"In post","2022","Ministry of Defence","Mixed","640","620","35890","33000"
"In post","2022","Ministry of Defence","Other ethnicity","80","80","37550","34330"
"In post","2022","Ministry of Defence","Undeclared","3080","2990","37110","35740"
"In post","2022","Ministry of Defence","Unknown","6560","6420","34760","32700"
"In post","2022","Ministry of Defence","White","45240","43630","34530","33000"
"In post","2022","Ministry of Justice","Asian","4450","4140","30050","26310"
"In post","2022","Ministry of Justice","Black","4090","3930","31080","28310"
"In post","2022","Ministry of Justice","Mixed","1910","1820","31630","28550"
"In post","2022","Ministry of Justice","Other ethnicity","500","470","31490","28690"
"In post","2022","Ministry of Justice","Undeclared","2250","2100","31460","28550"
"In post","2022","Ministry of Justice","Unknown","12140","11480","28330","25700"
"In post","2022","Ministry of Justice","White","61570","57540","30780","28140"
"In post","2022","National Crime Agency","Asian","280","270","37800","36740"
"In post","2022","National Crime Agency","Black","100","100","36560","36410"
"In post","2022","National Crime Agency","Mixed","110","100","40430","37560"
"In post","2022","National Crime Agency","Other ethnicity","40","40","[c]","[c]"
"In post","2022","National Crime Agency","Undeclared","210","210","39450","37560"
"In post","2022","National Crime Agency","Unknown","570","540","41260","39820"
"In post","2022","National Crime Agency","White","4250","4140","40970","38210"
"In post","2022","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","60","60","46530","41750"
"In post","2022","Northern Ireland Office","White","110","110","46000","41750"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Asian","100","100","40190","35010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Black","60","60","45440","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","60","50","46990","46360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","White","1560","1500","51430","51360"
"In post","2022","Office of Gas and Electricity Markets","Asian","140","140","41570","34910"
"In post","2022","Office of Gas and Electricity Markets","Black","90","90","40350","37300"
"In post","2022","Office of Gas and Electricity Markets","Mixed","50","50","38970","36500"
"In post","2022","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","120","110","45130","37930"
"In post","2022","Office of Gas and Electricity Markets","White","930","910","44150","37580"
"In post","2022","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","White","230","220","46500","42000"
"In post","2022","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","White","250","240","55990","55430"
"In post","2022","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","50","50","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","White","70","60","51600","53240"
"In post","2022","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","White","30","30","[c]","[c]"
"In post","2022","Scottish Government","Asian","300","290","35730","31540"
"In post","2022","Scottish Government","Black","100","90","36100","31540"
"In post","2022","Scottish Government","Mixed","160","150","40190","35540"
"In post","2022","Scottish Government","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","680","630","38910","35000"
"In post","2022","Scottish Government","Unknown","7330","6930","32780","30390"
