"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cornwall and Isles of Scilly","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","40-49","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","50-59","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","65+","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Cumbria","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","20-29","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Cumbria","30-39","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Cumbria","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","50-59","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Cumbria","60-64","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Cumbria","65+","North West (England)","30","20","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","20-29","East Midlands (England)","230","220","23540","21590"
"Leaver CS","2022","Derbyshire and Nottinghamshire","30-39","East Midlands (England)","190","170","29150","27130"
"Leaver CS","2022","Derbyshire and Nottinghamshire","40-49","East Midlands (England)","130","110","29300","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","50-59","East Midlands (England)","230","200","30840","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","60-64","East Midlands (England)","180","140","32980","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","65+","East Midlands (England)","120","90","27010","21410"
"Leaver CS","2022","Devon","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","20-29","South West (England)","170","170","23820","21260"
"Leaver CS","2022","Devon","30-39","South West (England)","120","110","28700","26750"
"Leaver CS","2022","Devon","40-49","South West (England)","100","90","36340","33680"
"Leaver CS","2022","Devon","50-59","South West (England)","150","130","32960","29200"
"Leaver CS","2022","Devon","60-64","South West (England)","120","100","31670","27570"
"Leaver CS","2022","Devon","65+","South West (England)","100","70","27540","22330"
"Leaver CS","2022","Dorset and Somerset","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","20-29","South West (England)","90","90","25510","22510"
"Leaver CS","2022","Dorset and Somerset","30-39","South West (England)","80","70","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","40-49","South West (England)","80","70","32190","27570"
"Leaver CS","2022","Dorset and Somerset","50-59","South West (England)","110","100","31070","27570"
"Leaver CS","2022","Dorset and Somerset","60-64","South West (England)","90","70","31940","27570"
"Leaver CS","2022","Dorset and Somerset","65+","South West (England)","80","60","28090","26780"
"Leaver CS","2022","East Anglia","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","20-29","East of England","290","280","24390","22710"
"Leaver CS","2022","East Anglia","30-39","East of England","260","240","29720","27570"
"Leaver CS","2022","East Anglia","40-49","East of England","220","200","33230","27570"
"Leaver CS","2022","East Anglia","50-59","East of England","320","290","35640","27570"
"Leaver CS","2022","East Anglia","60-64","East of England","190","170","33420","27570"
"Leaver CS","2022","East Anglia","65+","East of England","180","140","29670","26670"
"Leaver CS","2022","East Wales","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","20-29","Wales","430","420","24630","22160"
"Leaver CS","2022","East Wales","30-39","Wales","280","270","31170","29430"
"Leaver CS","2022","East Wales","40-49","Wales","170","160","35820","27570"
"Leaver CS","2022","East Wales","50-59","Wales","280","250","36560","29540"
"Leaver CS","2022","East Wales","60-64","Wales","200","160","37550","27570"
"Leaver CS","2022","East Wales","65+","Wales","170","120","33020","27570"
"Leaver CS","2022","East Wales","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","90","80","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","70","70","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","60","50","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","80","70","28420","26670"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","80","70","29650","27470"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","65+","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","20-29","Scotland","310","300","25610","22520"
"Leaver CS","2022","Eastern Scotland","30-39","Scotland","240","220","31150","27570"
"Leaver CS","2022","Eastern Scotland","40-49","Scotland","220","200","33580","28990"
"Leaver CS","2022","Eastern Scotland","50-59","Scotland","350","320","36520","33540"
"Leaver CS","2022","Eastern Scotland","60-64","Scotland","330","280","39980","35000"
"Leaver CS","2022","Eastern Scotland","65+","Scotland","190","150","33670","27570"
"Leaver CS","2022","Essex","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex","20-29","East of England","110","110","26640","25680"
"Leaver CS","2022","Essex","30-39","East of England","100","90","29250","29290"
"Leaver CS","2022","Essex","40-49","East of England","90","80","29690","28330"
"Leaver CS","2022","Essex","50-59","East of England","150","130","32160","29290"
"Leaver CS","2022","Essex","60-64","East of England","110","90","32230","29290"
"Leaver CS","2022","Essex","65+","East of England","60","50","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","730","720","25130","24240"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","500","470","34120","33000"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","340","310","38550","36330"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","420","400","39170","35360"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","340","290","40150","37690"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","260","210","37120","33300"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester","20-29","North West (England)","420","400","25240","21260"
"Leaver CS","2022","Greater Manchester","30-39","North West (England)","280","270","31980","27570"
"Leaver CS","2022","Greater Manchester","40-49","North West (England)","200","190","35120","27570"
"Leaver CS","2022","Greater Manchester","50-59","North West (England)","310","280","35270","27570"
"Leaver CS","2022","Greater Manchester","60-64","North West (England)","210","170","33420","27570"
"Leaver CS","2022","Greater Manchester","65+","North West (England)","180","120","27880","24140"
"Leaver CS","2022","Hampshire and Isle of Wight","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","20-29","South East (England)","270","260","25090","23630"
"Leaver CS","2022","Hampshire and Isle of Wight","30-39","South East (England)","200","190","30880","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","40-49","South East (England)","210","190","32570","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","50-59","South East (England)","320","290","32540","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","60-64","South East (England)","260","220","32790","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","65+","South East (England)","260","190","28710","24450"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","120","120","22250","21260"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","80","80","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","90","80","29350","27570"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","30-39","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","40-49","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","50-59","Scotland","50","40","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","20-29","London","640","620","30380","29740"
"Leaver CS","2022","Inner London - East","30-39","London","630","610","42040","38200"
"Leaver CS","2022","Inner London - East","40-49","London","460","430","51670","47130"
"Leaver CS","2022","Inner London - East","50-59","London","460","430","51450","46080"
"Leaver CS","2022","Inner London - East","60-64","London","240","220","53300","46000"
"Leaver CS","2022","Inner London - East","65+","London","170","140","47500","38440"
"Leaver CS","2022","Inner London - West","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","20-29","London","1890","1630","32310","30680"
"Leaver CS","2022","Inner London - West","30-39","London","1150","990","46250","44900"
"Leaver CS","2022","Inner London - West","40-49","London","640","540","54940","54700"
"Leaver CS","2022","Inner London - West","50-59","London","600","520","55280","53240"
"Leaver CS","2022","Inner London - West","60-64","London","420","350","52930","46710"
"Leaver CS","2022","Inner London - West","65+","London","220","180","43320","38670"
"Leaver CS","2022","Kent","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","20-29","South East (England)","180","180","24280","24250"
"Leaver CS","2022","Kent","30-39","South East (England)","140","130","27980","26470"
"Leaver CS","2022","Kent","40-49","South East (England)","110","100","35970","29290"
"Leaver CS","2022","Kent","50-59","South East (England)","160","140","34640","29290"
"Leaver CS","2022","Kent","60-64","South East (England)","110","90","32960","29290"
"Leaver CS","2022","Kent","65+","South East (England)","100","70","28070","27370"
"Leaver CS","2022","Lancashire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","20-29","North West (England)","250","240","23100","21260"
"Leaver CS","2022","Lancashire","30-39","North West (England)","160","150","24620","21260"
"Leaver CS","2022","Lancashire","40-49","North West (England)","140","120","25270","21260"
"Leaver CS","2022","Lancashire","50-59","North West (England)","240","210","29570","26120"
"Leaver CS","2022","Lancashire","60-64","North West (England)","180","140","28810","27160"
"Leaver CS","2022","Lancashire","65+","North West (England)","170","120","27080","21750"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","230","220","22450","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","160","150","27330","25510"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","130","120","29640","27350"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","190","170","32550","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","130","100","28970","26980"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","65+","East Midlands (England)","80","60","[c]","[c]"
"Leaver CS","2022","Lincolnshire","20-29","East Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2022","Lincolnshire","30-39","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire","40-49","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","Lincolnshire","50-59","East Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2022","Lincolnshire","60-64","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire","65+","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Merseyside","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","20-29","North West (England)","240","230","23270","21680"
"Leaver CS","2022","Merseyside","30-39","North West (England)","200","190","26220","24890"
"Leaver CS","2022","Merseyside","40-49","North West (England)","150","140","32980","27570"
"Leaver CS","2022","Merseyside","50-59","North West (England)","270","240","31190","26160"
"Leaver CS","2022","Merseyside","60-64","North West (England)","250","190","30910","27350"
"Leaver CS","2022","Merseyside","65+","North West (England)","240","160","25630","23960"
"Leaver CS","2022","Merseyside","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","30-39","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","40-49","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
