"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Unknown","210","200","44300","38630"
"In post","2021","Finance","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Finance","430","410","38970","35300"
"In post","2021","Finance","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Finance","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Economics","70","60","40500","32970"
"In post","2021","Finance","Unknown","Finance","1300","1230","37750","33300"
"In post","2021","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Operational Delivery","210","190","26170","21440"
"In post","2021","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","90","90","41450","37530"
"In post","2021","Grants Management","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Declared disabled","Operational Delivery","150","140","25560","21050"
"In post","2021","Grants Management","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Declared non-disabled","Operational Delivery","1680","1540","25350","21050"
"In post","2021","Grants Management","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Grants Management","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Human Resources","860","810","39540","35000"
"In post","2021","Human Resources","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Operational Delivery","100","100","28660","25560"
"In post","2021","Human Resources","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","Unknown","200","190","40020","35790"
"In post","2021","Human Resources","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Human Resources","4610","4370","38930","33930"
"In post","2021","Human Resources","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Operational Delivery","610","560","30170","25650"
"In post","2021","Human Resources","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Policy","30","30","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Tax","100","90","36430","31810"
"In post","2021","Human Resources","Declared non-disabled","Unknown","900","870","39900","35590"
"In post","2021","Human Resources","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Human Resources","370","350","38140","33630"
"In post","2021","Human Resources","Undeclared","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Unknown","70","60","35910","33320"
"In post","2021","Human Resources","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Human Resources","1090","1040","34680","31020"
"In post","2021","Human Resources","Unknown","Operational Delivery","180","160","28240","25560"
"In post","2021","Human Resources","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Policy","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Tax","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","150","150","36690","31900"
"In post","2021","Internal Audit","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Internal Audit","90","90","44070","40020"
"In post","2021","Internal Audit","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","Internal Audit","560","530","46160","43250"
"In post","2021","Internal Audit","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Internal Audit","60","50","49930","49540"
"In post","2021","Internal Audit","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Internal Audit","50","40","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Legal","730","670","53950","54580"
"In post","2021","Legal","Declared disabled","Operational Delivery","420","380","28170","25720"
"In post","2021","Legal","Declared disabled","Other","30","30","[c]","[c]"
"In post","2021","Legal","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","Tax","40","40","[c]","[c]"
"In post","2021","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Legal","6030","5570","55280","54580"
"In post","2021","Legal","Declared non-disabled","Operational Delivery","2440","2240","28430","26970"
"In post","2021","Legal","Declared non-disabled","Other","260","250","31190","27580"
"In post","2021","Legal","Declared non-disabled","Policy","50","50","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","Tax","230","210","39700","35000"
"In post","2021","Legal","Declared non-disabled","Unknown","120","120","62870","60180"
"In post","2021","Legal","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Legal","290","270","54840","52580"
"In post","2021","Legal","Undeclared","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Legal","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Legal","1590","1490","51040","51470"
"In post","2021","Legal","Unknown","Operational Delivery","2280","2090","25910","22820"
"In post","2021","Legal","Unknown","Other","60","50","31160","27580"
"In post","2021","Legal","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Tax","70","70","37450","35580"
"In post","2021","Legal","Unknown","Unknown","60","60","49290","59160"
"In post","2021","No function","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Finance","40","30","[c]","[c]"
"In post","2021","No function","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","No function","Declared disabled","Inspector of Education and Training","60","60","62000","64500"
