"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","40-49","30","30","[c]","[c]"
"In post","2021","Black","Security","50-59","40","40","[c]","[c]"
"In post","2021","Black","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","20-29","60","60","29960","29570"
"In post","2021","Black","Tax","30-39","100","90","30000","31810"
"In post","2021","Black","Tax","40-49","100","100","30860","31810"
"In post","2021","Black","Tax","50-59","140","140","35150","35000"
"In post","2021","Black","Tax","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","20-29","690","680","29690","31060"
"In post","2021","Black","Unknown","30-39","840","800","30580","31060"
"In post","2021","Black","Unknown","40-49","1010","950","30610","30130"
"In post","2021","Black","Unknown","50-59","1440","1370","30330","30330"
"In post","2021","Black","Unknown","60-64","300","260","28930","29200"
"In post","2021","Black","Unknown","65+","80","70","27230","27570"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","20-29","50","50","27140","24970"
"In post","2021","Chinese","Operational Delivery","30-39","90","80","29050","25560"
"In post","2021","Chinese","Operational Delivery","40-49","120","110","29930","26280"
"In post","2021","Chinese","Operational Delivery","50-59","70","60","27240","25560"
"In post","2021","Chinese","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","20-29","50","50","[c]","[c]"
"In post","2021","Chinese","Policy","30-39","40","40","[c]","[c]"
"In post","2021","Chinese","Policy","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
