"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Legal Aid Agency","50-59","180","170","30030","26450"
"In post","2021","Female","Legal Aid Agency","60-64","50","40","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","20-29","80","80","27390","26590"
"In post","2021","Female","Maritime and Coastguard Agency","30-39","140","130","32470","31040"
"In post","2021","Female","Maritime and Coastguard Agency","40-49","110","100","35070","31920"
"In post","2021","Female","Maritime and Coastguard Agency","50-59","110","110","33950","31040"
"In post","2021","Female","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","20-29","150","150","34080","32640"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","30-39","210","210","42920","40860"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","40-49","210","200","53660","53660"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","50-59","170","160","50570","45570"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","60-64","40","30","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","20-29","160","160","30950","31580"
"In post","2021","Female","Met Office","30-39","270","250","37910","39650"
"In post","2021","Female","Met Office","40-49","220","190","41680","39750"
"In post","2021","Female","Met Office","50-59","120","110","42640","40040"
"In post","2021","Female","Met Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Defence (excl. agencies)","20-29","1750","1720","29190","26670"
"In post","2021","Female","Ministry of Defence (excl. agencies)","30-39","3130","2910","32660","30750"
"In post","2021","Female","Ministry of Defence (excl. agencies)","40-49","3980","3740","33230","28670"
"In post","2021","Female","Ministry of Defence (excl. agencies)","50-59","5810","5570","30680","26670"
"In post","2021","Female","Ministry of Defence (excl. agencies)","60-64","1440","1300","27310","22080"
"In post","2021","Female","Ministry of Defence (excl. agencies)","65+","420","370","25940","21580"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","340","340","37450","33210"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","350","330","47430","53130"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","300","280","50540","48420"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","250","240","47510","42980"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","40","40","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Justice (excl. agencies)","20-29","610","600","33730","31000"
"In post","2021","Female","Ministry of Justice (excl. agencies)","30-39","820","780","40450","36800"
"In post","2021","Female","Ministry of Justice (excl. agencies)","40-49","790","750","44690","41100"
"In post","2021","Female","Ministry of Justice (excl. agencies)","50-59","690","670","42630","38610"
"In post","2021","Female","Ministry of Justice (excl. agencies)","60-64","120","110","39220","32950"
"In post","2021","Female","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","20-29","570","560","31690","32260"
"In post","2021","Female","National Crime Agency","30-39","640","610","37310","36410"
"In post","2021","Female","National Crime Agency","40-49","690","650","40330","38440"
"In post","2021","Female","National Crime Agency","50-59","460","440","40870","38880"
"In post","2021","Female","National Crime Agency","60-64","70","70","35830","34050"
"In post","2021","Female","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","30-39","50","40","[c]","[c]"
"In post","2021","Female","National Records of Scotland","40-49","60","60","39160","35110"
"In post","2021","Female","National Records of Scotland","50-59","80","80","34830","32140"
"In post","2021","Female","National Records of Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","40-49","40","40","[c]","[c]"
"In post","2021","Female","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","20-29","100","100","28590","25880"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","30-39","250","240","41150","39460"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","40-49","330","310","51110","51360"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","50-59","390","380","55790","51360"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","60-64","90","90","50250","51360"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","20-29","170","170","30080","27000"
"In post","2021","Female","Office of Gas and Electricity Markets","30-39","180","170","45710","44520"
"In post","2021","Female","Office of Gas and Electricity Markets","40-49","120","110","53830","51320"
"In post","2021","Female","Office of Gas and Electricity Markets","50-59","70","60","48280","40720"
"In post","2021","Female","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","30-39","50","50","41860","38760"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","40-49","50","40","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","50-59","30","30","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","30-39","40","40","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","40-49","50","40","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Public Guardian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Public Guardian","20-29","200","190","20780","19930"
"In post","2021","Female","Office of the Public Guardian","30-39","250","220","21750","19930"
"In post","2021","Female","Office of the Public Guardian","40-49","130","110","22140","20650"
"In post","2021","Female","Office of the Public Guardian","50-59","180","160","23840","20650"
"In post","2021","Female","Office of the Public Guardian","60-64","40","30","[c]","[c]"
"In post","2021","Female","Office of the Public Guardian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of the Scottish Charity Regulator","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning Inspectorate","20-29","40","40","[c]","[c]"
"In post","2021","Female","Planning Inspectorate","30-39","80","70","34790","32780"
"In post","2021","Female","Planning Inspectorate","40-49","120","100","41550","40720"
"In post","2021","Female","Planning Inspectorate","50-59","120","100","45200","47660"
"In post","2021","Female","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Planning Inspectorate","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Public Health England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Public Health England","20-29","880","840","28120","26880"
"In post","2021","Female","Public Health England","30-39","1130","1030","38860","37190"
