"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Female","670","650","47170","47060"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Male","520","510","48960","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","110","46160","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","100","100","51290","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Analysis","Female","220","200","43850","42580"
"In post","2021","Department for Education (excl. agencies)","Analysis","Male","190","190","44990","44750"
"In post","2021","Department for Education (excl. agencies)","Commercial","Female","100","90","39720","38000"
"In post","2021","Department for Education (excl. agencies)","Commercial","Male","90","90","39840","38000"
"In post","2021","Department for Education (excl. agencies)","Communications","Female","150","150","37570","33500"
"In post","2021","Department for Education (excl. agencies)","Communications","Male","80","80","38290","33510"
"In post","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Female","170","160","41000","36960"
"In post","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Male","240","240","37850","36500"
"In post","2021","Department for Education (excl. agencies)","Finance","Female","200","190","42010","40670"
"In post","2021","Department for Education (excl. agencies)","Finance","Male","190","190","43260","40300"
"In post","2021","Department for Education (excl. agencies)","Human Resources","Female","110","100","33960","29500"
"In post","2021","Department for Education (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Legal","Female","40","30","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","No function","Female","1660","1570","43510","40230"
"In post","2021","Department for Education (excl. agencies)","No function","Male","870","860","44420","40510"
"In post","2021","Department for Education (excl. agencies)","Project Delivery","Female","260","250","47240","49860"
"In post","2021","Department for Education (excl. agencies)","Project Delivery","Male","210","210","51900","53810"
"In post","2021","Department for Education (excl. agencies)","Property","Female","110","110","45000","49860"
"In post","2021","Department for Education (excl. agencies)","Property","Male","160","150","52910","54400"
"In post","2021","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Female","340","320","49920","42010"
"In post","2021","Department for Education (excl. agencies)","Unknown","Male","230","230","52910","49860"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","Female","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","Male","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Female","90","80","37580","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Male","60","60","41680","37940"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Female","170","160","41020","37360"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Male","90","90","42650","39090"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Female","280","260","42320","39810"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Male","390","390","45000","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Female","200","190","40290","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Male","200","200","46240","43000"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Female","200","180","42910","38710"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Male","70","60","42610","39370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Female","1650","1560","42780","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Male","1320","1310","43530","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Female","130","120","42720","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Male","110","100","41610","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","210","200","34030","30040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","180","180","40020","36520"
"In post","2021","Department for International Trade","Analysis","Female","100","100","41910","38160"
"In post","2021","Department for International Trade","Analysis","Male","150","150","44020","40330"
"In post","2021","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Female","60","60","39600","38470"
"In post","2021","Department for International Trade","Communications","Male","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data & Technology","Female","70","70","44510","43000"
"In post","2021","Department for International Trade","Digital, Data & Technology","Male","60","60","49280","44500"
"In post","2021","Department for International Trade","Finance","Female","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Male","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Female","90","80","43770","38540"
"In post","2021","Department for International Trade","Human Resources","Male","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","No function","Female","850","840","45180","39280"
"In post","2021","Department for International Trade","No function","Male","1030","1030","47300","41020"
"In post","2021","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Analysis","Female","180","170","47630","44030"
"In post","2021","Department for Transport (excl. agencies)","Analysis","Male","220","220","45960","42890"
"In post","2021","Department for Transport (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Communications","Female","60","60","46740","43270"
"In post","2021","Department for Transport (excl. agencies)","Communications","Male","50","50","47590","43360"
"In post","2021","Department for Transport (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Female","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Male","80","80","42040","40480"
"In post","2021","Department for Transport (excl. agencies)","Finance","Female","70","60","44120","40080"
"In post","2021","Department for Transport (excl. agencies)","Finance","Male","90","80","50630","49240"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","Female","80","80","45910","42470"
"In post","2021","Department for Transport (excl. agencies)","Human Resources","Male","40","30","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","No function","Female","900","860","44780","42470"
"In post","2021","Department for Transport (excl. agencies)","No function","Male","1230","1200","49100","43360"
"In post","2021","Department for Transport (excl. agencies)","Project Delivery","Female","200","190","50380","44480"
"In post","2021","Department for Transport (excl. agencies)","Project Delivery","Male","250","240","56870","54760"
"In post","2021","Department for Transport (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Female","59540","51290","27230","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Male","31410","30130","28440","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","Analysis","Female","150","130","52140","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Analysis","Male","140","140","51970","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","Commercial","Female","120","110","47050","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Commercial","Male","90","80","51060","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Communications","Female","110","110","43120","36070"
"In post","2021","Department of Health and Social Care (excl. agencies)","Communications","Male","80","80","44020","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Female","90","90","42970","36820"
"In post","2021","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","Male","80","80","44430","37630"
"In post","2021","Department of Health and Social Care (excl. agencies)","Finance","Female","240","230","38660","34000"
