"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Belfast","G6/G7","No function","140","130","54470","52580"
"In post","2021","Belfast","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Counter Fraud","170","160","33940","31810"
"In post","2021","Belfast","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","No function","450","440","34460","31810"
"In post","2021","Belfast","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","SEO/HEO","Unknown","50","50","33230","30980"
"In post","2021","Berkshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Grants Management","70","60","21050","21050"
"In post","2021","Berkshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","No function","120","110","22260","22080"
"In post","2021","Berkshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","AA/AO","Security","530","520","32470","28750"
"In post","2021","Berkshire","AA/AO","Unknown","210","190","22540","22150"
"In post","2021","Berkshire","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Berkshire","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","No function","180","170","31040","28130"
"In post","2021","Berkshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","EO","Security","80","80","44340","45920"
"In post","2021","Berkshire","EO","Unknown","390","360","29560","29290"
"In post","2021","Berkshire","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Legal","70","70","59830","61360"
"In post","2021","Berkshire","G6/G7","No function","70","70","56970","53450"
"In post","2021","Berkshire","G6/G7","Project Delivery","30","30","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Digital, Data & Technology","60","60","35640","35900"
"In post","2021","Berkshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Grants Management","40","40","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Legal","30","30","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","No function","190","180","37220","36000"
"In post","2021","Berkshire","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Security","30","30","[c]","[c]"
"In post","2021","Berkshire","SEO/HEO","Unknown","110","100","39070","38040"
"In post","2021","Berkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","No function","140","140","28320","24800"
"In post","2021","Berkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","No function","790","760","28960","30150"
"In post","2021","Bexley and Greenwich","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","AA/AO","Unknown","80","70","24170","24590"
"In post","2021","Bexley and Greenwich","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","No function","210","200","33750","35450"
"In post","2021","Bexley and Greenwich","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","EO","Unknown","330","300","31140","31060"
"In post","2021","Bexley and Greenwich","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","No function","120","120","42530","41500"
"In post","2021","Bexley and Greenwich","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","No function","100","100","33400","34100"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Counter Fraud","70","60","20750","20580"
"In post","2021","Birmingham","AA/AO","Debt","330","300","20430","20140"
"In post","2021","Birmingham","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Legal","120","110","21620","21950"
"In post","2021","Birmingham","AA/AO","No function","2370","2180","21190","20140"
"In post","2021","Birmingham","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Property","30","30","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","AA/AO","Unknown","600","510","20630","21010"
"In post","2021","Birmingham","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","EO","Communications","120","120","25680","25560"
"In post","2021","Birmingham","EO","Counter Fraud","190","170","26170","25560"
"In post","2021","Birmingham","EO","Debt","60","60","25130","25560"
"In post","2021","Birmingham","EO","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","Birmingham","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","EO","Legal","120","120","26270","25690"
"In post","2021","Birmingham","EO","No function","1150","1100","26160","25560"
"In post","2021","Birmingham","EO","Project Delivery","40","30","[c]","[c]"
"In post","2021","Birmingham","EO","Property","60","60","26260","26000"
"In post","2021","Birmingham","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","EO","Unknown","1470","1320","27240","27570"
"In post","2021","Birmingham","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Counter Fraud","70","60","55270","52580"
"In post","2021","Birmingham","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Digital, Data & Technology","60","60","59560","59420"
"In post","2021","Birmingham","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Human Resources","30","30","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Legal","220","210","56500","55610"
"In post","2021","Birmingham","G6/G7","No function","530","510","58600","52790"
"In post","2021","Birmingham","G6/G7","Project Delivery","100","100","55610","52580"
"In post","2021","Birmingham","G6/G7","Property","30","30","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","G6/G7","Unknown","50","50","[c]","[c]"
"In post","2021","Birmingham","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","No function","70","60","104640","103750"
"In post","2021","Birmingham","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Communications","110","110","35060","31810"
"In post","2021","Birmingham","SEO/HEO","Counter Fraud","270","260","34390","31870"
"In post","2021","Birmingham","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Digital, Data & Technology","140","130","36960","35240"
"In post","2021","Birmingham","SEO/HEO","Finance","50","50","37150","36920"
"In post","2021","Birmingham","SEO/HEO","Human Resources","60","60","37430","38090"
"In post","2021","Birmingham","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Legal","140","130","35360","34480"
"In post","2021","Birmingham","SEO/HEO","No function","1600","1530","35690","32630"
"In post","2021","Birmingham","SEO/HEO","Project Delivery","160","150","36800","38630"
"In post","2021","Birmingham","SEO/HEO","Property","120","110","36740","33300"
"In post","2021","Birmingham","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","SEO/HEO","Unknown","280","260","33920","33180"
"In post","2021","Birmingham","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","No function","430","390","30110","28200"
"In post","2021","Birmingham","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","No function","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","AA/AO","Unknown","110","90","20870","21010"
