"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Heterosexual / straight","Female","950","860","38260","35510"
"In post","2021","Health and Safety Executive","Heterosexual / straight","Male","880","860","48630","45870"
"In post","2021","Health and Safety Executive","LGBO","Female","50","50","37920","31710"
"In post","2021","Health and Safety Executive","LGBO","Male","50","50","[c]","[c]"
"In post","2021","Health and Safety Executive","Undeclared","Female","200","180","39270","39330"
"In post","2021","Health and Safety Executive","Undeclared","Male","220","220","48760","46320"
"In post","2021","Health and Safety Executive","Unknown","Female","100","90","38960","35280"
"In post","2021","Health and Safety Executive","Unknown","Male","130","120","46000","41900"
"In post","2021","HM Courts and Tribunals Service","Heterosexual / straight","Female","8620","7520","24450","21170"
"In post","2021","HM Courts and Tribunals Service","Heterosexual / straight","Male","3190","3070","25760","21310"
"In post","2021","HM Courts and Tribunals Service","LGBO","Female","260","250","23710","20650"
"In post","2021","HM Courts and Tribunals Service","LGBO","Male","280","270","25650","21170"
"In post","2021","HM Courts and Tribunals Service","Undeclared","Female","1360","1190","25240","21180"
"In post","2021","HM Courts and Tribunals Service","Undeclared","Male","620","590","26680","22080"
"In post","2021","HM Courts and Tribunals Service","Unknown","Female","1490","1350","23440","21300"
"In post","2021","HM Courts and Tribunals Service","Unknown","Male","790","770","23790","20780"
"In post","2021","HM Land Registry","Heterosexual / straight","Female","2170","1910","31080","27130"
"In post","2021","HM Land Registry","Heterosexual / straight","Male","1370","1300","33680","31740"
"In post","2021","HM Land Registry","LGBO","Female","60","50","27730","22350"
"In post","2021","HM Land Registry","LGBO","Male","80","80","30370","27130"
"In post","2021","HM Land Registry","Undeclared","Female","430","370","31780","27130"
"In post","2021","HM Land Registry","Undeclared","Male","270","250","34720","33840"
"In post","2021","HM Land Registry","Unknown","Female","1150","1030","27860","27130"
"In post","2021","HM Land Registry","Unknown","Male","810","780","30010","27130"
"In post","2021","HM Prison and Probation Service","Heterosexual / straight","Female","19080","17730","29680","27380"
"In post","2021","HM Prison and Probation Service","Heterosexual / straight","Male","18410","17800","31230","30400"
"In post","2021","HM Prison and Probation Service","LGBO","Female","1820","1770","29510","27380"
"In post","2021","HM Prison and Probation Service","LGBO","Male","780","760","31100","30220"
"In post","2021","HM Prison and Probation Service","Undeclared","Female","1930","1780","30620","29750"
"In post","2021","HM Prison and Probation Service","Undeclared","Male","2130","2030","32790","31650"
"In post","2021","HM Prison and Probation Service","Unknown","Female","4140","3770","27830","25790"
"In post","2021","HM Prison and Probation Service","Unknown","Male","5750","5390","29540","30400"
"In post","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Female","18710","16600","31730","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Male","15910","15310","33940","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","LGBO","Female","880","820","31730","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","LGBO","Male","1230","1190","32610","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Undeclared","Female","2280","1970","31470","28130"
"In post","2021","HM Revenue and Customs (excl. agencies)","Undeclared","Male","2290","2170","34930","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Female","11360","9880","27020","24120"
"In post","2021","HM Revenue and Customs (excl. agencies)","Unknown","Male","10280","9860","29380","25560"
"In post","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Female","760","740","46810","42900"
"In post","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Male","760","750","48800","52500"
"In post","2021","HM Treasury (excl. agencies)","LGBO","Female","70","70","47210","52500"
"In post","2021","HM Treasury (excl. agencies)","LGBO","Male","80","80","48040","52500"
"In post","2021","HM Treasury (excl. agencies)","Undeclared","Female","110","110","40380","33820"
"In post","2021","HM Treasury (excl. agencies)","Undeclared","Male","160","150","46030","45230"
"In post","2021","HM Treasury (excl. agencies)","Unknown","Female","40","40","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Heterosexual / straight","Female","14900","13410","31300","27240"
"In post","2021","Home Office (incl. agencies)","Heterosexual / straight","Male","13290","12720","32440","27370"
"In post","2021","Home Office (incl. agencies)","LGBO","Female","490","470","31680","25960"
"In post","2021","Home Office (incl. agencies)","LGBO","Male","680","660","33710","28760"
"In post","2021","Home Office (incl. agencies)","Undeclared","Female","2080","1850","31740","27370"
"In post","2021","Home Office (incl. agencies)","Undeclared","Male","2150","2030","33720","29080"
"In post","2021","Home Office (incl. agencies)","Unknown","Female","840","810","31540","27060"
"In post","2021","Home Office (incl. agencies)","Unknown","Male","940","930","32010","25630"
"In post","2021","Insolvency Service","Heterosexual / straight","Female","550","510","33050","29940"
"In post","2021","Insolvency Service","Heterosexual / straight","Male","370","360","37000","35240"
"In post","2021","Insolvency Service","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Insolvency Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Unknown","Female","420","400","28350","25060"
"In post","2021","Insolvency Service","Unknown","Male","370","360","31970","28280"
"In post","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Female","80","80","47940","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Male","60","60","53620","50620"
"In post","2021","Institute for Apprenticeships and Technical Education","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Female","580","530","27790","22570"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Male","360","350","31140","25310"
"In post","2021","Legal Aid Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Female","70","60","25440","20860"
"In post","2021","Legal Aid Agency","Undeclared","Male","50","50","29360","22720"
"In post","2021","Legal Aid Agency","Unknown","Female","50","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Female","350","320","32930","31040"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Male","550","540","40990","36180"
"In post","2021","Maritime and Coastguard Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Female","60","60","32390","29080"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Male","100","100","40860","38190"
"In post","2021","Maritime and Coastguard Agency","Unknown","Female","50","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Male","80","80","32450","27970"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Female","480","470","45200","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Male","320","310","48110","41040"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Female","90","80","49340","45570"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Male","50","50","53020","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","210","200","48750","42930"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","150","140","52880","44230"
"In post","2021","Met Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Unknown","Female","790","730","38220","38200"
"In post","2021","Met Office","Unknown","Male","1310","1270","41220","39750"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Female","12820","12120","30740","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Male","15810","15550","32870","29670"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Female","410","410","30490","26670"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Male","490","480","33840","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Female","1810","1710","31810","27420"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Male","2630","2580","35000","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Female","1490","1390","33420","30200"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Male","2240","2210","32210","29200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Female","1040","1000","45450","40400"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Male","920","910","46700","41980"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Female","100","100","42750","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Male","120","120","48410","49860"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Female","90","90","45540","40760"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Male","100","100","45530","45550"
