"Status","Year","Sexual_orientation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Female","60","60","38970","34880"
"Leaver Dept.","2022","LGBO","Unknown","Male","90","80","42720","38160"
"Leaver Dept.","2022","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","Male","90","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","Female","470","410","34490","29290"
"Leaver Dept.","2022","Undeclared","Operational Delivery","Male","270","250","33730","27940"
"Leaver Dept.","2022","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","Female","250","80","45010","41970"
"Leaver Dept.","2022","Undeclared","Policy","Male","230","80","46830","44500"
"Leaver Dept.","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","Female","170","140","39690","39720"
"Leaver Dept.","2022","Undeclared","Science and Engineering","Male","70","70","42980","40060"
"Leaver Dept.","2022","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Female","150","60","42010","35070"
"Leaver Dept.","2022","Undeclared","Unknown","Male","160","80","41370","34640"
"Leaver Dept.","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Male","90","90","40300","37910"
"Leaver Dept.","2022","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicine","Female","50","50","108400","110420"
"Leaver Dept.","2022","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Delivery","Female","820","760","34200","27570"
"Leaver Dept.","2022","Unknown","Operational Delivery","Male","490","480","35800","27710"
"Leaver Dept.","2022","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","Female","80","80","32230","27570"
"Leaver Dept.","2022","Unknown","Other","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","Female","160","150","44670","40050"
"Leaver Dept.","2022","Unknown","Policy","Male","160","160","45340","40600"
"Leaver Dept.","2022","Unknown","Project Delivery","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Project Delivery","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Science and Engineering","Female","260","240","43370","40560"
"Leaver Dept.","2022","Unknown","Science and Engineering","Male","170","160","47880","45590"
"Leaver Dept.","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","1450","1250","37500","32000"
"Leaver Dept.","2022","Unknown","Unknown","Male","1240","1090","39360","32000"
"Leaver Dept.","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Commercial","Female","150","140","34180","33000"
"New entrant CS","2021","Heterosexual / straight","Commercial","Male","130","130","36000","34000"
"New entrant CS","2021","Heterosexual / straight","Communications","Female","150","150","35380","32000"
"New entrant CS","2021","Heterosexual / straight","Communications","Male","70","70","37470","32860"
"New entrant CS","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Digital, Data and Technology","Female","320","310","39650","36940"
"New entrant CS","2021","Heterosexual / straight","Digital, Data and Technology","Male","600","590","41680","38550"
"New entrant CS","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Economics","Female","100","100","31920","31800"
"New entrant CS","2021","Heterosexual / straight","Economics","Male","170","170","32580","31800"
"New entrant CS","2021","Heterosexual / straight","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Finance","Female","250","240","34770","31810"
"New entrant CS","2021","Heterosexual / straight","Finance","Male","190","190","37700","34020"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Female","350","340","32910","29360"
"New entrant CS","2021","Heterosexual / straight","Human Resources","Male","120","120","35340","28840"
"New entrant CS","2021","Heterosexual / straight","Inspector of Education and Training","Female","50","50","62100","70500"
"New entrant CS","2021","Heterosexual / straight","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Intelligence Analysis","Male","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","International Trade","Female","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","International Trade","Male","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Knowledge and Information Management","Female","60","50","29350","28200"
"New entrant CS","2021","Heterosexual / straight","Knowledge and Information Management","Male","60","60","34440","32000"
"New entrant CS","2021","Heterosexual / straight","Legal","Female","400","380","43240","43920"
"New entrant CS","2021","Heterosexual / straight","Legal","Male","220","220","44000","48080"
"New entrant CS","2021","Heterosexual / straight","Medicine","Female","190","150","46540","37890"
"New entrant CS","2021","Heterosexual / straight","Medicine","Male","70","60","61360","63860"
"New entrant CS","2021","Heterosexual / straight","Operational Delivery","Female","5030","4780","25750","22920"
"New entrant CS","2021","Heterosexual / straight","Operational Delivery","Male","3470","3400","27340","24120"
"New entrant CS","2021","Heterosexual / straight","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Operational Research","Female","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Operational Research","Male","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Other","Female","640","610","26280","21030"
"New entrant CS","2021","Heterosexual / straight","Other","Male","550","550","29230","26350"
"New entrant CS","2021","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Policy","Female","940","920","35970","33570"
"New entrant CS","2021","Heterosexual / straight","Policy","Male","760","760","37950","33570"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Female","370","360","35720","33210"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Male","400","400","39630","36740"
"New entrant CS","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Property","Female","120","120","31240","29360"
"New entrant CS","2021","Heterosexual / straight","Property","Male","220","220","35590","33000"
"New entrant CS","2021","Heterosexual / straight","Psychology","Female","60","60","26350","24620"
"New entrant CS","2021","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Female","460","410","32450","30460"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Male","430","420","32530","29350"
"New entrant CS","2021","Heterosexual / straight","Security","Female","100","90","25530","23540"
"New entrant CS","2021","Heterosexual / straight","Security","Male","340","340","26790","23540"
"New entrant CS","2021","Heterosexual / straight","Social Research","Female","100","100","33100","32540"
"New entrant CS","2021","Heterosexual / straight","Social Research","Male","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Statistics","Female","110","110","34500","31810"
"New entrant CS","2021","Heterosexual / straight","Statistics","Male","90","90","34220","31810"
"New entrant CS","2021","Heterosexual / straight","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Tax","Female","490","470","22900","20140"
"New entrant CS","2021","Heterosexual / straight","Tax","Male","450","450","23380","20140"
"New entrant CS","2021","Heterosexual / straight","Unknown","Female","8680","8430","27390","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Male","5900","5870","27650","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Female","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Male","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Delivery","Female","490","480","24860","22920"
"New entrant CS","2021","LGBO","Operational Delivery","Male","340","340","25550","22850"
"New entrant CS","2021","LGBO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other","Female","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Other","Male","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Policy","Female","150","140","34690","32790"
"New entrant CS","2021","LGBO","Policy","Male","120","120","36780","33570"
"New entrant CS","2021","LGBO","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Science and Engineering","Female","50","50","27920","27540"
"New entrant CS","2021","LGBO","Science and Engineering","Male","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Tax","Female","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Tax","Male","70","70","22290","20140"
"New entrant CS","2021","LGBO","Unknown","Female","760","750","27120","27570"
"New entrant CS","2021","LGBO","Unknown","Male","800","800","27130","27570"
"New entrant CS","2021","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Female","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Male","60","60","41210","37610"
"New entrant CS","2021","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Female","470","430","27130","23140"
"New entrant CS","2021","Undeclared","Operational Delivery","Male","260","240","29330","24880"
"New entrant CS","2021","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Female","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Male","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Female","120","120","36050","33210"
"New entrant CS","2021","Undeclared","Policy","Male","100","100","37580","33570"
"New entrant CS","2021","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Female","60","60","32420","31370"
"New entrant CS","2021","Undeclared","Science and Engineering","Male","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Female","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","510","490","28180","27570"
"New entrant CS","2021","Undeclared","Unknown","Male","390","390","28620","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","90","90","39690","38730"
"New entrant CS","2021","Unknown","Commercial","Male","70","70","39990","36500"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Female","120","120","34460","29170"
"New entrant CS","2021","Unknown","Communications","Male","70","70","39690","34850"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Female","250","240","38700","33250"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Male","500","500","41400","38180"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Female","60","60","30660","32390"
"New entrant CS","2021","Unknown","Economics","Male","100","100","31510","32390"
