"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","South West (England)","Declared disabled","100","90","33370","28430"
"In post","2021","Unknown","South West (England)","Declared non-disabled","1000","920","32300","28570"
"In post","2021","Unknown","South West (England)","Undeclared","110","100","29880","27470"
"In post","2021","Unknown","South West (England)","Unknown","2970","2840","31840","27570"
"In post","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","2400","2390","37080","32700"
"In post","2021","Unknown","Wales","Declared disabled","60","50","28100","25890"
"In post","2021","Unknown","Wales","Declared non-disabled","690","630","31480","27570"
"In post","2021","Unknown","Wales","Undeclared","80","70","29220","26000"
"In post","2021","Unknown","Wales","Unknown","3640","3450","27720","23970"
"In post","2021","Unknown","West Midlands (England)","Declared disabled","80","70","29500","27570"
"In post","2021","Unknown","West Midlands (England)","Declared non-disabled","820","750","29610","27570"
"In post","2021","Unknown","West Midlands (England)","Undeclared","120","110","30160","27570"
"In post","2021","Unknown","West Midlands (England)","Unknown","2600","2490","28320","25560"
"In post","2021","Unknown","Yorkshire and The Humber","Declared disabled","70","60","27830","26000"
"In post","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","750","680","31740","27570"
"In post","2021","Unknown","Yorkshire and The Humber","Undeclared","140","130","31110","30620"
"In post","2021","Unknown","Yorkshire and The Humber","Unknown","3890","3750","29560","25560"
"In post","2021","White","East Midlands (England)","Declared disabled","2170","1980","28670","27570"
"In post","2021","White","East Midlands (England)","Declared non-disabled","11370","10520","30550","27570"
"In post","2021","White","East Midlands (England)","Undeclared","920","850","29250","27570"
"In post","2021","White","East Midlands (England)","Unknown","650","610","30450","27130"
"In post","2021","White","East of England","Declared disabled","2150","1960","29870","27570"
"In post","2021","White","East of England","Declared non-disabled","12820","11900","30770","27920"
"In post","2021","White","East of England","Undeclared","1110","1020","30960","30030"
"In post","2021","White","East of England","Unknown","1050","990","34530","31810"
"In post","2021","White","London","Declared disabled","5450","5210","43590","37920"
"In post","2021","White","London","Declared non-disabled","41100","39510","47710","42410"
"In post","2021","White","London","Undeclared","2290","2200","43940","37890"
"In post","2021","White","London","Unknown","4060","3920","47380","41760"
"In post","2021","White","North East (England)","Declared disabled","3130","2740","26950","25560"
"In post","2021","White","North East (England)","Declared non-disabled","18550","16660","28810","26290"
"In post","2021","White","North East (England)","Undeclared","1210","1090","28940","27570"
"In post","2021","White","North East (England)","Unknown","1490","1300","27650","23470"
"In post","2021","White","North West (England)","Declared disabled","6110","5480","28300","27370"
"In post","2021","White","North West (England)","Declared non-disabled","34410","31670","29940","27570"
"In post","2021","White","North West (England)","Undeclared","2220","2030","29070","27570"
"In post","2021","White","North West (England)","Unknown","2750","2580","31750","28840"
"In post","2021","White","Northern Ireland","Declared disabled","310","280","27280","25560"
"In post","2021","White","Northern Ireland","Declared non-disabled","2240","2100","28610","25560"
"In post","2021","White","Northern Ireland","Undeclared","150","140","28380","25560"
"In post","2021","White","Northern Ireland","Unknown","340","320","27930","24880"
"In post","2021","White","Overseas","Declared disabled","170","170","49400","52430"
"In post","2021","White","Overseas","Declared non-disabled","2130","2130","49920","49870"
"In post","2021","White","Overseas","Undeclared","70","70","48390","43920"
"In post","2021","White","Overseas","Unknown","250","240","54740","53500"
"In post","2021","White","Scotland","Declared disabled","3960","3610","30300","27570"
"In post","2021","White","Scotland","Declared non-disabled","24800","23020","32650","27570"
"In post","2021","White","Scotland","Undeclared","970","900","29740","27570"
"In post","2021","White","Scotland","Unknown","4940","4620","35690","33650"
"In post","2021","White","South East (England)","Declared disabled","3930","3610","30270","27570"
"In post","2021","White","South East (England)","Declared non-disabled","23870","22230","31720","28540"
"In post","2021","White","South East (England)","Undeclared","2090","1940","31190","30130"
"In post","2021","White","South East (England)","Unknown","2180","2010","33360","29540"
"In post","2021","White","South West (England)","Declared disabled","4180","3860","32170","28200"
"In post","2021","White","South West (England)","Declared non-disabled","28020","26320","34630","31640"
"In post","2021","White","South West (England)","Undeclared","1660","1550","33960","31650"
"In post","2021","White","South West (England)","Unknown","2540","2420","36560","33700"
"In post","2021","White","Unknown","Declared disabled","140","130","31450","27570"
"In post","2021","White","Unknown","Declared non-disabled","750","710","33510","27570"
"In post","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Unknown","50","50","43360","43480"
"In post","2021","White","Wales","Declared disabled","3260","2910","28640","26780"
"In post","2021","White","Wales","Declared non-disabled","22890","21080","31740","27570"
"In post","2021","White","Wales","Undeclared","1340","1220","28980","27460"
"In post","2021","White","Wales","Unknown","1720","1590","30610","27130"
"In post","2021","White","West Midlands (England)","Declared disabled","2710","2470","29220","27570"
"In post","2021","White","West Midlands (England)","Declared non-disabled","14680","13560","31250","27570"
"In post","2021","White","West Midlands (England)","Undeclared","1170","1080","30040","27570"
"In post","2021","White","West Midlands (England)","Unknown","1060","1010","35090","31810"
"In post","2021","White","Yorkshire and The Humber","Declared disabled","3410","3060","30230","27570"
"In post","2021","White","Yorkshire and The Humber","Declared non-disabled","20800","19120","31930","27570"
"In post","2021","White","Yorkshire and The Humber","Undeclared","1490","1370","31090","30830"
"In post","2021","White","Yorkshire and The Humber","Unknown","1150","1090","34000","30080"
"In post","2022","Asian","East Midlands (England)","Declared disabled","210","190","27100","26820"
"In post","2022","Asian","East Midlands (England)","Declared non-disabled","1530","1400","28320","26820"
"In post","2022","Asian","East Midlands (England)","Undeclared","80","70","29620","27570"
"In post","2022","Asian","East Midlands (England)","Unknown","120","120","30730","26850"
"In post","2022","Asian","East of England","Declared disabled","130","120","30660","27570"
"In post","2022","Asian","East of England","Declared non-disabled","920","850","30400","27570"
"In post","2022","Asian","East of England","Undeclared","30","30","[c]","[c]"
"In post","2022","Asian","East of England","Unknown","90","90","44210","37000"
"In post","2022","Asian","London","Declared disabled","1400","1300","36830","31880"
"In post","2022","Asian","London","Declared non-disabled","11500","10910","38010","33400"
"In post","2022","Asian","London","Undeclared","600","570","38230","33570"
"In post","2022","Asian","London","Unknown","1300","1260","41650","37700"
"In post","2022","Asian","North East (England)","Declared disabled","50","50","28340","27570"
"In post","2022","Asian","North East (England)","Declared non-disabled","470","440","29740","26820"
"In post","2022","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Unknown","50","40","[c]","[c]"
"In post","2022","Asian","North West (England)","Declared disabled","310","280","28150","27570"
"In post","2022","Asian","North West (England)","Declared non-disabled","2530","2350","28750","26820"
"In post","2022","Asian","North West (England)","Undeclared","160","150","29060","27570"
"In post","2022","Asian","North West (England)","Unknown","250","230","32120","29360"
"In post","2022","Asian","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Declared non-disabled","120","120","44590","38450"
"In post","2022","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Unknown","40","40","[c]","[c]"
"In post","2022","Asian","Scotland","Declared disabled","60","50","30100","27230"
"In post","2022","Asian","Scotland","Declared non-disabled","570","530","32500","27570"
"In post","2022","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Unknown","90","90","34710","31390"
"In post","2022","Asian","South East (England)","Declared disabled","120","110","30180","28650"
"In post","2022","Asian","South East (England)","Declared non-disabled","1190","1100","30560","28350"
"In post","2022","Asian","South East (England)","Undeclared","80","70","30920","28130"
"In post","2022","Asian","South East (England)","Unknown","150","140","32030","27570"
"In post","2022","Asian","South West (England)","Declared disabled","70","60","32390","27570"
"In post","2022","Asian","South West (England)","Declared non-disabled","730","690","34840","32010"
"In post","2022","Asian","South West (England)","Undeclared","40","40","[c]","[c]"
"In post","2022","Asian","South West (England)","Unknown","70","60","38530","33370"
"In post","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Declared non-disabled","130","120","28650","27570"
"In post","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Declared disabled","40","40","[c]","[c]"
"In post","2022","Asian","Wales","Declared non-disabled","470","450","31100","26820"
"In post","2022","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Unknown","70","60","31230","26820"
"In post","2022","Asian","West Midlands (England)","Declared disabled","480","440","28580","27570"
"In post","2022","Asian","West Midlands (England)","Declared non-disabled","3810","3570","28600","27130"
"In post","2022","Asian","West Midlands (England)","Undeclared","200","180","27480","27570"
"In post","2022","Asian","West Midlands (England)","Unknown","370","360","32560","28840"
"In post","2022","Asian","Yorkshire and The Humber","Declared disabled","240","220","28620","27570"
"In post","2022","Asian","Yorkshire and The Humber","Declared non-disabled","2330","2160","28880","27570"
"In post","2022","Asian","Yorkshire and The Humber","Undeclared","120","110","28910","27570"
"In post","2022","Asian","Yorkshire and The Humber","Unknown","240","230","30740","26820"
"In post","2022","Black","East Midlands (England)","Declared disabled","80","70","27760","27570"
"In post","2022","Black","East Midlands (England)","Declared non-disabled","470","450","28220","26780"
"In post","2022","Black","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"In post","2022","Black","East Midlands (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Black","East of England","Declared disabled","90","80","30600","29290"
"In post","2022","Black","East of England","Declared non-disabled","490","470","30560","29290"
"In post","2022","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","Unknown","30","30","[c]","[c]"
"In post","2022","Black","London","Declared disabled","1350","1290","34590","31060"
"In post","2022","Black","London","Declared non-disabled","7990","7730","35210","31170"
"In post","2022","Black","London","Undeclared","500","480","34470","32000"
"In post","2022","Black","London","Unknown","660","650","38660","35010"
"In post","2022","Black","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Declared non-disabled","140","130","28810","26820"
"In post","2022","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Declared disabled","80","70","30850","27570"
"In post","2022","Black","North West (England)","Declared non-disabled","750","720","29230","27570"
