"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","White","Counter Fraud","400","370","34770","31810"
"In post","2021","Undeclared","White","Debt","170","140","23520","21440"
"In post","2021","Undeclared","White","Digital, Data & Technology","620","590","40820","38450"
"In post","2021","Undeclared","White","Finance","480","440","38850","33680"
"In post","2021","Undeclared","White","Grants Management","40","30","[c]","[c]"
"In post","2021","Undeclared","White","Human Resources","380","360","35840","31810"
"In post","2021","Undeclared","White","Internal Audit","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Legal","480","440","48370","46530"
"In post","2021","Undeclared","White","No function","9540","8610","32330","28130"
"In post","2021","Undeclared","White","Project Delivery","1490","1410","40110","35590"
"In post","2021","Undeclared","White","Property","410","390","36480","33300"
"In post","2021","Undeclared","White","Security","500","490","34680","37730"
"In post","2021","Undeclared","White","Unknown","8580","7750","30410","27570"
"In post","2021","Unknown","Asian","Analysis","30","30","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","50","40","[c]","[c]"
"In post","2021","Unknown","Asian","Counter Fraud","120","110","30510","29570"
"In post","2021","Unknown","Asian","Debt","100","80","25950","25560"
"In post","2021","Unknown","Asian","Digital, Data & Technology","110","100","40850","39020"
"In post","2021","Unknown","Asian","Finance","70","60","33130","30390"
"In post","2021","Unknown","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","160","140","44160","44860"
"In post","2021","Unknown","Asian","No function","900","820","33370","28130"
"In post","2021","Unknown","Asian","Project Delivery","80","80","44890","39650"
"In post","2021","Unknown","Asian","Property","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","1480","1250","27850","27570"
"In post","2021","Unknown","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Debt","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","90","80","44950","43460"
"In post","2021","Unknown","Black","No function","510","480","32730","30200"
"In post","2021","Unknown","Black","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","660","590","29240","30330"
"In post","2021","Unknown","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","No function","60","60","40890","35610"
"In post","2021","Unknown","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Legal","40","40","[c]","[c]"
"In post","2021","Unknown","Mixed","No function","210","200","35990","31810"
"In post","2021","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","210","180","28900","27570"
"In post","2021","Unknown","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","No function","110","100","36670","31650"
"In post","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","100","80","29340","27570"
"In post","2021","Unknown","Undeclared","Analysis","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Communications","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Counter Fraud","100","90","35070","32520"
"In post","2021","Unknown","Undeclared","Debt","40","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Digital, Data & Technology","130","130","41280","39650"
"In post","2021","Unknown","Undeclared","Finance","50","50","34860","31810"
"In post","2021","Unknown","Undeclared","Grants Management","60","50","29130","26420"
"In post","2021","Unknown","Undeclared","Human Resources","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Legal","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","No function","1270","1170","37400","33650"
"In post","2021","Unknown","Undeclared","Project Delivery","160","150","42320","39110"
"In post","2021","Unknown","Undeclared","Property","60","60","35720","33300"
"In post","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","2090","1780","27850","27570"
"In post","2021","Unknown","Unknown","Analysis","910","880","40590","36590"
"In post","2021","Unknown","Unknown","Commercial","1530","1500","60040","54700"
"In post","2021","Unknown","Unknown","Communications","2080","2030","32890","26350"
"In post","2021","Unknown","Unknown","Counter Fraud","1500","1440","31600","29570"
"In post","2021","Unknown","Unknown","Debt","1470","1380","21300","20140"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","2280","2240","40550","37300"
"In post","2021","Unknown","Unknown","Finance","1090","1030","35990","32790"
"In post","2021","Unknown","Unknown","Grants Management","690","660","24240","21050"
"In post","2021","Unknown","Unknown","Human Resources","850","810","34790","31810"
"In post","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Legal","1410","1330","45800","48080"
"In post","2021","Unknown","Unknown","No function","28360","26870","30000","26300"
"In post","2021","Unknown","Unknown","Project Delivery","2590","2520","41470","38600"
"In post","2021","Unknown","Unknown","Property","1380","1310","30430","26500"
"In post","2021","Unknown","Unknown","Security","1210","1190","30240","26750"
"In post","2021","Unknown","Unknown","Unknown","13160","12500","32600","27570"
"In post","2021","Unknown","White","Analysis","610","570","41310","36580"
"In post","2021","Unknown","White","Commercial","420","400","45160","41820"
"In post","2021","Unknown","White","Communications","370","340","36720","31810"
"In post","2021","Unknown","White","Counter Fraud","740","670","31920","29570"
"In post","2021","Unknown","White","Debt","400","340","24910","21440"
"In post","2021","Unknown","White","Digital, Data & Technology","1310","1250","40650","39310"
"In post","2021","Unknown","White","Finance","600","540","34290","29200"
"In post","2021","Unknown","White","Grants Management","230","200","24530","21050"
"In post","2021","Unknown","White","Human Resources","410","380","33620","31580"
"In post","2021","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Legal","1280","1130","48270","52490"
"In post","2021","Unknown","White","No function","12740","11260","32300","30080"
"In post","2021","Unknown","White","Project Delivery","1390","1310","41640","38630"
"In post","2021","Unknown","White","Property","820","780","30820","28120"
"In post","2021","Unknown","White","Security","270","260","37320","39070"
"In post","2021","Unknown","White","Unknown","13360","11440","28590","27570"
"In post","2022","Heterosexual / straight","Asian","Analysis","540","520","42920","38370"
"In post","2022","Heterosexual / straight","Asian","Commercial","250","250","42550","38840"
"In post","2022","Heterosexual / straight","Asian","Communications","580","570","32450","27140"
"In post","2022","Heterosexual / straight","Asian","Counter Fraud","1040","980","31220","28940"
"In post","2022","Heterosexual / straight","Asian","Debt","540","480","23040","21260"
"In post","2022","Heterosexual / straight","Asian","Digital, Data & Technology","1170","1150","41930","37910"
"In post","2022","Heterosexual / straight","Asian","Finance","950","920","39280","36500"
"In post","2022","Heterosexual / straight","Asian","Grants Management","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Asian","Human Resources","590","570","37170","33370"
"In post","2022","Heterosexual / straight","Asian","Internal Audit","80","70","47320","44020"
"In post","2022","Heterosexual / straight","Asian","Legal","980","920","43830","48080"
"In post","2022","Heterosexual / straight","Asian","No function","14660","13760","31570","27970"
"In post","2022","Heterosexual / straight","Asian","Project Delivery","1050","1020","42150","38600"
"In post","2022","Heterosexual / straight","Asian","Property","380","370","36950","33000"
"In post","2022","Heterosexual / straight","Asian","Security","270","270","33900","31660"
"In post","2022","Heterosexual / straight","Asian","Unknown","4830","4530","32690","29040"
"In post","2022","Heterosexual / straight","Black","Analysis","170","170","39500","37610"
"In post","2022","Heterosexual / straight","Black","Commercial","130","130","40390","36530"
"In post","2022","Heterosexual / straight","Black","Communications","210","200","32810","27500"
"In post","2022","Heterosexual / straight","Black","Counter Fraud","470","440","31050","31020"
"In post","2022","Heterosexual / straight","Black","Debt","150","140","24670","21260"
"In post","2022","Heterosexual / straight","Black","Digital, Data & Technology","560","560","39700","36590"
"In post","2022","Heterosexual / straight","Black","Finance","400","390","39440","36650"
"In post","2022","Heterosexual / straight","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Human Resources","340","330","36870","34290"
"In post","2022","Heterosexual / straight","Black","Internal Audit","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Legal","520","500","40770","33930"
"In post","2022","Heterosexual / straight","Black","No function","8610","8290","31700","30450"
"In post","2022","Heterosexual / straight","Black","Project Delivery","600","590","39720","37920"
"In post","2022","Heterosexual / straight","Black","Property","170","160","37930","34600"
"In post","2022","Heterosexual / straight","Black","Security","120","120","33020","30590"
"In post","2022","Heterosexual / straight","Black","Unknown","2030","1930","33390","29250"
"In post","2022","Heterosexual / straight","Mixed","Analysis","170","160","43720","40280"
"In post","2022","Heterosexual / straight","Mixed","Commercial","70","70","39900","36520"
"In post","2022","Heterosexual / straight","Mixed","Communications","150","150","38190","33370"
"In post","2022","Heterosexual / straight","Mixed","Counter Fraud","180","170","33230","29290"
"In post","2022","Heterosexual / straight","Mixed","Debt","70","60","23060","21260"
"In post","2022","Heterosexual / straight","Mixed","Digital, Data & Technology","260","250","40860","37500"
"In post","2022","Heterosexual / straight","Mixed","Finance","170","160","40870","37350"
"In post","2022","Heterosexual / straight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Human Resources","190","190","40650","36570"
"In post","2022","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Legal","250","240","48200","50500"
"In post","2022","Heterosexual / straight","Mixed","No function","4130","3940","33420","30110"
"In post","2022","Heterosexual / straight","Mixed","Project Delivery","340","330","42450","39700"
"In post","2022","Heterosexual / straight","Mixed","Property","90","90","37050","33370"
"In post","2022","Heterosexual / straight","Mixed","Security","110","100","37320","34590"
"In post","2022","Heterosexual / straight","Mixed","Unknown","940","890","36110","30820"
