"Status","Year","Sexual_orientation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","LGBO","Male","Policy","110","100","43850","40050"
"Leaver Dept.","2022","LGBO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Science and Engineering","60","50","39700","32570"
"Leaver Dept.","2022","LGBO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Unknown","90","80","42720","38160"
"Leaver Dept.","2022","LGBO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Commercial","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Digital, Data and Technology","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Finance","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Human Resources","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Medicine","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Operational Delivery","470","410","34490","29290"
"Leaver Dept.","2022","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Policy","250","80","45010","41970"
"Leaver Dept.","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Science and Engineering","170","140","39690","39720"
"Leaver Dept.","2022","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Unknown","150","60","42010","35070"
"Leaver Dept.","2022","Undeclared","Male","Commercial","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Digital, Data and Technology","90","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Operational Delivery","270","250","33730","27940"
"Leaver Dept.","2022","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Policy","230","80","46830","44500"
"Leaver Dept.","2022","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Science and Engineering","70","70","42980","40060"
"Leaver Dept.","2022","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Unknown","160","80","41370","34640"
"Leaver Dept.","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Communications","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Medicine","50","50","108400","110420"
"Leaver Dept.","2022","Unknown","Female","Operational Delivery","820","760","34200","27570"
"Leaver Dept.","2022","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other","80","80","32230","27570"
"Leaver Dept.","2022","Unknown","Female","Policy","160","150","44670","40050"
"Leaver Dept.","2022","Unknown","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Science and Engineering","260","240","43370","40560"
"Leaver Dept.","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","1450","1250","37500","32000"
"Leaver Dept.","2022","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Digital, Data and Technology","90","90","40300","37910"
"Leaver Dept.","2022","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Operational Delivery","490","480","35800","27710"
"Leaver Dept.","2022","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Policy","160","160","45340","40600"
"Leaver Dept.","2022","Unknown","Male","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Science and Engineering","170","160","47880","45590"
"Leaver Dept.","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","1240","1090","39360","32000"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Commercial","150","140","34180","33000"
"New entrant CS","2021","Heterosexual / straight","Female","Communications","150","150","35380","32000"
"New entrant CS","2021","Heterosexual / straight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Digital, Data and Technology","320","310","39650","36940"
"New entrant CS","2021","Heterosexual / straight","Female","Economics","100","100","31920","31800"
"New entrant CS","2021","Heterosexual / straight","Female","Finance","250","240","34770","31810"
"New entrant CS","2021","Heterosexual / straight","Female","Human Resources","350","340","32910","29360"
"New entrant CS","2021","Heterosexual / straight","Female","Inspector of Education and Training","50","50","62100","70500"
"New entrant CS","2021","Heterosexual / straight","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","International Trade","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Knowledge and Information Management","60","50","29350","28200"
"New entrant CS","2021","Heterosexual / straight","Female","Legal","400","380","43240","43920"
"New entrant CS","2021","Heterosexual / straight","Female","Medicine","190","150","46540","37890"
"New entrant CS","2021","Heterosexual / straight","Female","Operational Delivery","5030","4780","25750","22920"
"New entrant CS","2021","Heterosexual / straight","Female","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Other","640","610","26280","21030"
"New entrant CS","2021","Heterosexual / straight","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Female","Policy","940","920","35970","33570"
"New entrant CS","2021","Heterosexual / straight","Female","Project Delivery","370","360","35720","33210"
"New entrant CS","2021","Heterosexual / straight","Female","Property","120","120","31240","29360"
"New entrant CS","2021","Heterosexual / straight","Female","Psychology","60","60","26350","24620"
"New entrant CS","2021","Heterosexual / straight","Female","Science and Engineering","460","410","32450","30460"
"New entrant CS","2021","Heterosexual / straight","Female","Security","100","90","25530","23540"
"New entrant CS","2021","Heterosexual / straight","Female","Social Research","100","100","33100","32540"
"New entrant CS","2021","Heterosexual / straight","Female","Statistics","110","110","34500","31810"
"New entrant CS","2021","Heterosexual / straight","Female","Tax","490","470","22900","20140"
"New entrant CS","2021","Heterosexual / straight","Female","Unknown","8680","8430","27390","27570"
"New entrant CS","2021","Heterosexual / straight","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Commercial","130","130","36000","34000"
"New entrant CS","2021","Heterosexual / straight","Male","Communications","70","70","37470","32860"
"New entrant CS","2021","Heterosexual / straight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Digital, Data and Technology","600","590","41680","38550"
"New entrant CS","2021","Heterosexual / straight","Male","Economics","170","170","32580","31800"
"New entrant CS","2021","Heterosexual / straight","Male","Finance","190","190","37700","34020"
"New entrant CS","2021","Heterosexual / straight","Male","Human Resources","120","120","35340","28840"
"New entrant CS","2021","Heterosexual / straight","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Knowledge and Information Management","60","60","34440","32000"
"New entrant CS","2021","Heterosexual / straight","Male","Legal","220","220","44000","48080"
"New entrant CS","2021","Heterosexual / straight","Male","Medicine","70","60","61360","63860"
"New entrant CS","2021","Heterosexual / straight","Male","Operational Delivery","3470","3400","27340","24120"
"New entrant CS","2021","Heterosexual / straight","Male","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Other","550","550","29230","26350"
"New entrant CS","2021","Heterosexual / straight","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Policy","760","760","37950","33570"
"New entrant CS","2021","Heterosexual / straight","Male","Project Delivery","400","400","39630","36740"
"New entrant CS","2021","Heterosexual / straight","Male","Property","220","220","35590","33000"
"New entrant CS","2021","Heterosexual / straight","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Science and Engineering","430","420","32530","29350"
"New entrant CS","2021","Heterosexual / straight","Male","Security","340","340","26790","23540"
"New entrant CS","2021","Heterosexual / straight","Male","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Male","Statistics","90","90","34220","31810"
"New entrant CS","2021","Heterosexual / straight","Male","Tax","450","450","23380","20140"
"New entrant CS","2021","Heterosexual / straight","Male","Unknown","5900","5870","27650","27570"
"New entrant CS","2021","Heterosexual / straight","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Operational Delivery","490","480","24860","22920"
"New entrant CS","2021","LGBO","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Other","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Policy","150","140","34690","32790"
"New entrant CS","2021","LGBO","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Science and Engineering","50","50","27920","27540"
"New entrant CS","2021","LGBO","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Tax","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Female","Unknown","760","750","27120","27570"
"New entrant CS","2021","LGBO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Operational Delivery","340","340","25550","22850"
"New entrant CS","2021","LGBO","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Other","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Policy","120","120","36780","33570"
"New entrant CS","2021","LGBO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Male","Tax","70","70","22290","20140"
"New entrant CS","2021","LGBO","Male","Unknown","800","800","27130","27570"
"New entrant CS","2021","LGBO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Operational Delivery","470","430","27130","23140"
"New entrant CS","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Other","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Policy","120","120","36050","33210"
"New entrant CS","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Science and Engineering","60","60","32420","31370"
"New entrant CS","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Tax","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Unknown","510","490","28180","27570"
"New entrant CS","2021","Undeclared","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Digital, Data and Technology","60","60","41210","37610"
"New entrant CS","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Operational Delivery","260","240","29330","24880"
"New entrant CS","2021","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Other","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Policy","100","100","37580","33570"
"New entrant CS","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Unknown","390","390","28620","27570"
"New entrant CS","2021","Undeclared","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","90","90","39690","38730"
"New entrant CS","2021","Unknown","Female","Communications","120","120","34460","29170"
"New entrant CS","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data and Technology","250","240","38700","33250"
"New entrant CS","2021","Unknown","Female","Economics","60","60","30660","32390"
"New entrant CS","2021","Unknown","Female","Finance","120","110","35450","32790"
"New entrant CS","2021","Unknown","Female","Human Resources","120","120","34060","28500"
"New entrant CS","2021","Unknown","Female","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","140","130","38880","30990"
"New entrant CS","2021","Unknown","Female","Medicine","70","60","47210","37890"
"New entrant CS","2021","Unknown","Female","Operational Delivery","3210","3070","23600","22350"
