"Status","Year","Responsibility_level","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","The National Archives","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Hydrographic Office","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","AA/AO","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Intellectual Property Office","Declared non-disabled","130","120","20750","21140"
"In post","2021","AA/AO","UK Intellectual Property Office","Unknown","50","50","20950","21140"
"In post","2021","AA/AO","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Declared disabled","150","100","19430","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Declared non-disabled","620","420","19630","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Undeclared","60","40","19370","19130"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Unknown","640","470","19710","19130"
"In post","2021","AA/AO","Valuation Office Agency","Declared disabled","70","70","21140","21100"
"In post","2021","AA/AO","Valuation Office Agency","Declared non-disabled","460","410","21420","21100"
"In post","2021","AA/AO","Valuation Office Agency","Undeclared","50","50","21940","21100"
"In post","2021","AA/AO","Valuation Office Agency","Unknown","260","250","20950","21100"
"In post","2021","AA/AO","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Vehicle Certification Agency","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government (excl. agencies)","Declared disabled","70","60","23430","23830"
"In post","2021","AA/AO","Welsh Government (excl. agencies)","Declared non-disabled","780","710","23420","23830"
"In post","2021","AA/AO","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government (excl. agencies)","Unknown","90","80","22420","22160"
"In post","2021","AA/AO","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Declared disabled","40","40","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Declared non-disabled","70","70","24900","24250"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Advisory, Conciliation and Arbitration Service","Unknown","240","220","25110","24250"
"In post","2021","EO","Animal and Plant Health Agency","Declared disabled","100","100","26500","25330"
"In post","2021","EO","Animal and Plant Health Agency","Declared non-disabled","570","550","26640","26160"
"In post","2021","EO","Animal and Plant Health Agency","Undeclared","40","40","[c]","[c]"
"In post","2021","EO","Animal and Plant Health Agency","Unknown","50","50","25880","25330"
"In post","2021","EO","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Declared disabled","120","110","27190","27500"
"In post","2021","EO","Cabinet Office (excl. agencies)","Declared non-disabled","560","550","27260","27500"
"In post","2021","EO","Cabinet Office (excl. agencies)","Undeclared","40","30","[c]","[c]"
"In post","2021","EO","Cabinet Office (excl. agencies)","Unknown","170","170","27210","27500"
"In post","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","90","80","25070","24920"
"In post","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Unknown","30","30","[c]","[c]"
"In post","2021","EO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Declared non-disabled","50","50","24440","24440"
"In post","2021","EO","Charity Commission","Unknown","50","50","25010","24440"
"In post","2021","EO","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Companies House","Declared non-disabled","180","170","27590","27460"
"In post","2021","EO","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Companies House","Unknown","80","70","28030","27460"
"In post","2021","EO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Declared non-disabled","70","60","28370","27920"
"In post","2021","EO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Criminal Injuries Compensation Authority","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","EO","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Commercial Service","Unknown","90","80","23370","22230"
"In post","2021","EO","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Office and Procurator Fiscal Service","Declared non-disabled","290","280","27340","26570"
"In post","2021","EO","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Prosecution Service","Declared disabled","140","120","28210","28430"
"In post","2021","EO","Crown Prosecution Service","Declared non-disabled","960","880","28100","28430"
"In post","2021","EO","Crown Prosecution Service","Unknown","260","250","27300","26970"
"In post","2021","EO","Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Defence Electronics and Components Agency","Declared non-disabled","120","110","28150","28750"
"In post","2021","EO","Defence Electronics and Components Agency","Undeclared","120","120","28010","28110"
"In post","2021","EO","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Defence Equipment and Support","Declared disabled","290","270","22630","21850"
"In post","2021","EO","Defence Equipment and Support","Declared non-disabled","1840","1770","22290","21220"
"In post","2021","EO","Defence Equipment and Support","Undeclared","110","110","22840","22560"
"In post","2021","EO","Defence Equipment and Support","Unknown","370","350","21560","20510"
"In post","2021","EO","Defence Science and Technology Laboratory","Declared disabled","40","30","[c]","[c]"
"In post","2021","EO","Defence Science and Technology Laboratory","Declared non-disabled","140","130","23170","22780"
"In post","2021","EO","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Defence Science and Technology Laboratory","Unknown","50","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","50","50","28290","27690"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","250","240","28070","27680"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","90","90","28060","27680"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Declared non-disabled","140","130","27470","26180"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education (excl. agencies)","Declared disabled","80","80","26690","26000"
"In post","2021","EO","Department for Education (excl. agencies)","Declared non-disabled","390","380","27150","26000"
"In post","2021","EO","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education (excl. agencies)","Unknown","240","240","26490","25000"
"In post","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","70","70","26700","26050"
"In post","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","340","330","26730","25950"
"In post","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","70","70","27040","27240"
"In post","2021","EO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Declared non-disabled","130","130","27650","27580"
"In post","2021","EO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Unknown","90","90","26730","26510"
"In post","2021","EO","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport (excl. agencies)","Declared non-disabled","230","220","28800","30270"
"In post","2021","EO","Department for Transport (excl. agencies)","Undeclared","110","110","28400","30270"
"In post","2021","EO","Department for Transport (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","EO","Department for Work and Pensions (excl. agencies)","Declared disabled","8370","7430","28060","27570"
"In post","2021","EO","Department for Work and Pensions (excl. agencies)","Declared non-disabled","36110","32640","28120","27570"
"In post","2021","EO","Department for Work and Pensions (excl. agencies)","Undeclared","2190","2050","28140","27570"
"In post","2021","EO","Department for Work and Pensions (excl. agencies)","Unknown","1900","1830","28350","27570"
"In post","2021","EO","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care (excl. agencies)","Declared non-disabled","90","80","27680","27770"
"In post","2021","EO","Department of Health and Social Care (excl. agencies)","Unknown","330","330","26550","27270"
"In post","2021","EO","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
