"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inner London - West","Department for Education","London","2580","2490","50360","53420"
"In post","2021","Inner London - West","Department for Environment, Food and Rural Affairs","London","2510","2440","45300","39910"
"In post","2021","Inner London - West","Department for International Trade","London","2320","2290","45240","38950"
"In post","2021","Inner London - West","Department for Transport","London","2980","2930","48780","44030"
"In post","2021","Inner London - West","Department for Work and Pensions","London","2710","2590","42680","36650"
"In post","2021","Inner London - West","Department of Health and Social Care","London","2440","2390","48400","41890"
"In post","2021","Inner London - West","Food Standards Agency","London","470","460","42540","40350"
"In post","2021","Inner London - West","Foreign, Commonwealth and Development Office","London","4260","4160","49350","44880"
"In post","2021","Inner London - West","HM Revenue and Customs","London","3250","3120","46550","41760"
"In post","2021","Inner London - West","HM Treasury","London","2320","2270","48890","52500"
"In post","2021","Inner London - West","Home Office","London","4500","4360","47130","41970"
"In post","2021","Inner London - West","Ministry of Defence","London","2980","2940","44680","42200"
"In post","2021","Inner London - West","Ministry of Housing, Communities and Local Government","London","1870","1830","48290","53130"
"In post","2021","Inner London - West","Ministry of Justice","London","6940","6720","38490","33260"
"In post","2021","Inner London - West","Northern Ireland Office","London","80","80","50360","47630"
"In post","2021","Inner London - West","Office for Standards in Education","London","450","440","56860","51360"
"In post","2021","Inner London - West","Other Cabinet Office Agencies","London","80","80","50750","54180"
"In post","2021","Inner London - West","Scotland Office","London","40","30","[c]","[c]"
"In post","2021","Inner London - West","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","UK Export Finance","London","400","390","53500","48830"
"In post","2021","Inner London - West","UK Supreme Court","London","60","50","38600","35150"
"In post","2021","Inner London - West","United Kingdom Statistics Authority","London","390","380","42630","32540"
"In post","2021","Inner London - West","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Water Services Regulation Authority","London","70","70","69430","66360"
"In post","2021","Inner London - West","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Attorney General's Departments","South East (England)","130","120","39410","30110"
"In post","2021","Kent","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Department for Business, Energy and Industrial Strategy","South East (England)","60","50","26670","20880"
"In post","2021","Kent","Department for Environment, Food and Rural Affairs","South East (England)","60","60","29030","27380"
"In post","2021","Kent","Department for Transport","South East (England)","190","180","31430","30580"
"In post","2021","Kent","Department for Work and Pensions","South East (England)","1770","1650","29040","29290"
"In post","2021","Kent","Department of Health and Social Care","South East (England)","50","40","[c]","[c]"
"In post","2021","Kent","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","HM Revenue and Customs","South East (England)","280","260","29990","28130"
"In post","2021","Kent","Home Office","South East (England)","2390","2170","27220","25310"
"In post","2021","Kent","Ministry of Defence","South East (England)","540","520","33190","29200"
"In post","2021","Kent","Ministry of Justice","South East (England)","2860","2710","29730","29960"
"In post","2021","Kent","National Crime Agency","South East (England)","200","190","40530","40060"
"In post","2021","Lancashire","Attorney General's Departments","North West (England)","180","170","40040","38000"
"In post","2021","Lancashire","Cabinet Office","North West (England)","50","50","[c]","[c]"
"In post","2021","Lancashire","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Department for Business, Energy and Industrial Strategy","North West (England)","50","50","33410","31700"
"In post","2021","Lancashire","Department for Environment, Food and Rural Affairs","North West (England)","100","100","33340","29690"
"In post","2021","Lancashire","Department for Transport","North West (England)","110","100","28520","26780"
"In post","2021","Lancashire","Department for Work and Pensions","North West (England)","7670","6950","27270","27570"
"In post","2021","Lancashire","Department of Health and Social Care","North West (England)","70","60","41490","34800"
"In post","2021","Lancashire","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","HM Land Registry","North West (England)","410","370","29070","27130"
"In post","2021","Lancashire","HM Revenue and Customs","North West (England)","1970","1740","27380","21440"
"In post","2021","Lancashire","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Ministry of Defence","North West (England)","580","530","29510","26670"
"In post","2021","Lancashire","Ministry of Justice","North West (England)","2800","2580","29070","26810"
"In post","2021","Lancashire","National Crime Agency","North West (England)","80","70","36160","36410"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","East Midlands (England)","160","140","39390","38470"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Department for Transport","East Midlands (England)","170","160","31390","27250"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","East Midlands (England)","1640","1460","25540","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HM Land Registry","East Midlands (England)","310","290","29170","27130"
"In post","2021","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","East Midlands (England)","440","380","26470","21440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Home Office","East Midlands (England)","210","190","28170","26160"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","East Midlands (England)","440","420","28550","22500"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","East Midlands (England)","2750","2540","26870","24000"
"In post","2021","Leicestershire, Rutland and Northamptonshire","National Crime Agency","East Midlands (England)","80","80","36460","37590"
"In post","2021","Lincolnshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Lincolnshire","Department for Transport","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Lincolnshire","Department for Work and Pensions","East Midlands (England)","550","480","26440","27570"
"In post","2021","Lincolnshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Ministry of Defence","East Midlands (England)","1130","1100","28000","25000"
"In post","2021","Lincolnshire","Ministry of Justice","East Midlands (England)","930","880","28270","26300"
"In post","2021","Lincolnshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Attorney General's Departments","North West (England)","360","350","37570","30930"
"In post","2021","Merseyside","Cabinet Office","North West (England)","130","120","49120","49700"
"In post","2021","Merseyside","Charity Commission","North West (England)","310","290","32780","29160"
"In post","2021","Merseyside","Department for Business, Energy and Industrial Strategy","North West (England)","50","50","[c]","[c]"
"In post","2021","Merseyside","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Department for Transport","North West (England)","130","120","31510","26780"
"In post","2021","Merseyside","Department for Work and Pensions","North West (England)","4560","4020","28510","27570"
"In post","2021","Merseyside","Department of Health and Social Care","North West (England)","120","110","45470","37910"
"In post","2021","Merseyside","HM Land Registry","North West (England)","500","440","29650","27130"
"In post","2021","Merseyside","HM Revenue and Customs","North West (England)","5130","4690","29300","25560"
"In post","2021","Merseyside","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Home Office","North West (England)","5580","5120","26050","24890"
"In post","2021","Merseyside","Ministry of Defence","North West (England)","370","350","26580","22080"
"In post","2021","Merseyside","Ministry of Housing, Communities and Local Government","North West (England)","40","40","[c]","[c]"
