"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Food Standards Agency","Finance","Food Standards Agency","50","50","41000","37910"
"In post","2021","Food Standards Agency","Human Resources","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","No function","Food Standards Agency","950","930","35400","30810"
"In post","2021","Food Standards Agency","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Scotland","Unknown","Scottish Government","250","240","35100","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Analysis","Foreign, Commonwealth and Development Office","70","60","58060","58370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Foreign, Commonwealth and Development Office","80","80","40260","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Foreign, Commonwealth and Development Office","130","130","48810","45840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","Foreign, Commonwealth and Development Office","240","230","39640","36520"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Foreign, Commonwealth and Development Office","230","220","44060","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Foreign, Commonwealth and Development Office","240","230","43800","38860"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Foreign, Commonwealth and Development Office","70","70","41430","38500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Foreign, Commonwealth and Development Office","70","70","63350","67120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","No function","Foreign, Commonwealth and Development Office","3680","3630","47920","39770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Foreign, Commonwealth and Development Office","1950","1900","52030","53610"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","Foreign, Commonwealth and Development Office","80","80","52780","49300"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Foreign, Commonwealth and Development Office","330","330","43190","36450"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Foreign, Commonwealth and Development Office","300","290","51940","50430"
"In post","2021","Forestry and Land Scotland","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Finance","Scottish Government","50","40","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Human Resources","Scottish Government","70","70","30820","29650"
"In post","2021","Forestry and Land Scotland","Project Delivery","Scottish Government","110","100","35530","35680"
"In post","2021","Forestry and Land Scotland","Property","Scottish Government","720","690","30240","28120"
"In post","2021","Government Actuary's Department","Analysis","Chancellor's other departments","170","160","69960","65470"
"In post","2021","Government Actuary's Department","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","HM Treasury","40","30","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","HM Treasury","350","330","50400","48780"
"In post","2021","Government Internal Audit Agency","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","HM Treasury","30","30","[c]","[c]"
"In post","2021","Government Legal Department","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","Attorney General's Departments","60","60","37880","31180"
"In post","2021","Government Legal Department","Legal","Attorney General's Departments","2350","2190","55580","52730"
"In post","2021","Government Legal Department","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Government Property Agency","Property","Other Cabinet Office Agencies","50","40","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Other Cabinet Office Agencies","50","50","49900","49700"
"In post","2021","Health and Safety Executive","Analysis","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Commercial","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Communications","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Health and Safety Executive","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Digital, Data & Technology","Department for Work and Pensions","60","60","39240","33460"
"In post","2021","Health and Safety Executive","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Human Resources","Department for Work and Pensions","90","80","39880","35910"
"In post","2021","Health and Safety Executive","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","No function","Department for Work and Pensions","2200","2070","43600","41480"
"In post","2021","Health and Safety Executive","Project Delivery","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Health and Safety Executive","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
