"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","570","550","39920","34770"
"In post","2021","Security","HM Revenue and Customs","190","180","40830","38630"
"In post","2021","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Defence","6090","5980","29160","25540"
"In post","2021","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","Ministry of Justice","680","670","39330","36720"
"In post","2021","Security","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Security","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","50","50","56040","56150"
"In post","2021","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","250","230","32470","29160"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Unknown","Department for Education","600","580","52160","46170"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","150","150","43500","40060"
"In post","2021","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","90950","81420","27650","27570"
"In post","2021","Unknown","Department of Health and Social Care","1200","1150","48880","42160"
"In post","2021","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","330","330","50930","45250"
"In post","2021","Unknown","HM Treasury","100","100","43140","37460"
"In post","2021","Unknown","Home Office","35370","32870","31970","27370"
"In post","2021","Unknown","Ministry of Defence","20160","19440","31270","26670"
"In post","2021","Unknown","Other Cabinet Office Agencies","70","60","49920","49700"
"In post","2021","Unknown","Scotland Office","110","100","47590","46600"
"In post","2021","Unknown","Scottish Government","11580","11080","40770","35110"
"In post","2021","Unknown","Welsh Government","5750","5430","41020","37410"
"In post","2022","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Chancellor's other departments","210","200","67110","59900"
"In post","2022","Analysis","Competition and Markets Authority","140","130","62030","56360"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","390","380","42180","37820"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","150","150","48010","52480"
"In post","2022","Analysis","Department for Education","200","190","44600","43420"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","520","490","33910","30220"
"In post","2022","Analysis","Department for International Trade","250","250","44050","40270"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","230","230","46820","48200"
"In post","2022","Analysis","Department for Transport","400","390","45070","42470"
"In post","2022","Analysis","Department for Work and Pensions","680","640","43040","37380"
"In post","2022","Analysis","Department of Health and Social Care","450","430","50850","53360"
"In post","2022","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","50","40","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","60","60","59570","61400"
"In post","2022","Analysis","HM Land Registry","30","30","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","800","770","45970","40520"
"In post","2022","Analysis","HM Treasury","60","60","61670","54170"
"In post","2022","Analysis","Ministry of Defence","810","780","40180","38070"
"In post","2022","Analysis","Ministry of Justice","560","540","46530","42010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","130","120","40410","35010"
"In post","2022","Analysis","Office of Gas and Electricity Markets","180","180","43990","37000"
"In post","2022","Analysis","Office of Rail and Road","50","40","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","30","30","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","1980","1900","38130","36840"
"In post","2022","Analysis","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Commercial","Cabinet Office","2020","1990","63520","61710"
"In post","2022","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","280","270","44240","44630"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","Commercial","Department for Education","270","260","38500","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","210","200","36050","35900"
"In post","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","Commercial","Department for Transport","400","380","39060","34710"
"In post","2022","Commercial","Department for Work and Pensions","50","50","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","430","420","48650","49530"
"In post","2022","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","160","150","42320","39630"
"In post","2022","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","150","140","38420","35980"
"In post","2022","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","1730","1680","38410","35320"
"In post","2022","Commercial","Ministry of Justice","250","250","34920","34260"
"In post","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","110","100","32850","26900"
"In post","2022","Commercial","The National Archives","40","40","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","210","210","52350","47150"
"In post","2022","Commercial","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","70","70","42260","37730"
"In post","2022","Communications","Cabinet Office","380","370","47840","41310"
"In post","2022","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy","240","230","43420","39910"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2022","Communications","Department for Education","240","230","39960","36570"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs","300","280","39500","36970"
"In post","2022","Communications","Department for International Trade","110","110","43690","38480"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities","110","110","44990","39600"
"In post","2022","Communications","Department for Transport","230","220","39010","34710"
"In post","2022","Communications","Department for Work and Pensions","200","190","42120","40840"
"In post","2022","Communications","Department of Health and Social Care","490","470","45940","42750"
"In post","2022","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","50","50","41300","37350"
"In post","2022","Communications","Foreign, Commonwealth and Development Office","100","100","49390","46030"
"In post","2022","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs","4640","4490","30460","26820"
"In post","2022","Communications","HM Treasury","50","50","[c]","[c]"
"In post","2022","Communications","Ministry of Defence","620","600","36160","33300"
"In post","2022","Communications","Ministry of Justice","180","170","44620","41750"
"In post","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2022","Communications","Office of Gas and Electricity Markets","50","40","[c]","[c]"
"In post","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scottish Government","40","40","[c]","[c]"
"In post","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","UK Export Finance","70","70","56560","52500"
"In post","2022","Communications","UK Statistics Authority","60","60","39150","36840"
"In post","2022","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
