"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Operational Delivery","200","200","38210","36410"
"In post","2022","Declared disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","60","60","62130","51360"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Other","40","40","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Legal","50","50","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Operational Delivery","520","480","31950","34600"
"In post","2022","Declared disabled","Scottish Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Other","60","50","34600","35000"
"In post","2022","Declared disabled","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
