"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education","Heterosexual / straight","Human Resources","110","110","36860","32180"
"In post","2021","Department for Education","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Heterosexual / straight","Legal","60","50","54220","55530"
"In post","2021","Department for Education","Heterosexual / straight","No function","2870","2760","42860","37100"
"In post","2021","Department for Education","Heterosexual / straight","Project Delivery","390","370","46970","49860"
"In post","2021","Department for Education","Heterosexual / straight","Property","210","200","50140","50850"
"In post","2021","Department for Education","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Heterosexual / straight","Unknown","400","390","51710","46030"
"In post","2021","Department for Education","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Department for Education","LGBO","Finance","30","30","[c]","[c]"
"In post","2021","Department for Education","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","No function","220","210","42910","37030"
"In post","2021","Department for Education","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Digital, Data & Technology","60","60","38470","36640"
"In post","2021","Department for Education","Undeclared","Finance","40","40","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","No function","270","260","44450","40940"
"In post","2021","Department for Education","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Department for Education","Unknown","Analysis","70","60","47960","49860"
"In post","2021","Department for Education","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Communications","80","80","38610","36660"
"In post","2021","Department for Education","Unknown","Digital, Data & Technology","160","160","40970","37100"
"In post","2021","Department for Education","Unknown","Finance","90","90","43960","41730"
"In post","2021","Department for Education","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","No function","800","770","43460","40230"
"In post","2021","Department for Education","Unknown","Project Delivery","80","80","48120","49860"
"In post","2021","Department for Education","Unknown","Property","30","30","[c]","[c]"
"In post","2021","Department for Education","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","110","100","54740","49860"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Analysis","250","240","34030","30220"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Commercial","150","140","37010","36940"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Communications","240","230","38540","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Digital, Data & Technology","500","490","44000","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Finance","330","320","43190","38060"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Grants Management","790","710","26630","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Human Resources","210","200","43060","38710"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","No function","3750","3590","37080","33120"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Project Delivery","320","310","38910","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Property","300","290","37470","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Unknown","110","100","43120","39510"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Grants Management","60","50","25940","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","No function","340","330","37340","32750"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Analysis","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Digital, Data & Technology","70","60","42020","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Grants Management","60","60","25920","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","No function","540","510","36340","33510"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Analysis","290","270","34330","29750"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Commercial","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Communications","100","100","35840","33510"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Digital, Data & Technology","120","120","40350","37720"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Finance","60","50","40690","37240"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Grants Management","980","910","24560","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","No function","900","850","39260","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Project Delivery","130","130","37350","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Property","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","Analysis","160","160","44340","39790"
"In post","2021","Department for International Trade","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","Communications","50","50","42980","38540"
"In post","2021","Department for International Trade","Heterosexual / straight","Digital, Data & Technology","60","60","45420","43000"
"In post","2021","Department for International Trade","Heterosexual / straight","Finance","60","60","48510","51710"
"In post","2021","Department for International Trade","Heterosexual / straight","Human Resources","80","80","44180","38540"
"In post","2021","Department for International Trade","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","No function","1040","1030","47180","42030"
"In post","2021","Department for International Trade","Heterosexual / straight","Project Delivery","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","No function","130","120","47630","49370"
"In post","2021","Department for International Trade","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
