"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dorset and Somerset","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Medicine","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Operational Delivery","1080","960","27260","26520"
"In post","2021","Dorset and Somerset","Female","Other","240","220","24140","21130"
"In post","2021","Dorset and Somerset","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Project Delivery","70","70","33560","32680"
"In post","2021","Dorset and Somerset","Female","Property","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Science and Engineering","70","60","33780","29270"
"In post","2021","Dorset and Somerset","Female","Security","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Unknown","660","550","26700","27570"
"In post","2021","Dorset and Somerset","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Digital, Data and Technology","190","190","38670","35340"
"In post","2021","Dorset and Somerset","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Operational Delivery","1220","1170","29620","27830"
"In post","2021","Dorset and Somerset","Male","Other","340","330","27400","26670"
"In post","2021","Dorset and Somerset","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Project Delivery","80","80","38310","37730"
"In post","2021","Dorset and Somerset","Male","Property","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Science and Engineering","260","250","34780","33760"
"In post","2021","Dorset and Somerset","Male","Security","110","100","23630","19560"
"In post","2021","Dorset and Somerset","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Unknown","330","320","27790","27570"
"In post","2021","Dorset and Somerset","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Commercial","120","120","36340","34850"
"In post","2021","East Anglia","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Digital, Data and Technology","60","60","33630","30810"
"In post","2021","East Anglia","Female","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Finance","80","70","32350","26800"
"In post","2021","East Anglia","Female","Human Resources","80","80","34990","31180"
"In post","2021","East Anglia","Female","Inspector of Education and Training","60","60","61880","51360"
"In post","2021","East Anglia","Female","Intelligence Analysis","140","130","32270","33000"
"In post","2021","East Anglia","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Knowledge and Information Management","80","80","35050","31080"
"In post","2021","East Anglia","Female","Legal","220","200","30300","25560"
"In post","2021","East Anglia","Female","Medicine","50","40","[c]","[c]"
"In post","2021","East Anglia","Female","Operational Delivery","2860","2560","26610","23930"
"In post","2021","East Anglia","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Other","420","400","22680","21130"
"In post","2021","East Anglia","Female","Policy","50","40","[c]","[c]"
"In post","2021","East Anglia","Female","Project Delivery","150","140","37250","33300"
"In post","2021","East Anglia","Female","Property","170","160","32620","33130"
"In post","2021","East Anglia","Female","Psychology","130","120","35190","30450"
"In post","2021","East Anglia","Female","Science and Engineering","250","230","32540","30220"
"In post","2021","East Anglia","Female","Security","70","60","24860","20920"
"In post","2021","East Anglia","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Tax","70","60","34340","31870"
"In post","2021","East Anglia","Female","Unknown","1260","1060","27700","27570"
"In post","2021","East Anglia","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Commercial","100","100","40660","37110"
"In post","2021","East Anglia","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Digital, Data and Technology","100","100","35680","33300"
"In post","2021","East Anglia","Male","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Finance","60","60","40720","36970"
"In post","2021","East Anglia","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Intelligence Analysis","240","240","33010","33300"
"In post","2021","East Anglia","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Knowledge and Information Management","50","50","37810","35980"
"In post","2021","East Anglia","Male","Legal","180","180","33690","31810"
"In post","2021","East Anglia","Male","Medicine","40","30","[c]","[c]"
"In post","2021","East Anglia","Male","Operational Delivery","2940","2810","29270","28130"
"In post","2021","East Anglia","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Other","420","410","25170","20920"
"In post","2021","East Anglia","Male","Policy","40","40","[c]","[c]"
"In post","2021","East Anglia","Male","Project Delivery","170","170","39460","38200"
"In post","2021","East Anglia","Male","Property","210","200","35380","33300"
"In post","2021","East Anglia","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Science and Engineering","420","410","33650","30660"
"In post","2021","East Anglia","Male","Security","180","180","30990","28890"
"In post","2021","East Anglia","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Tax","70","70","39070","35000"
"In post","2021","East Anglia","Male","Unknown","750","720","29210","27570"
"In post","2021","East Anglia","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Commercial","70","70","35610","31970"
"In post","2021","East Wales","Female","Communications","150","140","38400","36950"
"In post","2021","East Wales","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Digital, Data and Technology","350","340","39650","37020"
"In post","2021","East Wales","Female","Economics","60","60","35760","29840"
"In post","2021","East Wales","Female","Finance","210","190","37040","31270"
"In post","2021","East Wales","Female","Human Resources","410","380","35720","30660"
"In post","2021","East Wales","Female","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","East Wales","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Knowledge and Information Management","70","60","33390","28850"
"In post","2021","East Wales","Female","Legal","330","300","45050","48080"
"In post","2021","East Wales","Female","Medicine","110","100","44300","37410"
"In post","2021","East Wales","Female","Operational Delivery","4830","4310","27350","23830"
"In post","2021","East Wales","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Other","230","220","31620","24890"
"In post","2021","East Wales","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Policy","720","680","41820","37410"
"In post","2021","East Wales","Female","Project Delivery","190","170","41280","38630"
"In post","2021","East Wales","Female","Property","90","80","36700","36450"
"In post","2021","East Wales","Female","Psychology","40","40","[c]","[c]"
"In post","2021","East Wales","Female","Science and Engineering","120","110","43070","40720"
"In post","2021","East Wales","Female","Security","40","40","[c]","[c]"
"In post","2021","East Wales","Female","Social Research","230","210","39610","37410"
"In post","2021","East Wales","Female","Statistics","180","170","39800","37020"
"In post","2021","East Wales","Female","Tax","760","710","29240","25560"
"In post","2021","East Wales","Female","Unknown","1670","1470","26300","27570"
"In post","2021","East Wales","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Commercial","80","80","37620","35040"
"In post","2021","East Wales","Male","Communications","100","100","39330","37410"
"In post","2021","East Wales","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Digital, Data and Technology","740","740","40220","37410"
"In post","2021","East Wales","Male","Economics","100","100","41630","33970"
"In post","2021","East Wales","Male","Finance","150","150","41850","37410"
"In post","2021","East Wales","Male","Human Resources","150","150","36390","30360"
"In post","2021","East Wales","Male","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","East Wales","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Knowledge and Information Management","60","60","34390","33080"
"In post","2021","East Wales","Male","Legal","220","210","45330","43380"
"In post","2021","East Wales","Male","Medicine","80","80","46140","44500"
"In post","2021","East Wales","Male","Operational Delivery","3590","3450","28950","25560"
"In post","2021","East Wales","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Other","260","250","30830","26670"
"In post","2021","East Wales","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Policy","520","510","46410","39310"
"In post","2021","East Wales","Male","Project Delivery","190","180","44020","39320"
"In post","2021","East Wales","Male","Property","140","140","35050","32740"
"In post","2021","East Wales","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Science and Engineering","570","540","39840","33990"
"In post","2021","East Wales","Male","Security","110","110","26700","20060"
"In post","2021","East Wales","Male","Social Research","110","100","39840","37020"
"In post","2021","East Wales","Male","Statistics","200","190","42120","37020"
"In post","2021","East Wales","Male","Tax","880","850","30680","25560"
"In post","2021","East Wales","Male","Unknown","990","960","27160","27570"
"In post","2021","East Wales","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Legal","40","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Operational Delivery","1180","1050","26390","24920"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Other","90","90","22650","21130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Psychology","50","50","31920","29750"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Tax","[c]","[c]","[c]","[c]"
