"Status","Year","Age","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","EO","Eastern Scotland","1160","1120","28780","27570"
"In post","2021","30-39","EO","Essex","360","330","27940","29290"
"In post","2021","30-39","EO","Gloucestershire, Wiltshire and Bath/Bristol area","1090","1010","26070","26670"
"In post","2021","30-39","EO","Greater Manchester","1330","1280","26220","25650"
"In post","2021","30-39","EO","Hampshire and Isle of Wight","640","600","26720","26670"
"In post","2021","30-39","EO","Herefordshire, Worcestershire and Warwickshire","200","190","27070","27570"
"In post","2021","30-39","EO","Highlands and Islands","130","120","28750","28120"
"In post","2021","30-39","EO","Inner London - East","930","880","30920","31060"
"In post","2021","30-39","EO","Inner London - West","1280","1240","29190","28990"
"In post","2021","30-39","EO","Kent","710","670","27960","26920"
"In post","2021","30-39","EO","Lancashire","750","700","27350","27570"
"In post","2021","30-39","EO","Leicestershire, Rutland and Northamptonshire","380","360","27280","27570"
"In post","2021","30-39","EO","Lincolnshire","120","110","27600","27570"
"In post","2021","30-39","EO","Merseyside","1400","1320","25670","25310"
"In post","2021","30-39","EO","North Eastern Scotland","160","150","29170","27870"
"In post","2021","30-39","EO","North Yorkshire","160","150","27250","26670"
"In post","2021","30-39","EO","Northern Ireland","250","240","25910","25560"
"In post","2021","30-39","EO","Northumberland and Tyne and Wear","1260","1200","26040","25560"
"In post","2021","30-39","EO","Outer London - East and North East","310","290","31540","31060"
"In post","2021","30-39","EO","Outer London - South","560","530","29640","29450"
"In post","2021","30-39","EO","Outer London - West and North West","790","760","29640","29080"
"In post","2021","30-39","EO","Overseas","50","50","27410","26670"
"In post","2021","30-39","EO","Shropshire and Staffordshire","440","410","27470","27570"
"In post","2021","30-39","EO","South Yorkshire","600","560","26650","25310"
"In post","2021","30-39","EO","Southern Scotland","410","380","26750","26160"
"In post","2021","30-39","EO","Surrey, East and West Sussex","470","430","27990","27570"
"In post","2021","30-39","EO","Tees Valley and Durham","440","410","27390","27570"
"In post","2021","30-39","EO","Unknown","130","120","27670","27570"
"In post","2021","30-39","EO","West Central Scotland","1100","1060","27440","27570"
"In post","2021","30-39","EO","West Midlands","1290","1210","26390","27130"
"In post","2021","30-39","EO","West Wales and The Valleys","940","890","27350","27570"
"In post","2021","30-39","EO","West Yorkshire","1110","1050","26830","27380"
"In post","2021","30-39","G6/G7","Bedfordshire and Hertfordshire","80","70","56120","54340"
"In post","2021","30-39","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","120","120","56200","54540"
"In post","2021","30-39","G6/G7","Cheshire","30","30","[c]","[c]"
"In post","2021","30-39","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Derbyshire and Nottinghamshire","180","170","53800","52580"
"In post","2021","30-39","G6/G7","Devon","130","120","51350","48540"
"In post","2021","30-39","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","East Anglia","110","100","54360","52180"
"In post","2021","30-39","G6/G7","East Wales","560","540","54930","52580"
"In post","2021","30-39","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Eastern Scotland","590","570","58310","56120"
"In post","2021","30-39","G6/G7","Essex","40","40","[c]","[c]"
"In post","2021","30-39","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","1080","1050","52580","51280"
"In post","2021","30-39","G6/G7","Greater Manchester","500","480","54370","52580"
"In post","2021","30-39","G6/G7","Hampshire and Isle of Wight","370","350","51680","49100"
"In post","2021","30-39","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Inner London - East","1180","1150","60410","59160"
"In post","2021","30-39","G6/G7","Inner London - West","7840","7620","58800","57430"
"In post","2021","30-39","G6/G7","Kent","40","40","[c]","[c]"
"In post","2021","30-39","G6/G7","Lancashire","70","70","53360","52580"
"In post","2021","30-39","G6/G7","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","30-39","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Merseyside","290","280","52980","52580"
"In post","2021","30-39","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","North Yorkshire","90","90","53340","50550"
"In post","2021","30-39","G6/G7","Northern Ireland","60","60","54250","52580"
"In post","2021","30-39","G6/G7","Northumberland and Tyne and Wear","350","340","52980","52580"
"In post","2021","30-39","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","30-39","G6/G7","Outer London - South","330","320","61980","59160"
"In post","2021","30-39","G6/G7","Outer London - West and North West","100","100","55930","53860"
"In post","2021","30-39","G6/G7","Overseas","470","470","56620","55060"
"In post","2021","30-39","G6/G7","Shropshire and Staffordshire","70","70","53480","52580"
"In post","2021","30-39","G6/G7","South Yorkshire","270","260","54240","52070"
"In post","2021","30-39","G6/G7","Southern Scotland","130","130","51970","51960"
"In post","2021","30-39","G6/G7","Surrey, East and West Sussex","50","50","56750","53910"
"In post","2021","30-39","G6/G7","Tees Valley and Durham","60","60","54460","50630"
"In post","2021","30-39","G6/G7","Unknown","60","60","58190","56730"
"In post","2021","30-39","G6/G7","West Central Scotland","320","320","57140","55040"
"In post","2021","30-39","G6/G7","West Midlands","360","350","53820","52580"
"In post","2021","30-39","G6/G7","West Wales and The Valleys","90","90","58640","55240"
"In post","2021","30-39","G6/G7","West Yorkshire","410","400","53960","52580"
"In post","2021","30-39","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Inner London - East","80","80","90910","87870"
"In post","2021","30-39","SCS","Inner London - West","840","810","77980","74220"
"In post","2021","30-39","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO/HEO","Bedfordshire and Hertfordshire","230","220","37840","37640"
"In post","2021","30-39","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","440","420","37300","36730"
"In post","2021","30-39","SEO/HEO","Cheshire","200","200","38080","36970"
"In post","2021","30-39","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","30-39","SEO/HEO","Cumbria","50","50","34570","35790"
"In post","2021","30-39","SEO/HEO","Derbyshire and Nottinghamshire","740","710","34450","31810"
"In post","2021","30-39","SEO/HEO","Devon","620","590","37340","38200"
"In post","2021","30-39","SEO/HEO","Dorset and Somerset","280","270","35390","33290"
"In post","2021","30-39","SEO/HEO","East Anglia","620","600","34910","33300"
"In post","2021","30-39","SEO/HEO","East Wales","1750","1690","35400","36030"
"In post","2021","30-39","SEO/HEO","East Yorkshire and Northern Lincolnshire","90","90","36030","34860"
"In post","2021","30-39","SEO/HEO","Eastern Scotland","1510","1460","37490","36780"
"In post","2021","30-39","SEO/HEO","Essex","170","160","34330","32830"
"In post","2021","30-39","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","3230","3100","35560","35630"
"In post","2021","30-39","SEO/HEO","Greater Manchester","1360","1340","34120","31990"
"In post","2021","30-39","SEO/HEO","Hampshire and Isle of Wight","960","930","35310","34420"
"In post","2021","30-39","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","120","110","34930","33000"
"In post","2021","30-39","SEO/HEO","Highlands and Islands","70","70","37440","36610"
"In post","2021","30-39","SEO/HEO","Inner London - East","1260","1230","39220","40070"
"In post","2021","30-39","SEO/HEO","Inner London - West","5200","5110","38640","38600"
"In post","2021","30-39","SEO/HEO","Kent","230","230","35170","34850"
"In post","2021","30-39","SEO/HEO","Lancashire","310","300","34590","31990"
"In post","2021","30-39","SEO/HEO","Leicestershire, Rutland and Northamptonshire","220","210","35000","33300"
"In post","2021","30-39","SEO/HEO","Lincolnshire","80","80","35920","33650"
"In post","2021","30-39","SEO/HEO","Merseyside","1060","1030","33560","31810"
"In post","2021","30-39","SEO/HEO","North Eastern Scotland","150","140","40340","35680"
"In post","2021","30-39","SEO/HEO","North Yorkshire","320","300","35020","35900"
"In post","2021","30-39","SEO/HEO","Northern Ireland","220","210","33410","31810"
"In post","2021","30-39","SEO/HEO","Northumberland and Tyne and Wear","1220","1170","33740","31810"
"In post","2021","30-39","SEO/HEO","Outer London - East and North East","70","70","39370","36700"
"In post","2021","30-39","SEO/HEO","Outer London - South","740","720","38660","36400"
"In post","2021","30-39","SEO/HEO","Outer London - West and North West","460","440","36940","35200"
"In post","2021","30-39","SEO/HEO","Overseas","430","430","38060","34770"
"In post","2021","30-39","SEO/HEO","Shropshire and Staffordshire","330","320","36370","36710"
"In post","2021","30-39","SEO/HEO","South Yorkshire","640","620","34320","33110"
"In post","2021","30-39","SEO/HEO","Southern Scotland","330","320","35130","33930"
"In post","2021","30-39","SEO/HEO","Surrey, East and West Sussex","260","250","35950","33790"
"In post","2021","30-39","SEO/HEO","Tees Valley and Durham","260","250","35330","36120"
"In post","2021","30-39","SEO/HEO","Unknown","130","130","34080","32320"
"In post","2021","30-39","SEO/HEO","West Central Scotland","1090","1060","36220","34190"
"In post","2021","30-39","SEO/HEO","West Midlands","1170","1130","34640","31990"
"In post","2021","30-39","SEO/HEO","West Wales and The Valleys","710","680","36960","37410"
"In post","2021","30-39","SEO/HEO","West Yorkshire","1020","980","33940","31940"
"In post","2021","30-39","Unknown","Bedfordshire and Hertfordshire","90","80","29330","30210"
"In post","2021","30-39","Unknown","Berkshire, Buckinghamshire and Oxfordshire","110","100","30540","32650"
"In post","2021","30-39","Unknown","Cheshire","50","40","[c]","[c]"
"In post","2021","30-39","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Cumbria","60","50","38440","38390"
"In post","2021","30-39","Unknown","Derbyshire and Nottinghamshire","130","110","29570","30210"
"In post","2021","30-39","Unknown","Devon","60","60","30300","30210"
"In post","2021","30-39","Unknown","Dorset and Somerset","50","40","[c]","[c]"
"In post","2021","30-39","Unknown","East Anglia","110","100","29310","30210"
"In post","2021","30-39","Unknown","East Wales","140","130","28700","30210"
"In post","2021","30-39","Unknown","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"In post","2021","30-39","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Essex","60","50","29090","30210"
"In post","2021","30-39","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","470","450","37230","37170"
"In post","2021","30-39","Unknown","Greater Manchester","190","180","28450","30210"
"In post","2021","30-39","Unknown","Hampshire and Isle of Wight","80","70","33070","31420"
"In post","2021","30-39","Unknown","Herefordshire, Worcestershire and Warwickshire","50","50","28870","30210"
"In post","2021","30-39","Unknown","Inner London - East","180","180","31760","33280"
"In post","2021","30-39","Unknown","Inner London - West","50","50","36580","35310"
"In post","2021","30-39","Unknown","Kent","80","80","29630","31980"
"In post","2021","30-39","Unknown","Lancashire","120","110","28690","30210"
"In post","2021","30-39","Unknown","Leicestershire, Rutland and Northamptonshire","80","70","28760","30210"
"In post","2021","30-39","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Merseyside","90","90","28090","28200"
"In post","2021","30-39","Unknown","North Yorkshire","50","40","[c]","[c]"
"In post","2021","30-39","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Northumberland and Tyne and Wear","80","80","26870","23840"
"In post","2021","30-39","Unknown","Outer London - East and North East","70","70","31890","33020"
"In post","2021","30-39","Unknown","Outer London - South","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Outer London - West and North West","50","50","32220","28690"
"In post","2021","30-39","Unknown","Overseas","80","80","[c]","[c]"
"In post","2021","30-39","Unknown","Shropshire and Staffordshire","60","50","29270","30880"
"In post","2021","30-39","Unknown","South Yorkshire","70","60","28090","28200"
"In post","2021","30-39","Unknown","Surrey, East and West Sussex","100","90","29770","30210"
"In post","2021","30-39","Unknown","Tees Valley and Durham","90","80","28450","30210"
"In post","2021","30-39","Unknown","Unknown","420","420","37240","33860"
"In post","2021","30-39","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","West Midlands","180","170","27100","26310"
"In post","2021","30-39","Unknown","West Wales and The Valleys","160","150","28770","30210"
"In post","2021","30-39","Unknown","West Yorkshire","120","110","29240","31420"
