"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East Anglia","50","50","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Merseyside","40","40","[c]","[c]"
"In post","2021","Charity Commission","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Inner London - West","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Merseyside","180","170","30790","29160"
"In post","2021","Companies House","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","East Wales","260","250","38840","38000"
"In post","2021","Companies House","Finance","East Wales","60","50","30930","27460"
"In post","2021","Companies House","Human Resources","East Wales","90","80","33040","27460"
"In post","2021","Companies House","Legal","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","East Wales","550","490","25630","22490"
"In post","2021","Companies House","No function","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","No function","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Inner London - East","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Inner London - East","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Inner London - East","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Inner London - East","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Inner London - East","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Inner London - East","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","No function","West Central Scotland","290","270","25500","22570"
"In post","2021","Crown Commercial Service","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East Anglia","90","80","34770","34800"
"In post","2021","Crown Commercial Service","Commercial","East Wales","70","60","31160","28540"
"In post","2021","Crown Commercial Service","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Merseyside","190","180","33650","34800"
"In post","2021","Crown Commercial Service","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","East Anglia","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","Merseyside","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","Merseyside","100","100","43810","46920"
"In post","2021","Crown Commercial Service","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Eastern Scotland","230","210","54850","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Southern Scotland","90","90","53230","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","West Central Scotland","230","220","55060","55850"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Eastern Scotland","460","430","27740","25410"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Highlands and Islands","50","50","23790","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","North Eastern Scotland","70","70","26230","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Southern Scotland","180","160","25860","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","West Central Scotland","560","510","26820","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
