"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Communications","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Counter Fraud","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Digital, Data and Technology","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Operational Delivery","EO","370","350","27200","26750"
"In post","2022","Food Standards Agency","Operational Delivery","G6/G7","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Operational Delivery","SEO/HEO","190","190","34680","32790"
"In post","2022","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","G6/G7","60","60","56010","56130"
"In post","2022","Food Standards Agency","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Policy","SEO/HEO","180","170","36040","37350"
"In post","2022","Food Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Science and Engineering","SEO/HEO","80","80","35080","33540"
"In post","2022","Food Standards Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Veterinarian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Veterinarian","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","G6/G7","50","50","60250","57560"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","60","60","38650","39580"
"In post","2022","Foreign, Commonwealth and Development Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","G6/G7","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","50","50","41250","40290"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","80","80","57640","55620"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","160","160","40020","38680"
"In post","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","G6/G7","100","100","58940","58030"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Economics","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","EO","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","G6/G7","60","60","57820","57400"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","SEO/HEO","100","100","38310","38500"
"In post","2022","Foreign, Commonwealth and Development Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","EO","50","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","120","120","61160","59280"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","120","120","38470","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","G6/G7","60","60","58790","57400"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Intelligence Analysis","SEO/HEO","90","90","37710","37560"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6/G7","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SEO/HEO","50","50","39210","38230"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","G6/G7","100","70","62610","60900"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Medicine","G6/G7","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Medicine","SCS","[c]","[c]","[c]","[c]"
