"Status","Year","Organisation","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
