"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Justice","Unknown","Female","4920","4620","27020","23970"
"In post","2021","Ministry of Justice","Unknown","Male","4740","4620","27970","25790"
"In post","2021","Ministry of Justice","White","Female","31830","29010","28890","25450"
"In post","2021","Ministry of Justice","White","Male","25630","24570","31460","30450"
"In post","2021","National Crime Agency","Asian","Female","140","140","35210","33910"
"In post","2021","National Crime Agency","Asian","Male","100","100","37740","36740"
"In post","2021","National Crime Agency","Black","Female","60","60","36230","35690"
"In post","2021","National Crime Agency","Black","Male","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","Female","50","50","38160","36200"
"In post","2021","National Crime Agency","Mixed","Male","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Female","70","70","33880","32260"
"In post","2021","National Crime Agency","Undeclared","Male","110","110","37850","36950"
"In post","2021","National Crime Agency","Unknown","Female","280","260","39350","36740"
"In post","2021","National Crime Agency","Unknown","Male","400","400","42720","40210"
"In post","2021","National Crime Agency","White","Female","1810","1730","37520","36410"
"In post","2021","National Crime Agency","White","Male","2320","2300","42570","40210"
"In post","2021","Northern Ireland Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","White","Female","60","60","43110","35690"
"In post","2021","Northern Ireland Office","White","Male","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","Female","70","60","39700","39660"
"In post","2021","Office for Standards in Education","Asian","Male","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","Female","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","White","Female","1010","960","49470","51360"
"In post","2021","Office for Standards in Education","White","Male","520","510","52240","51360"
"In post","2021","Office of Gas and Electricity Markets","Asian","Female","60","50","42830","38750"
"In post","2021","Office of Gas and Electricity Markets","Asian","Male","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","Male","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Male","50","50","46640","38030"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","White","Female","390","380","42530","36590"
"In post","2021","Office of Gas and Electricity Markets","White","Male","460","460","46970","40660"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","White","Female","120","120","44170","40120"
"In post","2021","Office of Qualifications and Examinations Regulation","White","Male","80","80","51720","46660"
"In post","2021","Office of Rail and Road","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","White","Female","90","80","51880","51310"
"In post","2021","Office of Rail and Road","White","Male","140","140","60160","60010"
"In post","2021","Other Cabinet Office Agencies","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Female","60","60","35170","34800"
"In post","2021","Other Cabinet Office Agencies","Unknown","Male","60","60","31070","27770"
"In post","2021","Other Cabinet Office Agencies","White","Female","370","350","38480","34800"
"In post","2021","Other Cabinet Office Agencies","White","Male","360","350","43950","37300"
"In post","2021","Scotland Office","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","Male","[c]","[c]","[c]","[c]"
