"Status","Year","Parent_department","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Undeclared","270","260","45810","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Unknown","1220","1200","37680","34500"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Declared disabled","100","100","46000","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Declared non-disabled","850","830","46490","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Unknown","110","100","46470","46880"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Declared disabled","70","70","46550","39410"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Declared non-disabled","710","710","48090","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Undeclared","50","50","44670","41420"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Unknown","80","80","46490","51500"
"In post","2022","Department for Education","Female","Declared disabled","490","460","41540","37100"
"In post","2022","Department for Education","Female","Declared non-disabled","3170","2980","44900","41990"
"In post","2022","Department for Education","Female","Undeclared","190","180","43480","37100"
"In post","2022","Department for Education","Female","Unknown","1330","1290","38320","36500"
"In post","2022","Department for Education","Male","Declared disabled","290","290","41630","36960"
"In post","2022","Department for Education","Male","Declared non-disabled","2180","2150","46970","49860"
"In post","2022","Department for Education","Male","Undeclared","170","170","44570","40860"
"In post","2022","Department for Education","Male","Unknown","880","880","39830","36500"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Declared disabled","860","790","34450","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Declared non-disabled","5420","5030","34340","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Undeclared","270","260","36940","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Unknown","670","630","38130","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Declared disabled","570","550","36030","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Declared non-disabled","4180","4100","36800","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Undeclared","250","240","37690","34880"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Unknown","580","560","39990","35900"
"In post","2022","Department for International Trade","Female","Declared disabled","130","130","45570","42220"
"In post","2022","Department for International Trade","Female","Declared non-disabled","710","690","46250","42630"
"In post","2022","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Female","Unknown","530","520","44060","38540"
"In post","2022","Department for International Trade","Male","Declared disabled","110","110","46710","41300"
"In post","2022","Department for International Trade","Male","Declared non-disabled","830","820","47910","44120"
"In post","2022","Department for International Trade","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for International Trade","Male","Unknown","520","510","47630","43810"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Declared disabled","240","230","40670","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Declared non-disabled","1490","1410","45040","40720"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Undeclared","90","90","44950","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Unknown","300","280","43590","39820"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Declared disabled","190","190","41660","38160"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Declared non-disabled","1440","1400","46840","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Undeclared","100","100","43970","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Unknown","310","300","45290","40720"
"In post","2022","Department for Transport","Female","Declared disabled","760","640","28040","21840"
"In post","2022","Department for Transport","Female","Declared non-disabled","5180","4590","31420","26470"
"In post","2022","Department for Transport","Female","Undeclared","430","380","30810","26530"
"In post","2022","Department for Transport","Female","Unknown","1120","1040","29740","26130"
"In post","2022","Department for Transport","Male","Declared disabled","630","590","32460","26830"
"In post","2022","Department for Transport","Male","Declared non-disabled","6100","5900","36260","30730"
"In post","2022","Department for Transport","Male","Undeclared","670","650","35630","30780"
"In post","2022","Department for Transport","Male","Unknown","1510","1470","32280","26840"
"In post","2022","Department for Work and Pensions","Female","Declared disabled","10760","9150","27360","27570"
"In post","2022","Department for Work and Pensions","Female","Declared non-disabled","45330","39150","27820","27570"
"In post","2022","Department for Work and Pensions","Female","Undeclared","2500","2220","27590","27570"
"In post","2022","Department for Work and Pensions","Female","Unknown","1820","1700","28620","27570"
"In post","2022","Department for Work and Pensions","Male","Declared disabled","5370","5040","27980","27570"
"In post","2022","Department for Work and Pensions","Male","Declared non-disabled","25030","24120","30140","27570"
"In post","2022","Department for Work and Pensions","Male","Undeclared","1810","1750","30100","27570"
"In post","2022","Department for Work and Pensions","Male","Unknown","1550","1530","31480","27570"
"In post","2022","Department of Health and Social Care","Female","Declared disabled","410","380","40340","36330"
"In post","2022","Department of Health and Social Care","Female","Declared non-disabled","3420","3150","41580","36820"
"In post","2022","Department of Health and Social Care","Female","Undeclared","70","70","44390","40070"
"In post","2022","Department of Health and Social Care","Female","Unknown","3750","3560","45880","40650"
"In post","2022","Department of Health and Social Care","Male","Declared disabled","190","190","44660","36820"
"In post","2022","Department of Health and Social Care","Male","Declared non-disabled","1730","1660","45770","40070"
"In post","2022","Department of Health and Social Care","Male","Undeclared","50","50","[c]","[c]"
"In post","2022","Department of Health and Social Care","Male","Unknown","2180","2140","50250","48860"
"In post","2022","Estyn","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Declared non-disabled","60","50","55930","65710"
"In post","2022","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Male","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Declared disabled","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Female","Declared non-disabled","380","370","40100","37350"
"In post","2022","Food Standards Agency","Female","Undeclared","160","160","37670","37350"
"In post","2022","Food Standards Agency","Female","Unknown","50","50","35350","37350"
"In post","2022","Food Standards Agency","Male","Declared disabled","60","60","36220","32350"
"In post","2022","Food Standards Agency","Male","Declared non-disabled","540","520","35870","30350"
"In post","2022","Food Standards Agency","Male","Undeclared","190","180","38190","36340"
"In post","2022","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office","Female","Declared disabled","410","390","44100","39220"
"In post","2022","Foreign, Commonwealth and Development Office","Female","Declared non-disabled","2730","2640","46820","42190"
"In post","2022","Foreign, Commonwealth and Development Office","Female","Undeclared","130","130","45960","39110"
"In post","2022","Foreign, Commonwealth and Development Office","Female","Unknown","760","740","48170","49370"
"In post","2022","Foreign, Commonwealth and Development Office","Male","Declared disabled","380","370","44710","38600"
"In post","2022","Foreign, Commonwealth and Development Office","Male","Declared non-disabled","2930","2900","49040","45590"
"In post","2022","Foreign, Commonwealth and Development Office","Male","Undeclared","200","200","50960","47200"
"In post","2022","Foreign, Commonwealth and Development Office","Male","Unknown","710","700","50320","51500"
"In post","2022","HM Land Registry","Female","Declared disabled","430","380","29290","27130"
"In post","2022","HM Land Registry","Female","Declared non-disabled","2580","2250","31750","27130"
"In post","2022","HM Land Registry","Female","Undeclared","150","130","32670","27130"
"In post","2022","HM Land Registry","Female","Unknown","850","800","26960","22600"
"In post","2022","HM Land Registry","Male","Declared disabled","240","210","31210","27130"
"In post","2022","HM Land Registry","Male","Declared non-disabled","1570","1470","34340","33840"
"In post","2022","HM Land Registry","Male","Undeclared","140","130","34350","33840"
"In post","2022","HM Land Registry","Male","Unknown","680","670","28430","25850"
"In post","2022","HM Revenue and Customs","Female","Declared disabled","3650","3210","32310","28920"
"In post","2022","HM Revenue and Customs","Female","Declared non-disabled","22330","20130","33660","31020"
"In post","2022","HM Revenue and Customs","Female","Undeclared","1510","1340","33280","31020"
"In post","2022","HM Revenue and Customs","Female","Unknown","9860","8800","29100","26590"
