"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Undeclared","150","140","36300","31810"
"In post","2021","40-49","Counter Fraud","Unknown","310","300","32270","31810"
"In post","2021","40-49","Counter Fraud","White","1570","1500","34410","31810"
"In post","2021","40-49","Debt","Asian","70","60","24380","24340"
"In post","2021","40-49","Debt","Black","30","30","[c]","[c]"
"In post","2021","40-49","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Undeclared","40","40","[c]","[c]"
"In post","2021","40-49","Debt","Unknown","220","200","21820","20140"
"In post","2021","40-49","Debt","White","470","420","24900","21440"
"In post","2021","40-49","Digital, Data & Technology","Asian","250","250","46590","41760"
"In post","2021","40-49","Digital, Data & Technology","Black","110","110","38500","35220"
"In post","2021","40-49","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Mixed","60","50","46330","42930"
"In post","2021","40-49","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Undeclared","180","180","43440","40160"
"In post","2021","40-49","Digital, Data & Technology","Unknown","620","610","44430","40600"
"In post","2021","40-49","Digital, Data & Technology","White","2570","2500","44920","40790"
"In post","2021","40-49","Finance","Asian","210","200","40410","37050"
"In post","2021","40-49","Finance","Black","100","100","40440","37810"
"In post","2021","40-49","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Mixed","40","40","[c]","[c]"
"In post","2021","40-49","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Undeclared","120","110","42160","37570"
"In post","2021","40-49","Finance","Unknown","260","250","39610","37350"
"In post","2021","40-49","Finance","White","1710","1630","43270","38630"
"In post","2021","40-49","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Grants Management","Undeclared","40","30","[c]","[c]"
"In post","2021","40-49","Grants Management","Unknown","160","150","26380","24920"
"In post","2021","40-49","Grants Management","White","370","330","25960","25100"
"In post","2021","40-49","Human Resources","Asian","130","120","41350","38080"
"In post","2021","40-49","Human Resources","Black","70","70","38630","36240"
"In post","2021","40-49","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Undeclared","80","70","39450","33630"
"In post","2021","40-49","Human Resources","Unknown","230","220","36690","33120"
"In post","2021","40-49","Human Resources","White","1890","1780","41230","37530"
"In post","2021","40-49","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","White","130","120","47070","43320"
"In post","2021","40-49","Legal","Asian","390","350","46800","50000"
"In post","2021","40-49","Legal","Black","150","140","44270","42630"
"In post","2021","40-49","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal","Mixed","100","90","52950","51730"
"In post","2021","40-49","Legal","Other ethnicity","40","40","[c]","[c]"
"In post","2021","40-49","Legal","Undeclared","100","90","48680","48830"
"In post","2021","40-49","Legal","Unknown","730","660","40580","31810"
"In post","2021","40-49","Legal","White","2490","2260","49890","51470"
"In post","2021","40-49","No function","Asian","2320","2150","34390","30470"
"In post","2021","40-49","No function","Black","1250","1200","33470","31390"
"In post","2021","40-49","No function","Chinese","120","120","36290","32000"
"In post","2021","40-49","No function","Mixed","640","610","37950","34100"
"In post","2021","40-49","No function","Other ethnicity","250","230","37370","33040"
"In post","2021","40-49","No function","Undeclared","1650","1580","36520","32300"
"In post","2021","40-49","No function","Unknown","5070","4740","32960","26780"
"In post","2021","40-49","No function","White","28330","26500","35930","31650"
"In post","2021","40-49","Project Delivery","Asian","320","310","45240","41150"
"In post","2021","40-49","Project Delivery","Black","190","190","40110","37660"
"In post","2021","40-49","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Project Delivery","Mixed","110","100","46780","41920"
"In post","2021","40-49","Project Delivery","Other ethnicity","40","40","[c]","[c]"
"In post","2021","40-49","Project Delivery","Undeclared","370","360","43720","40800"
"In post","2021","40-49","Project Delivery","Unknown","590","570","48530","47550"
"In post","2021","40-49","Project Delivery","White","5130","4950","44820","40580"
"In post","2021","40-49","Property","Asian","90","80","35160","30850"
"In post","2021","40-49","Property","Black","40","40","[c]","[c]"
"In post","2021","40-49","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Mixed","30","30","[c]","[c]"
"In post","2021","40-49","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Property","Undeclared","100","100","36270","33300"
"In post","2021","40-49","Property","Unknown","290","270","31440","26500"
"In post","2021","40-49","Property","White","1480","1420","36170","33300"
"In post","2021","40-49","Security","Asian","50","50","33400","33300"
"In post","2021","40-49","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Security","Undeclared","110","110","35630","39070"
"In post","2021","40-49","Security","Unknown","220","220","33270","33300"
"In post","2021","40-49","Security","White","1320","1300","33840","33300"
"In post","2021","40-49","Unknown","Asian","3570","3180","30620","27570"
"In post","2021","40-49","Unknown","Black","1450","1360","31370","29290"
"In post","2021","40-49","Unknown","Chinese","120","110","34530","29530"
"In post","2021","40-49","Unknown","Mixed","620","580","33140","27570"
"In post","2021","40-49","Unknown","Other ethnicity","200","190","33820","29180"
"In post","2021","40-49","Unknown","Undeclared","1910","1760","31280","27570"
"In post","2021","40-49","Unknown","Unknown","2980","2790","35190","28980"
"In post","2021","40-49","Unknown","White","29500","27190","32420","27570"
"In post","2021","50-59","Analysis","Asian","40","40","[c]","[c]"
"In post","2021","50-59","Analysis","Black","30","30","[c]","[c]"
"In post","2021","50-59","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Undeclared","50","50","[c]","[c]"
"In post","2021","50-59","Analysis","Unknown","70","70","46590","42580"
"In post","2021","50-59","Analysis","White","760","720","48620","45050"
"In post","2021","50-59","Commercial","Asian","60","60","46030","36820"
"In post","2021","50-59","Commercial","Black","70","70","42610","39660"
"In post","2021","50-59","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Undeclared","100","100","44350","39850"
"In post","2021","50-59","Commercial","Unknown","440","430","67330","61380"
"In post","2021","50-59","Commercial","White","1450","1420","46340","40980"
"In post","2021","50-59","Communications","Asian","50","50","[c]","[c]"
"In post","2021","50-59","Communications","Black","40","40","[c]","[c]"
"In post","2021","50-59","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Communications","Undeclared","80","70","33090","28130"
"In post","2021","50-59","Communications","Unknown","220","210","33930","29540"
"In post","2021","50-59","Communications","White","1010","960","36530","31810"
"In post","2021","50-59","Counter Fraud","Asian","150","140","32960","31810"
"In post","2021","50-59","Counter Fraud","Black","110","100","32250","31810"
"In post","2021","50-59","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Mixed","40","40","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Counter Fraud","Undeclared","250","240","36360","32520"
"In post","2021","50-59","Counter Fraud","Unknown","430","410","35970","32520"
"In post","2021","50-59","Counter Fraud","White","2230","2110","35820","31870"
"In post","2021","50-59","Debt","Asian","90","80","25390","25560"
"In post","2021","50-59","Debt","Black","60","50","26990","25630"
"In post","2021","50-59","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt","Undeclared","50","40","[c]","[c]"
"In post","2021","50-59","Debt","Unknown","260","230","22680","20650"
"In post","2021","50-59","Debt","White","800","710","25310","21440"
"In post","2021","50-59","Digital, Data & Technology","Asian","100","90","41130","36800"
"In post","2021","50-59","Digital, Data & Technology","Black","110","110","40410","36800"
"In post","2021","50-59","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Mixed","40","40","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Undeclared","240","230","41790","38960"
"In post","2021","50-59","Digital, Data & Technology","Unknown","380","370","45390","40450"
"In post","2021","50-59","Digital, Data & Technology","White","2450","2370","43450","39650"
"In post","2021","50-59","Finance","Asian","130","120","41020","37630"
"In post","2021","50-59","Finance","Black","130","120","42000","38620"
"In post","2021","50-59","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Undeclared","130","120","38280","34850"
"In post","2021","50-59","Finance","Unknown","220","210","38130","32010"
"In post","2021","50-59","Finance","White","2170","2040","39900","35000"
"In post","2021","50-59","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Undeclared","30","30","[c]","[c]"
"In post","2021","50-59","Grants Management","Unknown","130","120","25750","21050"
"In post","2021","50-59","Grants Management","White","320","290","28220","26320"
"In post","2021","50-59","Human Resources","Asian","80","80","39220","35590"
"In post","2021","50-59","Human Resources","Black","100","90","40050","35430"
"In post","2021","50-59","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Mixed","30","30","[c]","[c]"
"In post","2021","50-59","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Undeclared","110","100","35890","32250"
"In post","2021","50-59","Human Resources","Unknown","190","180","39700","35000"
"In post","2021","50-59","Human Resources","White","2280","2190","40250","35760"
"In post","2021","50-59","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","White","260","250","49370","45810"
"In post","2021","50-59","Legal","Asian","210","190","44730","39740"
"In post","2021","50-59","Legal","Black","250","240","44200","39670"
"In post","2021","50-59","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Mixed","80","80","52180","55610"
"In post","2021","50-59","Legal","Other ethnicity","40","40","[c]","[c]"
"In post","2021","50-59","Legal","Undeclared","120","110","47590","46210"
"In post","2021","50-59","Legal","Unknown","870","810","38380","29350"
"In post","2021","50-59","Legal","White","2750","2550","48900","49360"
"In post","2021","50-59","No function","Asian","1630","1530","35050","30780"
"In post","2021","50-59","No function","Black","1910","1860","33310","30430"
"In post","2021","50-59","No function","Chinese","80","80","39680","33310"
"In post","2021","50-59","No function","Mixed","540","510","37160","32090"
"In post","2021","50-59","No function","Other ethnicity","230","220","39800","33520"
"In post","2021","50-59","No function","Undeclared","2360","2230","35470","31870"
"In post","2021","50-59","No function","Unknown","5500","5090","31520","26700"
"In post","2021","50-59","No function","White","36530","34010","34350","31380"
"In post","2021","50-59","Project Delivery","Asian","230","230","45180","40580"
"In post","2021","50-59","Project Delivery","Black","170","170","43110","40000"
"In post","2021","50-59","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Mixed","90","80","47030","42960"
"In post","2021","50-59","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Undeclared","580","560","43060","40580"
