"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Heterosexual / straight","2130","2040","46540","43780"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","LGBO","160","160","47140","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Undeclared","110","100","44720","41980"
"In post","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Unknown","120","110","35760","30410"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Heterosexual / straight","70","70","43640","39790"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","80","80","47000","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","90","90","45550","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","240","230","43090","39600"
"In post","2021","Ministry of Justice","Declared disabled","Heterosexual / straight","7070","6570","29290","26640"
"In post","2021","Ministry of Justice","Declared disabled","LGBO","790","760","29220","26810"
"In post","2021","Ministry of Justice","Declared disabled","Undeclared","830","770","30230","27730"
"In post","2021","Ministry of Justice","Declared disabled","Unknown","270","240","28690","28980"
"In post","2021","Ministry of Justice","Declared non-disabled","Heterosexual / straight","43720","41090","29820","26810"
"In post","2021","Ministry of Justice","Declared non-disabled","LGBO","2450","2390","30240","26990"
"In post","2021","Ministry of Justice","Declared non-disabled","Undeclared","3580","3290","30350","27100"
"In post","2021","Ministry of Justice","Declared non-disabled","Unknown","3450","3050","30880","31650"
"In post","2021","Ministry of Justice","Undeclared","Heterosexual / straight","3960","3670","30770","30810"
"In post","2021","Ministry of Justice","Undeclared","LGBO","290","280","31240","30880"
"In post","2021","Ministry of Justice","Undeclared","Undeclared","2320","2180","30800","30110"
"In post","2021","Ministry of Justice","Undeclared","Unknown","2520","2240","30990","31650"
"In post","2021","Ministry of Justice","Unknown","Heterosexual / straight","400","380","27530","25790"
"In post","2021","Ministry of Justice","Unknown","LGBO","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","7180","6960","26710","24120"
"In post","2021","National Crime Agency","Declared disabled","Heterosexual / straight","160","150","38240","36630"
"In post","2021","National Crime Agency","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Declared non-disabled","Heterosexual / straight","1510","1460","43520","40210"
"In post","2021","National Crime Agency","Declared non-disabled","LGBO","60","60","42100","40210"
"In post","2021","National Crime Agency","Declared non-disabled","Undeclared","100","100","41070","39840"
"In post","2021","National Crime Agency","Declared non-disabled","Unknown","90","80","42600","40210"
"In post","2021","National Crime Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Heterosexual / straight","2420","2380","38010","36410"
"In post","2021","National Crime Agency","Unknown","LGBO","130","120","35020","34140"
"In post","2021","National Crime Agency","Unknown","Undeclared","220","220","36720","34570"
"In post","2021","National Crime Agency","Unknown","Unknown","750","730","41460","39820"
"In post","2021","Northern Ireland Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Heterosexual / straight","70","70","46150","39080"
"In post","2021","Northern Ireland Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Unknown","60","60","41070","37190"
"In post","2021","Office for Standards in Education","Declared disabled","Heterosexual / straight","110","110","45660","51360"
"In post","2021","Office for Standards in Education","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Declared non-disabled","Heterosexual / straight","1250","1210","50920","51360"
"In post","2021","Office for Standards in Education","Declared non-disabled","LGBO","110","110","49670","44610"
"In post","2021","Office for Standards in Education","Declared non-disabled","Undeclared","80","80","48190","46360"
"In post","2021","Office for Standards in Education","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Heterosexual / straight","70","70","43880","51360"
"In post","2021","Office for Standards in Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","Unknown","70","70","39330","35010"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Heterosexual / straight","420","410","43310","37240"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","LGBO","50","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Declared non-disabled","Unknown","520","510","46710","41000"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Unknown","70","70","49430","43000"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Heterosexual / straight","140","130","45520","40250"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","60","60","50240","46660"
"In post","2021","Office of Rail and Road","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Heterosexual / straight","160","150","51450","51310"
"In post","2021","Office of Rail and Road","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Unknown","110","100","60440","60020"
"In post","2021","Office of Rail and Road","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Heterosexual / straight","60","50","43070","38010"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
