"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","Undeclared","20-29","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","30-39","50","50","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","40-49","50","50","45980","49670"
"In post","2021","Crown Prosecution Service","Undeclared","50-59","50","50","43160","40000"
"In post","2021","Crown Prosecution Service","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","20-29","100","100","25800","24590"
"In post","2021","Crown Prosecution Service","Unknown","30-39","140","130","38260","31240"
"In post","2021","Crown Prosecution Service","Unknown","40-49","460","410","43740","48450"
"In post","2021","Crown Prosecution Service","Unknown","50-59","660","600","45230","51730"
"In post","2021","Crown Prosecution Service","Unknown","60-64","120","100","45880","55610"
"In post","2021","Crown Prosecution Service","Unknown","65+","30","20","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","30-39","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","50-59","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","40-49","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","50-59","40","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","40-49","50","50","28640","27460"
"In post","2021","Defence Electronics and Components Agency","Undeclared","50-59","150","150","29270","28750"
"In post","2021","Defence Electronics and Components Agency","Undeclared","60-64","50","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","16-19","70","70","18750","19040"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","20-29","1580","1570","26690","26070"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","30-39","1810","1740","35580","34060"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","40-49","1740","1680","41000","39860"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","50-59","2380","2330","40620","39260"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","60-64","680","620","38160","35760"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","65+","200","170","34260","33150"
"In post","2021","Defence Equipment and Support","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","20-29","100","100","25740","26070"
"In post","2021","Defence Equipment and Support","LGBO","30-39","80","70","32940","32260"
"In post","2021","Defence Equipment and Support","LGBO","40-49","50","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","50-59","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","20-29","120","120","28120","28120"
"In post","2021","Defence Equipment and Support","Undeclared","30-39","180","170","36480","37000"
"In post","2021","Defence Equipment and Support","Undeclared","40-49","280","270","41610","40410"
"In post","2021","Defence Equipment and Support","Undeclared","50-59","470","460","40710","40340"
"In post","2021","Defence Equipment and Support","Undeclared","60-64","150","130","37970","38190"
"In post","2021","Defence Equipment and Support","Undeclared","65+","40","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","16-19","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","20-29","240","240","26430","27540"
"In post","2021","Defence Equipment and Support","Unknown","30-39","170","160","36930","36170"
"In post","2021","Defence Equipment and Support","Unknown","40-49","110","100","36820","36280"
"In post","2021","Defence Equipment and Support","Unknown","50-59","110","110","41610","40860"
"In post","2021","Defence Equipment and Support","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","20-29","640","640","29180","28650"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","30-39","710","680","39190","37320"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","40-49","730","690","44540","46080"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","50-59","710","690","45060","46080"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","60-64","200","180","45370","46090"
"In post","2021","Defence Science and Technology Laboratory","Heterosexual / straight","65+","80","60","48070","46820"
"In post","2021","Defence Science and Technology Laboratory","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","20-29","70","70","28680","28650"
"In post","2021","Defence Science and Technology Laboratory","LGBO","30-39","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","20-29","30","30","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","30-39","80","80","39920","41300"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","40-49","80","80","44190","46080"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","50-59","90","90","47390","46360"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","20-29","160","160","28720","28650"
"In post","2021","Defence Science and Technology Laboratory","Unknown","30-39","200","200","40100","37360"
"In post","2021","Defence Science and Technology Laboratory","Unknown","40-49","190","180","46240","46090"
"In post","2021","Defence Science and Technology Laboratory","Unknown","50-59","210","210","46220","46130"
"In post","2021","Defence Science and Technology Laboratory","Unknown","60-64","40","40","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Unknown","65+","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","20-29","1190","1190","40880","39500"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","30-39","1040","1010","53050","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","40-49","750","710","56890","54220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","50-59","650","640","51620","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","60-64","120","110","47340","42640"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","65+","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","20-29","230","220","40650","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","30-39","130","130","51580","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","40-49","60","60","60460","58090"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","50-59","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","20-29","130","130","41350","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","30-39","150","150","52240","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","40-49","100","100","56260","55600"
