"Status","Year","Function_of_post","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","50","50","46860","42100"
"Leaver Dept.","2022","Property","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Heterosexual / straight","90","80","41810","36800"
"Leaver Dept.","2022","Property","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Heterosexual / straight","80","80","38700","34590"
"Leaver Dept.","2022","Security","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Heterosexual / straight","110","110","35770","29970"
"Leaver Dept.","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","120","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Heterosexual / straight","1220","1180","35410","28850"
"Leaver Dept.","2022","Unknown","Declared non-disabled","LGBO","80","80","36730","32000"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","100","90","37960","31950"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","890","700","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","70","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","920","800","35690","31060"
"New entrant CS","2021","Analysis","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Declared non-disabled","Heterosexual / straight","480","480","34530","32190"
"New entrant CS","2021","Analysis","Declared non-disabled","LGBO","50","50","31950","31810"
"New entrant CS","2021","Analysis","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Heterosexual / straight","170","160","32680","32540"
"New entrant CS","2021","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","300","300","35590","32540"
"New entrant CS","2021","Commercial","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared non-disabled","Heterosexual / straight","240","230","36790","34020"
"New entrant CS","2021","Commercial","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Heterosexual / straight","80","80","34230","31780"
"New entrant CS","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","350","340","63460","67500"
"New entrant CS","2021","Communications","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared non-disabled","Heterosexual / straight","410","400","31070","25560"
"New entrant CS","2021","Communications","Declared non-disabled","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Heterosexual / straight","60","60","34570","31030"
"New entrant CS","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","660","650","29620","25560"
"New entrant CS","2021","Counter Fraud","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Heterosexual / straight","70","70","31950","26140"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","90","90","28650","25560"
"New entrant CS","2021","Debt","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Heterosexual / straight","210","200","20600","20140"
"New entrant CS","2021","Debt","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Unknown","670","650","20460","20140"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Heterosexual / straight","60","60","38620","37000"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Heterosexual / straight","620","610","41160","38630"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","LGBO","50","50","40490","36090"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Undeclared","50","50","42840","38630"
"New entrant CS","2021","Digital, Data & Technology","Declared non-disabled","Unknown","80","80","33340","32060"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","230","220","39190","36500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","670","660","39600","36030"
"New entrant CS","2021","Finance","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Heterosexual / straight","340","330","36150","32560"
"New entrant CS","2021","Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","80","80","35500","32790"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","220","210","33290","32790"
"New entrant CS","2021","Grants Management","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Declared non-disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Heterosexual / straight","60","60","33270","29260"
"New entrant CS","2021","Human Resources","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Heterosexual / straight","400","380","32660","28000"
"New entrant CS","2021","Human Resources","Declared non-disabled","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","100","100","32850","28840"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","170","160","32280","28000"
"New entrant CS","2021","Internal Audit","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","Heterosexual / straight","330","320","40770","37230"
"New entrant CS","2021","Legal","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Heterosexual / straight","530","510","34950","38000"
"New entrant CS","2021","Legal","Unknown","LGBO","40","30","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Undeclared","90","80","26270","20850"
"New entrant CS","2021","Legal","Unknown","Unknown","280","270","34240","28570"
"New entrant CS","2021","No function","Declared disabled","Heterosexual / straight","810","780","27970","24830"
"New entrant CS","2021","No function","Declared disabled","LGBO","230","230","26960","24920"
"New entrant CS","2021","No function","Declared disabled","Undeclared","80","80","27390","25240"
"New entrant CS","2021","No function","Declared disabled","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","No function","Declared non-disabled","Heterosexual / straight","8290","7960","28620","24620"
"New entrant CS","2021","No function","Declared non-disabled","LGBO","800","780","28100","24800"
"New entrant CS","2021","No function","Declared non-disabled","Undeclared","530","490","31180","27850"
"New entrant CS","2021","No function","Declared non-disabled","Unknown","150","150","32180","25900"
"New entrant CS","2021","No function","Undeclared","Heterosexual / straight","350","330","31970","28590"
"New entrant CS","2021","No function","Undeclared","LGBO","50","50","27610","28030"
"New entrant CS","2021","No function","Undeclared","Undeclared","270","240","35500","31370"
"New entrant CS","2021","No function","Undeclared","Unknown","110","110","40360","34710"
"New entrant CS","2021","No function","Unknown","Heterosexual / straight","1590","1560","31130","28970"
"New entrant CS","2021","No function","Unknown","LGBO","170","160","29940","28500"
"New entrant CS","2021","No function","Unknown","Undeclared","130","130","33850","30190"
"New entrant CS","2021","No function","Unknown","Unknown","7580","7350","26030","22850"
"New entrant CS","2021","Project Delivery","Declared disabled","Heterosexual / straight","80","80","35580","33000"
"New entrant CS","2021","Project Delivery","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Heterosexual / straight","1020","1000","37220","33610"
"New entrant CS","2021","Project Delivery","Declared non-disabled","LGBO","70","60","34170","30850"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Unknown","60","60","37550","35790"
"New entrant CS","2021","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","140","130","37190","36030"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","350","350","32450","29180"
"New entrant CS","2021","Property","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Heterosexual / straight","370","360","32060","30000"
"New entrant CS","2021","Property","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Unknown","50","50","26680","25140"
"New entrant CS","2021","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","200","200","27990","24500"
"New entrant CS","2021","Security","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Heterosexual / straight","380","370","26400","23540"
"New entrant CS","2021","Security","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","50","50","28580","25000"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","290","290","27710","24540"
"New entrant CS","2021","Unknown","Declared disabled","Heterosexual / straight","1720","1670","26890","27570"
"New entrant CS","2021","Unknown","Declared disabled","LGBO","370","360","26900","27570"
"New entrant CS","2021","Unknown","Declared disabled","Undeclared","150","150","28020","27570"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Heterosexual / straight","12910","12660","27190","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","LGBO","1080","1070","26620","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Undeclared","600","590","27990","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","100","90","30130","28430"
"New entrant CS","2021","Unknown","Undeclared","Heterosexual / straight","480","470","26610","27570"
"New entrant CS","2021","Unknown","Undeclared","LGBO","80","80","26220","27570"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","160","160","27940","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","630","610","33360","28650"
"New entrant CS","2021","Unknown","Unknown","LGBO","50","50","33700","30650"
"New entrant CS","2021","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4630","4510","30760","27570"
"New entrant CS","2022","Analysis","Declared disabled","Heterosexual / straight","70","70","30710","30850"
"New entrant CS","2022","Analysis","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Heterosexual / straight","700","690","34330","30880"
"New entrant CS","2022","Analysis","Declared non-disabled","LGBO","100","100","32540","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Unknown","90","90","29930","29200"
"New entrant CS","2022","Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Heterosexual / straight","130","120","34830","31800"
"New entrant CS","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","70","40","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","170","170","34690","30450"
"New entrant CS","2022","Commercial","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Heterosexual / straight","330","330","34950","33000"
"New entrant CS","2022","Commercial","Declared non-disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Heterosexual / straight","110","100","33680","30420"
"New entrant CS","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","80","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","330","320","58720","62060"
