"Status","Year","Sex","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Declared non-disabled","110","110","41150","36050"
"Leaver Dept.","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Declared non-disabled","90","80","43020","38950"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Declared non-disabled","80","70","92780","99210"
"Leaver Dept.","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Delivery","Declared disabled","270","260","29440","27570"
"Leaver Dept.","2022","Male","Operational Delivery","Declared non-disabled","2120","2050","32970","27570"
"Leaver Dept.","2022","Male","Operational Delivery","Undeclared","150","150","32060","27590"
"Leaver Dept.","2022","Male","Operational Delivery","Unknown","550","520","37730","30450"
"Leaver Dept.","2022","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Declared non-disabled","230","230","32390","27570"
"Leaver Dept.","2022","Male","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","Declared disabled","100","80","43040","39600"
"Leaver Dept.","2022","Male","Policy","Declared non-disabled","610","590","47150","42200"
"Leaver Dept.","2022","Male","Policy","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","Unknown","360","190","44170","40050"
"Leaver Dept.","2022","Male","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Declared non-disabled","180","180","41740","38230"
"Leaver Dept.","2022","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","Declared non-disabled","450","430","37400","32650"
"Leaver Dept.","2022","Male","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","Unknown","260","260","48900","46000"
"Leaver Dept.","2022","Male","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Declared disabled","140","130","38950","34550"
"Leaver Dept.","2022","Male","Unknown","Declared non-disabled","970","880","45190","40200"
"Leaver Dept.","2022","Male","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","850","700","38870","32000"
"Leaver Dept.","2022","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Declared non-disabled","110","110","34470","33000"
"New entrant CS","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","Unknown","120","120","37750","36560"
"New entrant CS","2021","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Declared non-disabled","110","110","35770","32330"
"New entrant CS","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Communications","Unknown","160","160","34240","29170"
"New entrant CS","2021","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Declared non-disabled","260","250","39620","36340"
"New entrant CS","2021","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","Unknown","330","330","38900","33960"
"New entrant CS","2021","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Declared non-disabled","100","100","32300","31800"
"New entrant CS","2021","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Economics","Unknown","70","70","29820","31800"
"New entrant CS","2021","Female","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Declared non-disabled","200","190","34170","30710"
"New entrant CS","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Finance","Unknown","170","160","34920","32790"
"New entrant CS","2021","Female","Human Resources","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Declared non-disabled","260","240","32710","29540"
"New entrant CS","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Human Resources","Unknown","200","200","33080","28000"
"New entrant CS","2021","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Inspector of Education and Training","Declared non-disabled","50","50","61220","67500"
"New entrant CS","2021","Female","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Declared non-disabled","60","60","29040","28200"
"New entrant CS","2021","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Declared non-disabled","230","220","41640","43920"
"New entrant CS","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Legal","Unknown","320","310","42170","43920"
"New entrant CS","2021","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Declared non-disabled","170","140","45890","37890"
"New entrant CS","2021","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Medicine","Unknown","90","70","46540","37890"
"New entrant CS","2021","Female","Operational Delivery","Declared disabled","530","510","24730","22920"
"New entrant CS","2021","Female","Operational Delivery","Declared non-disabled","4180","3960","25430","22920"
"New entrant CS","2021","Female","Operational Delivery","Undeclared","280","250","29080","25990"
"New entrant CS","2021","Female","Operational Delivery","Unknown","4220","4050","24420","22350"
"New entrant CS","2021","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Other","Declared disabled","60","50","23340","20920"
"New entrant CS","2021","Female","Other","Declared non-disabled","560","540","26560","22210"
"New entrant CS","2021","Female","Other","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Female","Other","Unknown","290","280","29530","27400"
"New entrant CS","2021","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","Declared disabled","140","140","34580","32790"
"New entrant CS","2021","Female","Policy","Declared non-disabled","760","750","35820","33570"
"New entrant CS","2021","Female","Policy","Undeclared","100","100","36130","32350"
"New entrant CS","2021","Female","Policy","Unknown","870","840","37280","32790"
"New entrant CS","2021","Female","Project Delivery","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Declared non-disabled","350","340","35870","33300"
"New entrant CS","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Project Delivery","Unknown","170","170","36560","33570"
"New entrant CS","2021","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Declared non-disabled","100","90","29560","26670"
"New entrant CS","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Unknown","70","70","32440","28730"
"New entrant CS","2021","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Declared non-disabled","60","60","25420","24620"
"New entrant CS","2021","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Declared disabled","70","60","29140","27750"
"New entrant CS","2021","Female","Science and Engineering","Declared non-disabled","480","430","32190","30450"
"New entrant CS","2021","Female","Science and Engineering","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Declared non-disabled","90","90","24780","20920"
"New entrant CS","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Unknown","70","70","28890","24620"
"New entrant CS","2021","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Declared non-disabled","70","70","33670","32540"
"New entrant CS","2021","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Unknown","60","60","33610","32540"
"New entrant CS","2021","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Declared non-disabled","90","90","34170","31450"
"New entrant CS","2021","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Unknown","70","70","33580","32540"
"New entrant CS","2021","Female","Tax","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Tax","Declared non-disabled","510","490","22790","20140"
"New entrant CS","2021","Female","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","Unknown","1050","1020","22020","20140"
"New entrant CS","2021","Female","Unknown","Declared disabled","1310","1260","27220","27570"
"New entrant CS","2021","Female","Unknown","Declared non-disabled","8170","7960","27360","27570"
"New entrant CS","2021","Female","Unknown","Undeclared","410","400","27870","27570"
"New entrant CS","2021","Female","Unknown","Unknown","2590","2510","31880","28000"
"New entrant CS","2021","Female","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Declared non-disabled","110","110","36530","34710"
"New entrant CS","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","100","100","37410","34800"
"New entrant CS","2021","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Declared non-disabled","70","70","37750","32640"
"New entrant CS","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","90","90","38940","35440"
"New entrant CS","2021","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Declared non-disabled","490","490","42080","38650"
"New entrant CS","2021","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","Unknown","640","640","41070","37500"
"New entrant CS","2021","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","Declared non-disabled","160","160","32960","31800"
"New entrant CS","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Economics","Unknown","110","110","31750","32540"
"New entrant CS","2021","Male","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Declared non-disabled","150","150","39170","35060"
"New entrant CS","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","140","130","34620","31810"
"New entrant CS","2021","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Declared non-disabled","100","100","35250","29440"
"New entrant CS","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","80","80","33740","29100"
"New entrant CS","2021","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","Unknown","70","70","39770","32790"
"New entrant CS","2021","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Declared non-disabled","60","60","34750","32190"
"New entrant CS","2021","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Declared non-disabled","130","120","41560","43920"
"New entrant CS","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","210","210","43150","48080"
"New entrant CS","2021","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","Declared non-disabled","70","60","63150","73760"
"New entrant CS","2021","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Medicine","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Male","Operational Delivery","Declared disabled","270","260","25340","22850"
"New entrant CS","2021","Male","Operational Delivery","Declared non-disabled","2890","2800","26740","23140"
"New entrant CS","2021","Male","Operational Delivery","Undeclared","160","150","28930","24120"
"New entrant CS","2021","Male","Operational Delivery","Unknown","3500","3420","25830","22850"
"New entrant CS","2021","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Male","Other","Declared non-disabled","530","530","29450","26090"
"New entrant CS","2021","Male","Other","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Other","Unknown","270","270","30060","26350"
"New entrant CS","2021","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","Declared disabled","80","80","35170","32790"
"New entrant CS","2021","Male","Policy","Declared non-disabled","650","650","37620","33570"
"New entrant CS","2021","Male","Policy","Undeclared","100","90","37610","34710"
"New entrant CS","2021","Male","Policy","Unknown","630","630","40290","33730"
"New entrant CS","2021","Male","Project Delivery","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Declared non-disabled","360","360","39990","37000"
"New entrant CS","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","180","180","38360","36740"
"New entrant CS","2021","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Declared non-disabled","190","190","35010","33000"
"New entrant CS","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","100","100","37120","30000"
"New entrant CS","2021","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Declared non-disabled","470","470","31990","29270"
"New entrant CS","2021","Male","Science and Engineering","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","Unknown","140","140","26740","22960"
"New entrant CS","2021","Male","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Declared non-disabled","300","300","26310","23540"
"New entrant CS","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Unknown","240","240","29070","25540"
"New entrant CS","2021","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Declared non-disabled","90","90","34730","31810"
"New entrant CS","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Statistics","Unknown","60","60","31610","29830"
"New entrant CS","2021","Male","Tax","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Male","Tax","Declared non-disabled","470","460","23240","20140"
"New entrant CS","2021","Male","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tax","Unknown","1080","1070","22550","20140"
"New entrant CS","2021","Male","Unknown","Declared disabled","920","920","27080","27570"
"New entrant CS","2021","Male","Unknown","Declared non-disabled","5850","5820","27600","27570"
"New entrant CS","2021","Male","Unknown","Undeclared","320","310","28210","27570"
"New entrant CS","2021","Male","Unknown","Unknown","1880","1860","34410","28000"
"New entrant CS","2021","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
