"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Female","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Inner London - West","80","70","51350","49370"
"In post","2021","Female","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Bedfordshire and Hertfordshire","140","120","40190","35800"
"In post","2021","Female","Legal","Berkshire, Buckinghamshire and Oxfordshire","150","130","43140","41750"
"In post","2021","Female","Legal","Cheshire","30","30","[c]","[c]"
"In post","2021","Female","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Cumbria","40","30","[c]","[c]"
"In post","2021","Female","Legal","Derbyshire and Nottinghamshire","260","230","35680","28430"
"In post","2021","Female","Legal","Devon","80","70","40470","38890"
"In post","2021","Female","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","East Anglia","110","100","35070","29900"
"In post","2021","Female","Legal","East Wales","260","230","39110","38090"
"In post","2021","Female","Legal","East Yorkshire and Northern Lincolnshire","70","60","39280","35790"
"In post","2021","Female","Legal","Eastern Scotland","840","760","33420","29350"
"In post","2021","Female","Legal","Essex","160","140","39820","35640"
"In post","2021","Female","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","230","200","41170","38630"
"In post","2021","Female","Legal","Greater Manchester","410","360","39930","37240"
"In post","2021","Female","Legal","Hampshire and Isle of Wight","200","180","42110","39650"
"In post","2021","Female","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Highlands and Islands","70","60","32020","29350"
"In post","2021","Female","Legal","Inner London - East","280","270","55760","56650"
"In post","2021","Female","Legal","Inner London - West","2950","2700","51470","51830"
"In post","2021","Female","Legal","Kent","100","90","37640","33000"
"In post","2021","Female","Legal","Lancashire","200","180","36610","31810"
"In post","2021","Female","Legal","Leicestershire, Rutland and Northamptonshire","140","120","38660","38470"
"In post","2021","Female","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Merseyside","280","250","37680","32540"
"In post","2021","Female","Legal","North Eastern Scotland","80","70","31810","22820"
"In post","2021","Female","Legal","North Yorkshire","150","130","47580","55610"
"In post","2021","Female","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Northumberland and Tyne and Wear","210","180","35830","30610"
"In post","2021","Female","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Outer London - South","120","110","43180","38010"
"In post","2021","Female","Legal","Outer London - West and North West","50","40","[c]","[c]"
"In post","2021","Female","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","Shropshire and Staffordshire","80","70","41450","43460"
"In post","2021","Female","Legal","South Yorkshire","120","110","34570","28430"
"In post","2021","Female","Legal","Southern Scotland","190","170","34350","29350"
"In post","2021","Female","Legal","Surrey, East and West Sussex","140","130","40840","36240"
"In post","2021","Female","Legal","Tees Valley and Durham","130","110","39720","39490"
"In post","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal","West Central Scotland","460","410","38370","31810"
"In post","2021","Female","Legal","West Midlands","440","400","38690","34480"
"In post","2021","Female","Legal","West Wales and The Valleys","100","90","40220","38680"
"In post","2021","Female","Legal","West Yorkshire","360","320","38500","34480"
"In post","2021","Female","No function","Bedfordshire and Hertfordshire","930","850","28410","25860"
"In post","2021","Female","No function","Berkshire, Buckinghamshire and Oxfordshire","1930","1770","30720","27850"
"In post","2021","Female","No function","Cheshire","1260","1190","30880","30640"
"In post","2021","Female","No function","Cornwall and Isles of Scilly","140","120","27750","23840"
"In post","2021","Female","No function","Cumbria","380","340","26510","23240"
"In post","2021","Female","No function","Derbyshire and Nottinghamshire","3490","3170","29750","26470"
"In post","2021","Female","No function","Devon","1190","1060","28450","24920"
"In post","2021","Female","No function","Dorset and Somerset","1070","950","27680","26740"
"In post","2021","Female","No function","East Anglia","2730","2480","29530","26380"
"In post","2021","Female","No function","East Wales","4310","3880","27760","23520"
"In post","2021","Female","No function","East Yorkshire and Northern Lincolnshire","1110","990","26860","25420"
"In post","2021","Female","No function","Eastern Scotland","2220","2050","29250","26350"
"In post","2021","Female","No function","Essex","830","740","28240","25560"
"In post","2021","Female","No function","Gloucestershire, Wiltshire and Bath/Bristol area","4160","3780","33260","29690"
"In post","2021","Female","No function","Greater Manchester","4190","3840","29070","25000"
"In post","2021","Female","No function","Hampshire and Isle of Wight","2800","2360","27210","23050"
"In post","2021","Female","No function","Herefordshire, Worcestershire and Warwickshire","960","890","27150","23970"
"In post","2021","Female","No function","Highlands and Islands","130","120","27640","25980"
"In post","2021","Female","No function","Inner London - East","4100","3830","39320","35310"
"In post","2021","Female","No function","Inner London - West","14910","14410","44000","38750"
"In post","2021","Female","No function","Kent","1630","1500","28850","27150"
"In post","2021","Female","No function","Lancashire","2490","2190","26730","23840"
"In post","2021","Female","No function","Leicestershire, Rutland and Northamptonshire","1970","1730","25680","22850"
"In post","2021","Female","No function","Lincolnshire","470","440","27260","24440"
"In post","2021","Female","No function","Merseyside","3650","3220","27670","23840"
"In post","2021","Female","No function","North Eastern Scotland","310","290","33790","28410"
"In post","2021","Female","No function","North Yorkshire","840","780","35800","31420"
"In post","2021","Female","No function","Northern Ireland","910","810","28360","25560"
"In post","2021","Female","No function","Northumberland and Tyne and Wear","4780","3890","24800","21440"
"In post","2021","Female","No function","Outer London - East and North East","870","810","29240","27050"
"In post","2021","Female","No function","Outer London - South","1440","1340","33220","30600"
"In post","2021","Female","No function","Outer London - West and North West","1780","1660","34790","31840"
"In post","2021","Female","No function","Overseas","690","680","50960","52370"
"In post","2021","Female","No function","Shropshire and Staffordshire","2100","1910","26260","23240"
"In post","2021","Female","No function","South Yorkshire","1550","1410","30560","28080"
"In post","2021","Female","No function","Southern Scotland","1270","1050","24750","21440"
"In post","2021","Female","No function","Surrey, East and West Sussex","1760","1610","30600","28270"
"In post","2021","Female","No function","Tees Valley and Durham","2540","2300","27740","25560"
"In post","2021","Female","No function","Unknown","300","300","35180","32000"
"In post","2021","Female","No function","West Central Scotland","2070","1910","28680","25870"
"In post","2021","Female","No function","West Midlands","4630","4230","30470","26000"
"In post","2021","Female","No function","West Wales and The Valleys","4750","3990","23880","21590"
"In post","2021","Female","No function","West Yorkshire","3740","3380","29840","26300"
"In post","2021","Female","Project Delivery","Bedfordshire and Hertfordshire","100","100","38930","37640"
"In post","2021","Female","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","270","250","36570","33300"
"In post","2021","Female","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","Cumbria","70","70","32370","30600"
"In post","2021","Female","Project Delivery","Derbyshire and Nottinghamshire","170","150","41140","38630"
"In post","2021","Female","Project Delivery","Devon","250","230","37050","38200"
"In post","2021","Female","Project Delivery","Dorset and Somerset","180","170","32280","30560"
"In post","2021","Female","Project Delivery","East Anglia","210","200","35510","33300"
"In post","2021","Female","Project Delivery","East Wales","220","200","36290","31810"
"In post","2021","Female","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","Eastern Scotland","160","150","37310","33300"
"In post","2021","Female","Project Delivery","Essex","120","110","37800","38630"
"In post","2021","Female","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","3710","3490","36090","33300"
"In post","2021","Female","Project Delivery","Greater Manchester","290","270","40250","38630"
"In post","2021","Female","Project Delivery","Hampshire and Isle of Wight","790","750","36020","33300"
"In post","2021","Female","Project Delivery","Herefordshire, Worcestershire and Warwickshire","60","60","26480","25780"
"In post","2021","Female","Project Delivery","Highlands and Islands","50","50","[c]","[c]"
"In post","2021","Female","Project Delivery","Inner London - East","540","520","51590","42290"
"In post","2021","Female","Project Delivery","Inner London - West","2010","1940","50720","51970"
"In post","2021","Female","Project Delivery","Kent","50","40","[c]","[c]"
"In post","2021","Female","Project Delivery","Lancashire","260","240","36050","33300"
"In post","2021","Female","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","Lincolnshire","120","120","32430","30400"
"In post","2021","Female","Project Delivery","Merseyside","350","330","38320","35000"
"In post","2021","Female","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Project Delivery","North Yorkshire","90","80","34710","33300"
"In post","2021","Female","Project Delivery","Northern Ireland","30","30","[c]","[c]"
