"Status","Year","Sexual_orientation","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","120","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","No function","370","340","39300","31060"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","890","700","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Analysis","50","50","36420","33710"
"Leaver Dept.","2022","Unknown","Unknown","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Communications","60","60","42280","38550"
"Leaver Dept.","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data & Technology","100","100","41810","37940"
"Leaver Dept.","2022","Unknown","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","60","60","36550","32000"
"Leaver Dept.","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Legal","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","No function","2460","2370","41120","33250"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","50","50","46860","42100"
"Leaver Dept.","2022","Unknown","Unknown","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","920","800","35690","31060"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Digital, Data & Technology","60","60","38620","37000"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Human Resources","60","60","33270","29260"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","No function","810","780","27970","24830"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Project Delivery","80","80","35580","33000"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared disabled","Unknown","1720","1670","26890","27570"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Analysis","480","480","34530","32190"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Commercial","240","230","36790","34020"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Communications","410","400","31070","25560"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Counter Fraud","70","70","31950","26140"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Debt","210","200","20600","20140"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Digital, Data & Technology","620","610","41160","38630"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Finance","340","330","36150","32560"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Human Resources","400","380","32660","28000"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Legal","330","320","40770","37230"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","No function","8290","7960","28620","24620"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Project Delivery","1020","1000","37220","33610"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Property","370","360","32060","30000"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Security","380","370","26400","23540"
"New entrant CS","2021","Heterosexual / straight","Declared non-disabled","Unknown","12910","12660","27190","27570"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","No function","350","330","31970","28590"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Undeclared","Unknown","480","470","26610","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Analysis","170","160","32680","32540"
"New entrant CS","2021","Heterosexual / straight","Unknown","Commercial","80","80","34230","31780"
"New entrant CS","2021","Heterosexual / straight","Unknown","Communications","60","60","34570","31030"
"New entrant CS","2021","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Digital, Data & Technology","230","220","39190","36500"
"New entrant CS","2021","Heterosexual / straight","Unknown","Finance","80","80","35500","32790"
"New entrant CS","2021","Heterosexual / straight","Unknown","Human Resources","100","100","32850","28840"
"New entrant CS","2021","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Legal","530","510","34950","38000"
"New entrant CS","2021","Heterosexual / straight","Unknown","No function","1590","1560","31130","28970"
"New entrant CS","2021","Heterosexual / straight","Unknown","Project Delivery","140","130","37190","36030"
"New entrant CS","2021","Heterosexual / straight","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Security","50","50","28580","25000"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","630","610","33360","28650"
"New entrant CS","2021","LGBO","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","No function","230","230","26960","24920"
"New entrant CS","2021","LGBO","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared disabled","Unknown","370","360","26900","27570"
"New entrant CS","2021","LGBO","Declared non-disabled","Analysis","50","50","31950","31810"
"New entrant CS","2021","LGBO","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Communications","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Digital, Data & Technology","50","50","40490","36090"
"New entrant CS","2021","LGBO","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","No function","800","780","28100","24800"
"New entrant CS","2021","LGBO","Declared non-disabled","Project Delivery","70","60","34170","30850"
"New entrant CS","2021","LGBO","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Declared non-disabled","Unknown","1080","1070","26620","27570"
"New entrant CS","2021","LGBO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","No function","50","50","27610","28030"
"New entrant CS","2021","LGBO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Unknown","80","80","26220","27570"
"New entrant CS","2021","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Legal","40","30","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","No function","170","160","29940","28500"
"New entrant CS","2021","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Unknown","50","50","33700","30650"
"New entrant CS","2021","Undeclared","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","No function","80","80","27390","25240"
"New entrant CS","2021","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared disabled","Unknown","150","150","28020","27570"
"New entrant CS","2021","Undeclared","Declared non-disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Digital, Data & Technology","50","50","42840","38630"
"New entrant CS","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","No function","530","490","31180","27850"
"New entrant CS","2021","Undeclared","Declared non-disabled","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Declared non-disabled","Unknown","600","590","27990","27570"
"New entrant CS","2021","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","No function","270","240","35500","31370"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","160","160","27940","27570"
"New entrant CS","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Legal","90","80","26270","20850"
"New entrant CS","2021","Undeclared","Unknown","No function","130","130","33850","30190"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","No function","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Digital, Data & Technology","80","80","33340","32060"
"New entrant CS","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","No function","150","150","32180","25900"
"New entrant CS","2021","Unknown","Declared non-disabled","Project Delivery","60","60","37550","35790"
"New entrant CS","2021","Unknown","Declared non-disabled","Property","50","50","26680","25140"
"New entrant CS","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","100","90","30130","28430"
"New entrant CS","2021","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","110","110","40360","34710"
"New entrant CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","300","300","35590","32540"
"New entrant CS","2021","Unknown","Unknown","Commercial","350","340","63460","67500"
"New entrant CS","2021","Unknown","Unknown","Communications","660","650","29620","25560"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","90","90","28650","25560"
"New entrant CS","2021","Unknown","Unknown","Debt","670","650","20460","20140"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","670","660","39600","36030"
"New entrant CS","2021","Unknown","Unknown","Finance","220","210","33290","32790"
"New entrant CS","2021","Unknown","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","170","160","32280","28000"
"New entrant CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","280","270","34240","28570"
"New entrant CS","2021","Unknown","Unknown","No function","7580","7350","26030","22850"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","350","350","32450","29180"
"New entrant CS","2021","Unknown","Unknown","Property","200","200","27990","24500"
"New entrant CS","2021","Unknown","Unknown","Security","290","290","27710","24540"
"New entrant CS","2021","Unknown","Unknown","Unknown","4630","4510","30760","27570"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Analysis","70","70","30710","30850"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Counter Fraud","110","110","27150","26590"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Debt","60","60","21560","21260"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Digital, Data & Technology","130","130","36010","33080"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Finance","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Human Resources","80","70","32500","28230"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Legal","90","90","35700","30440"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","No function","2640","2510","28300","27040"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Project Delivery","100","100","32580","29600"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Property","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared disabled","Unknown","300","290","29770","27230"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Analysis","700","690","34330","30880"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Commercial","330","330","34950","33000"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Communications","620","620","30830","26590"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Counter Fraud","930","910","26940","26590"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Debt","540","520","21650","21250"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Digital, Data & Technology","1390","1380","38230","35580"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Finance","490","470","33650","31750"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Grants Management","140","130","21940","21300"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Human Resources","680","650","32680","28230"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Legal","780","760","37700","38000"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","No function","19950","19300","28110","26140"
"New entrant CS","2022","Heterosexual / straight","Declared non-disabled","Project Delivery","1040","1030","36210","33000"
