"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Undeclared","390","390","34800","36460"
"In post","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","White","500","490","34680","37730"
"In post","2021","Undeclared","Unknown","Asian","840","740","28330","27570"
"In post","2021","Undeclared","Unknown","Black","340","320","30060","28850"
"In post","2021","Undeclared","Unknown","Chinese","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mixed","200","180","30440","27570"
"In post","2021","Undeclared","Unknown","Other ethnicity","120","120","37570","31060"
"In post","2021","Undeclared","Unknown","Undeclared","4680","4360","31950","27570"
"In post","2021","Undeclared","Unknown","Unknown","120","120","34500","27570"
"In post","2021","Undeclared","Unknown","White","8580","7750","30410","27570"
"In post","2021","Unknown","Analysis","Asian","30","30","[c]","[c]"
"In post","2021","Unknown","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","910","880","40590","36590"
"In post","2021","Unknown","Analysis","White","610","570","41310","36580"
"In post","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","1530","1500","60040","54700"
"In post","2021","Unknown","Commercial","White","420","400","45160","41820"
"In post","2021","Unknown","Communications","Asian","50","40","[c]","[c]"
"In post","2021","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","2080","2030","32890","26350"
"In post","2021","Unknown","Communications","White","370","340","36720","31810"
"In post","2021","Unknown","Counter Fraud","Asian","120","110","30510","29570"
"In post","2021","Unknown","Counter Fraud","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Undeclared","100","90","35070","32520"
"In post","2021","Unknown","Counter Fraud","Unknown","1500","1440","31600","29570"
"In post","2021","Unknown","Counter Fraud","White","740","670","31920","29570"
"In post","2021","Unknown","Debt","Asian","100","80","25950","25560"
"In post","2021","Unknown","Debt","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Undeclared","40","30","[c]","[c]"
"In post","2021","Unknown","Debt","Unknown","1470","1380","21300","20140"
"In post","2021","Unknown","Debt","White","400","340","24910","21440"
"In post","2021","Unknown","Digital, Data & Technology","Asian","110","100","40850","39020"
"In post","2021","Unknown","Digital, Data & Technology","Black","40","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Mixed","30","30","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Undeclared","130","130","41280","39650"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","2280","2240","40550","37300"
"In post","2021","Unknown","Digital, Data & Technology","White","1310","1250","40650","39310"
"In post","2021","Unknown","Finance","Asian","70","60","33130","30390"
"In post","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Undeclared","50","50","34860","31810"
"In post","2021","Unknown","Finance","Unknown","1090","1030","35990","32790"
"In post","2021","Unknown","Finance","White","600","540","34290","29200"
"In post","2021","Unknown","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Undeclared","60","50","29130","26420"
"In post","2021","Unknown","Grants Management","Unknown","690","660","24240","21050"
"In post","2021","Unknown","Grants Management","White","230","200","24530","21050"
"In post","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Undeclared","30","30","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","850","810","34790","31810"
"In post","2021","Unknown","Human Resources","White","410","380","33620","31580"
"In post","2021","Unknown","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Asian","160","140","44160","44860"
"In post","2021","Unknown","Legal","Black","90","80","44950","43460"
"In post","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Mixed","40","40","[c]","[c]"
"In post","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","1410","1330","45800","48080"
"In post","2021","Unknown","Legal","White","1280","1130","48270","52490"
"In post","2021","Unknown","No function","Asian","900","820","33370","28130"
"In post","2021","Unknown","No function","Black","510","480","32730","30200"
"In post","2021","Unknown","No function","Chinese","60","60","40890","35610"
"In post","2021","Unknown","No function","Mixed","210","200","35990","31810"
"In post","2021","Unknown","No function","Other ethnicity","110","100","36670","31650"
"In post","2021","Unknown","No function","Undeclared","1270","1170","37400","33650"
"In post","2021","Unknown","No function","Unknown","28360","26870","30000","26300"
"In post","2021","Unknown","No function","White","12740","11260","32300","30080"
"In post","2021","Unknown","Project Delivery","Asian","80","80","44890","39650"
"In post","2021","Unknown","Project Delivery","Black","30","30","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Undeclared","160","150","42320","39110"
"In post","2021","Unknown","Project Delivery","Unknown","2590","2520","41470","38600"
"In post","2021","Unknown","Project Delivery","White","1390","1310","41640","38630"
"In post","2021","Unknown","Property","Asian","40","40","[c]","[c]"
"In post","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Undeclared","60","60","35720","33300"
"In post","2021","Unknown","Property","Unknown","1380","1310","30430","26500"
"In post","2021","Unknown","Property","White","820","780","30820","28120"
"In post","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","1210","1190","30240","26750"
"In post","2021","Unknown","Security","White","270","260","37320","39070"
"In post","2021","Unknown","Unknown","Asian","1480","1250","27850","27570"
"In post","2021","Unknown","Unknown","Black","660","590","29240","30330"
"In post","2021","Unknown","Unknown","Chinese","40","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Mixed","210","180","28900","27570"
"In post","2021","Unknown","Unknown","Other ethnicity","100","80","29340","27570"
"In post","2021","Unknown","Unknown","Undeclared","2090","1780","27850","27570"
"In post","2021","Unknown","Unknown","Unknown","13160","12500","32600","27570"
"In post","2021","Unknown","Unknown","White","13360","11440","28590","27570"
"In post","2022","Heterosexual / straight","Analysis","Asian","540","520","42920","38370"
"In post","2022","Heterosexual / straight","Analysis","Black","170","170","39500","37610"
"In post","2022","Heterosexual / straight","Analysis","Mixed","170","160","43720","40280"
"In post","2022","Heterosexual / straight","Analysis","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Analysis","Undeclared","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Analysis","Unknown","50","50","41310","38200"
"In post","2022","Heterosexual / straight","Analysis","White","4480","4290","45010","39850"
"In post","2022","Heterosexual / straight","Commercial","Asian","250","250","42550","38840"
"In post","2022","Heterosexual / straight","Commercial","Black","130","130","40390","36530"
"In post","2022","Heterosexual / straight","Commercial","Mixed","70","70","39900","36520"
"In post","2022","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","Undeclared","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Commercial","Unknown","60","60","43710","40520"
"In post","2022","Heterosexual / straight","Commercial","White","3290","3180","42930","38980"
"In post","2022","Heterosexual / straight","Communications","Asian","580","570","32450","27140"
"In post","2022","Heterosexual / straight","Communications","Black","210","200","32810","27500"
"In post","2022","Heterosexual / straight","Communications","Mixed","150","150","38190","33370"
"In post","2022","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","Unknown","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Communications","White","4090","3930","37590","33370"
"In post","2022","Heterosexual / straight","Counter Fraud","Asian","1040","980","31220","28940"
"In post","2022","Heterosexual / straight","Counter Fraud","Black","470","440","31050","31020"
"In post","2022","Heterosexual / straight","Counter Fraud","Mixed","180","170","33230","29290"
"In post","2022","Heterosexual / straight","Counter Fraud","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Counter Fraud","Undeclared","110","100","30910","27780"
"In post","2022","Heterosexual / straight","Counter Fraud","Unknown","130","120","39250","34730"
"In post","2022","Heterosexual / straight","Counter Fraud","White","8740","8080","33030","29290"
"In post","2022","Heterosexual / straight","Debt","Asian","540","480","23040","21260"
"In post","2022","Heterosexual / straight","Debt","Black","150","140","24670","21260"
"In post","2022","Heterosexual / straight","Debt","Mixed","70","60","23060","21260"
"In post","2022","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Debt","Undeclared","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Debt","Unknown","60","50","25290","25580"
"In post","2022","Heterosexual / straight","Debt","White","3140","2760","24050","21260"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Asian","1170","1150","41930","37910"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Black","560","560","39700","36590"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Mixed","260","250","40860","37500"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","90","90","44000","39650"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","140","140","40840","38500"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","150","150","38680","36070"
"In post","2022","Heterosexual / straight","Digital, Data & Technology","White","12410","12010","41650","38450"
"In post","2022","Heterosexual / straight","Finance","Asian","950","920","39280","36500"
"In post","2022","Heterosexual / straight","Finance","Black","400","390","39440","36650"
"In post","2022","Heterosexual / straight","Finance","Mixed","170","160","40870","37350"
"In post","2022","Heterosexual / straight","Finance","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Finance","Undeclared","60","60","38260","35310"
