"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Hydrographic Office","Undeclared","60","60","35530","33290"
"In post","2021","UK Hydrographic Office","Unknown","210","200","34220","33290"
"In post","2021","UK Intellectual Property Office","Declared disabled","80","70","37670","37140"
"In post","2021","UK Intellectual Property Office","Declared non-disabled","1040","970","39780","39120"
"In post","2021","UK Intellectual Property Office","Unknown","400","390","32570","26860"
"In post","2021","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Declared non-disabled","130","120","48490","49080"
"In post","2021","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Unknown","100","100","45250","40220"
"In post","2021","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Declared non-disabled","50","50","37580","32770"
"In post","2021","United Kingdom Statistics Authority","Declared disabled","530","460","31630","29540"
"In post","2021","United Kingdom Statistics Authority","Declared non-disabled","2600","2300","34340","30660"
"In post","2021","United Kingdom Statistics Authority","Undeclared","130","100","29030","25550"
"In post","2021","United Kingdom Statistics Authority","Unknown","2290","2090","30870","29540"
"In post","2021","Valuation Office Agency","Declared disabled","250","230","32890","28090"
"In post","2021","Valuation Office Agency","Declared non-disabled","2290","2120","35080","32100"
"In post","2021","Valuation Office Agency","Undeclared","300","280","35870","32100"
"In post","2021","Valuation Office Agency","Unknown","690","660","28530","25860"
"In post","2021","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Declared non-disabled","180","170","37350","34660"
"In post","2021","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Declared non-disabled","140","140","42880","38790"
"In post","2021","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Declared non-disabled","170","160","57080","51120"
"In post","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Unknown","70","70","54170","47860"
"In post","2021","Welsh Government (excl. agencies)","Declared disabled","320","300","38660","37410"
"In post","2021","Welsh Government (excl. agencies)","Declared non-disabled","4920","4660","41290","37410"
"In post","2021","Welsh Government (excl. agencies)","Undeclared","180","170","42290","37410"
"In post","2021","Welsh Government (excl. agencies)","Unknown","280","260","37600","30280"
"In post","2021","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Revenue Authority","Unknown","70","70","45660","43760"
"In post","2021","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wilton Park","Declared non-disabled","70","60","33280","28640"
"In post","2021","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Declared non-disabled","70","60","33400","30040"
"In post","2022","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Accountant in Bankruptcy","Unknown","30","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","180","170","32480","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","400","380","34630","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Undeclared","40","30","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Unknown","410","380","32380","30950"
"In post","2022","Animal and Plant Health Agency","Declared disabled","400","380","28860","25190"
"In post","2022","Animal and Plant Health Agency","Declared non-disabled","2160","2060","31020","27960"
"In post","2022","Animal and Plant Health Agency","Undeclared","150","140","31600","29180"
"In post","2022","Animal and Plant Health Agency","Unknown","200","190","28090","24920"
"In post","2022","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Unknown","30","30","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Declared disabled","810","780","44150","38890"
"In post","2022","Cabinet Office (excl. agencies)","Declared non-disabled","4700","4590","48670","41870"
"In post","2022","Cabinet Office (excl. agencies)","Undeclared","290","290","44680","40600"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","4130","4080","46360","34550"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","40","40","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","440","420","33260","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","150","140","37820","35900"
"In post","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Declared non-disabled","230","220","35650","29160"
"In post","2022","Charity Commission","Unknown","210","200","32270","29160"
"In post","2022","Companies House","Declared disabled","90","80","31770","24950"
"In post","2022","Companies House","Declared non-disabled","760","720","32010","27460"
"In post","2022","Companies House","Undeclared","70","60","30970","26650"
"In post","2022","Companies House","Unknown","260","230","27670","22740"
"In post","2022","Competition and Markets Authority","Declared disabled","50","50","[c]","[c]"
"In post","2022","Competition and Markets Authority","Declared non-disabled","730","700","60380","56360"
"In post","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Unknown","70","70","73200","74650"
"In post","2022","Criminal Injuries Compensation Authority","Declared disabled","40","30","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Declared non-disabled","160","150","29580","25120"
"In post","2022","Criminal Injuries Compensation Authority","Undeclared","70","60","25050","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","50","50","27000","25120"
"In post","2022","Crown Commercial Service","Declared disabled","60","60","39920","38330"
"In post","2022","Crown Commercial Service","Declared non-disabled","280","270","41260","38980"
"In post","2022","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Unknown","450","440","39390","38330"
"In post","2022","Crown Office and Procurator Fiscal Service","Declared disabled","130","120","35620","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","2100","1970","36550","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Undeclared","70","60","45100","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Unknown","50","50","[c]","[c]"
"In post","2022","Crown Prosecution Service","Declared disabled","830","760","41680","36240"
"In post","2022","Crown Prosecution Service","Declared non-disabled","4700","4360","42210","38180"
"In post","2022","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Unknown","1490","1420","38860","35050"
"In post","2022","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Declared non-disabled","220","220","29280","29470"
"In post","2022","Defence Electronics and Components Agency","Undeclared","170","170","29360","29470"
"In post","2022","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Declared disabled","1060","1010","35370","33170"
"In post","2022","Defence Equipment and Support","Declared non-disabled","7870","7590","37090","34060"
"In post","2022","Defence Equipment and Support","Undeclared","740","720","38560","37400"
"In post","2022","Defence Equipment and Support","Unknown","1080","1030","34550","32260"
"In post","2022","Defence Science and Technology Laboratory","Declared disabled","250","240","39780","38070"
"In post","2022","Defence Science and Technology Laboratory","Declared non-disabled","4400","4240","41160","38110"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","560","550","47020","41660"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","4380","4280","49610","52080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","330","320","49310","52050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","740","730","45370","40050"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared disabled","170","170","46210","38020"
"In post","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","1560","1530","47220","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Undeclared","90","90","45140","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","190","180","46480","47540"
"In post","2022","Department for Education (excl. agencies)","Declared disabled","560","540","41750","37100"
"In post","2022","Department for Education (excl. agencies)","Declared non-disabled","3730","3570","46590","46700"
"In post","2022","Department for Education (excl. agencies)","Undeclared","260","250","44980","40780"
"In post","2022","Department for Education (excl. agencies)","Unknown","1750","1710","39730","36500"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","770","740","40980","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","4560","4400","42310","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","290","280","41380","37590"
