"Status","Year","Function_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Unknown","White","11090","10260","34520","31810"
"In post","2021","Project Delivery","Declared disabled","Asian","90","80","41140","38630"
"In post","2021","Project Delivery","Declared disabled","Black","60","60","36640","33260"
"In post","2021","Project Delivery","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Declared disabled","Mixed","60","50","38890","36800"
"In post","2021","Project Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Declared disabled","Undeclared","140","130","40690","39980"
"In post","2021","Project Delivery","Declared disabled","Unknown","70","60","38390","33840"
"In post","2021","Project Delivery","Declared disabled","White","2200","2110","39170","36260"
"In post","2021","Project Delivery","Declared non-disabled","Asian","890","870","41440","38340"
"In post","2021","Project Delivery","Declared non-disabled","Black","510","510","39010","36530"
"In post","2021","Project Delivery","Declared non-disabled","Chinese","40","40","[c]","[c]"
"In post","2021","Project Delivery","Declared non-disabled","Mixed","340","340","42030","38570"
"In post","2021","Project Delivery","Declared non-disabled","Other ethnicity","100","100","43550","39830"
"In post","2021","Project Delivery","Declared non-disabled","Undeclared","500","480","41820","39980"
"In post","2021","Project Delivery","Declared non-disabled","Unknown","470","460","40570","37860"
"In post","2021","Project Delivery","Declared non-disabled","White","16850","16280","41530","38630"
"In post","2021","Project Delivery","Undeclared","Asian","40","40","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Undeclared","680","660","42210","40300"
"In post","2021","Project Delivery","Undeclared","Unknown","110","110","42360","38640"
"In post","2021","Project Delivery","Undeclared","White","910","870","38160","34300"
"In post","2021","Project Delivery","Unknown","Asian","110","110","44010","38630"
"In post","2021","Project Delivery","Unknown","Black","60","60","43450","40900"
"In post","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Undeclared","200","200","42710","40050"
"In post","2021","Project Delivery","Unknown","Unknown","2160","2100","42000","38630"
"In post","2021","Project Delivery","Unknown","White","1650","1570","41480","38630"
"In post","2021","Property","Declared disabled","Asian","30","30","[c]","[c]"
"In post","2021","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2021","Property","Declared disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Property","Declared disabled","White","590","550","34220","32130"
"In post","2021","Property","Declared non-disabled","Asian","240","230","33830","30680"
"In post","2021","Property","Declared non-disabled","Black","110","100","36190","33300"
"In post","2021","Property","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Mixed","90","90","33200","32480"
"In post","2021","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Declared non-disabled","Undeclared","150","150","36640","33300"
"In post","2021","Property","Declared non-disabled","Unknown","290","260","33850","29710"
"In post","2021","Property","Declared non-disabled","White","5410","5170","35500","33250"
"In post","2021","Property","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Undeclared","220","210","37990","33630"
"In post","2021","Property","Undeclared","Unknown","100","90","34180","30770"
"In post","2021","Property","Undeclared","White","270","260","35010","33300"
"In post","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","1070","1020","29700","25860"
"In post","2021","Property","Unknown","White","470","450","30650","28870"
"In post","2021","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2021","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared disabled","White","540","520","31690","28650"
"In post","2021","Security","Declared non-disabled","Asian","160","160","31810","30230"
"In post","2021","Security","Declared non-disabled","Black","80","80","31840","28000"
"In post","2021","Security","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Security","Declared non-disabled","Mixed","60","60","36830","34080"
"In post","2021","Security","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Security","Declared non-disabled","Undeclared","140","140","33380","33300"
"In post","2021","Security","Declared non-disabled","Unknown","120","120","32290","28890"
"In post","2021","Security","Declared non-disabled","White","4730","4620","31330","26750"
"In post","2021","Security","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","Undeclared","230","220","35330","35670"
"In post","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Undeclared","White","430","420","34200","33520"
"In post","2021","Security","Unknown","Asian","40","30","[c]","[c]"
"In post","2021","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","1120","1090","30290","26750"
"In post","2021","Security","Unknown","White","860","840","31190","30890"
"In post","2021","Unknown","Declared disabled","Asian","1400","1260","29150","27570"
"In post","2021","Unknown","Declared disabled","Black","810","750","30180","29370"
"In post","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Mixed","480","440","29510","27570"
"In post","2021","Unknown","Declared disabled","Other ethnicity","130","130","30140","27570"
"In post","2021","Unknown","Declared disabled","Undeclared","970","860","28210","27570"
"In post","2021","Unknown","Declared disabled","Unknown","280","250","29950","27570"
"In post","2021","Unknown","Declared disabled","White","17410","15530","28540","27570"
"In post","2021","Unknown","Declared non-disabled","Asian","10460","9570","29480","27570"
"In post","2021","Unknown","Declared non-disabled","Black","4990","4740","30470","29290"
"In post","2021","Unknown","Declared non-disabled","Chinese","310","290","32310","28160"
"In post","2021","Unknown","Declared non-disabled","Mixed","2080","1960","31160","27570"
"In post","2021","Unknown","Declared non-disabled","Other ethnicity","630","590","31320","28670"
"In post","2021","Unknown","Declared non-disabled","Undeclared","4590","4090","29690","27570"
"In post","2021","Unknown","Declared non-disabled","Unknown","3310","2950","27930","27570"
"In post","2021","Unknown","Declared non-disabled","White","95680","87520","30780","27570"
"In post","2021","Unknown","Undeclared","Asian","520","470","29110","27570"
"In post","2021","Unknown","Undeclared","Black","220","210","28970","29290"
"In post","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mixed","130","120","30020","27570"
"In post","2021","Unknown","Undeclared","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","2210","2090","32750","28650"
"In post","2021","Unknown","Undeclared","Unknown","130","120","29850","27570"
"In post","2021","Unknown","Undeclared","White","4370","4070","28870","27570"
"In post","2021","Unknown","Unknown","Asian","350","340","37420","32140"
"In post","2021","Unknown","Unknown","Black","140","140","34150","31060"
"In post","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Mixed","100","100","37660","34560"
"In post","2021","Unknown","Unknown","Other ethnicity","50","50","47020","42180"
"In post","2021","Unknown","Unknown","Undeclared","200","190","39090","33300"
"In post","2021","Unknown","Unknown","Unknown","10040","9740","34180","29190"
"In post","2021","Unknown","Unknown","White","4600","4380","37270","32670"
"In post","2022","Analysis","Declared disabled","Asian","40","40","[c]","[c]"
"In post","2022","Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Declared disabled","White","600","560","41340","38000"
"In post","2022","Analysis","Declared non-disabled","Asian","470","460","42940","39150"
"In post","2022","Analysis","Declared non-disabled","Black","160","160","39080","37380"
"In post","2022","Analysis","Declared non-disabled","Mixed","150","140","43560","40750"
"In post","2022","Analysis","Declared non-disabled","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Analysis","Declared non-disabled","Undeclared","130","130","45610","47010"
"In post","2022","Analysis","Declared non-disabled","Unknown","160","150","39600","38070"
"In post","2022","Analysis","Declared non-disabled","White","4580","4390","44770","39830"
"In post","2022","Analysis","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","Undeclared","70","60","45450","40520"
"In post","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Undeclared","White","160","150","44450","40350"
"In post","2022","Analysis","Unknown","Asian","90","90","42350","38340"
"In post","2022","Analysis","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Analysis","Unknown","Mixed","40","40","[c]","[c]"
"In post","2022","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","780","760","41930","37930"
"In post","2022","Analysis","Unknown","White","800","770","41630","38340"
"In post","2022","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared disabled","White","370","360","39800","37710"
"In post","2022","Commercial","Declared non-disabled","Asian","220","210","43230","39020"
"In post","2022","Commercial","Declared non-disabled","Black","120","120","40120","36450"
"In post","2022","Commercial","Declared non-disabled","Mixed","70","60","39230","36050"
"In post","2022","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Declared non-disabled","Undeclared","80","80","44070","39280"
"In post","2022","Commercial","Declared non-disabled","Unknown","110","100","58530","42040"
"In post","2022","Commercial","Declared non-disabled","White","2880","2780","43380","38980"
"In post","2022","Commercial","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Undeclared","70","70","42610","41210"
"In post","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","White","170","170","43670","39090"
