"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Unknown","Undeclared","2210","2090","32750","28650"
"In post","2021","Undeclared","Unknown","Unknown","200","190","39090","33300"
"In post","2021","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Declared non-disabled","90","80","40830","37400"
"In post","2021","Unknown","Analysis","Undeclared","80","80","42620","42470"
"In post","2021","Unknown","Analysis","Unknown","780","760","40570","36160"
"In post","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Declared non-disabled","130","130","54640","39650"
"In post","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","1450","1420","59950","54700"
"In post","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Declared non-disabled","120","120","34700","31040"
"In post","2021","Unknown","Communications","Undeclared","50","50","47490","43360"
"In post","2021","Unknown","Communications","Unknown","1990","1940","32590","25560"
"In post","2021","Unknown","Counter Fraud","Declared disabled","40","40","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Declared non-disabled","150","140","38010","36060"
"In post","2021","Unknown","Counter Fraud","Undeclared","40","30","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","1460","1400","31400","29570"
"In post","2021","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Declared non-disabled","60","50","24490","24670"
"In post","2021","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Unknown","1460","1380","21320","20140"
"In post","2021","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Declared non-disabled","330","320","40110","39650"
"In post","2021","Unknown","Digital, Data & Technology","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","2080","2050","40520","36780"
"In post","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Declared non-disabled","110","100","35580","32870"
"In post","2021","Unknown","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","1040","980","35670","32010"
"In post","2021","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Declared non-disabled","670","630","24140","21050"
"In post","2021","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Declared non-disabled","110","100","39490","34770"
"In post","2021","Unknown","Human Resources","Undeclared","50","50","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","790","750","34220","31590"
"In post","2021","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Declared disabled","50","50","[c]","[c]"
"In post","2021","Unknown","Legal","Declared non-disabled","420","390","44690","42620"
"In post","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","2690","2470","35090","29350"
"In post","2021","Unknown","No function","Declared disabled","600","530","30640","28200"
"In post","2021","Unknown","No function","Declared non-disabled","3220","2940","33540","30400"
"In post","2021","Unknown","No function","Undeclared","1320","1230","34250","31650"
"In post","2021","Unknown","No function","Unknown","26050","24760","29520","25850"
"In post","2021","Unknown","Project Delivery","Declared disabled","70","60","38390","33840"
"In post","2021","Unknown","Project Delivery","Declared non-disabled","470","460","40570","37860"
"In post","2021","Unknown","Project Delivery","Undeclared","110","110","42360","38640"
"In post","2021","Unknown","Project Delivery","Unknown","2160","2100","42000","38630"
"In post","2021","Unknown","Property","Declared disabled","50","40","[c]","[c]"
"In post","2021","Unknown","Property","Declared non-disabled","290","260","33850","29710"
"In post","2021","Unknown","Property","Undeclared","100","90","34180","30770"
"In post","2021","Unknown","Property","Unknown","1070","1020","29700","25860"
"In post","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Declared non-disabled","120","120","32290","28890"
"In post","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","1120","1090","30290","26750"
"In post","2021","Unknown","Unknown","Declared disabled","280","250","29950","27570"
"In post","2021","Unknown","Unknown","Declared non-disabled","3310","2950","27930","27570"
"In post","2021","Unknown","Unknown","Undeclared","130","120","29850","27570"
"In post","2021","Unknown","Unknown","Unknown","10040","9740","34180","29190"
"In post","2021","White","Analysis","Declared disabled","490","470","40870","37320"
"In post","2021","White","Analysis","Declared non-disabled","3700","3540","44740","39850"
"In post","2021","White","Analysis","Undeclared","160","160","43190","40480"
"In post","2021","White","Analysis","Unknown","740","710","40410","36090"
"In post","2021","White","Commercial","Declared disabled","460","450","38670","35900"
"In post","2021","White","Commercial","Declared non-disabled","3300","3190","43240","38630"
"In post","2021","White","Commercial","Undeclared","240","230","43610","39790"
"In post","2021","White","Commercial","Unknown","490","470","39960","36300"
"In post","2021","White","Communications","Declared disabled","460","430","32320","28650"
"In post","2021","White","Communications","Declared non-disabled","3800","3650","36160","31810"
"In post","2021","White","Communications","Undeclared","180","170","34760","28150"
"In post","2021","White","Communications","Unknown","450","430","36340","32100"
"In post","2021","White","Counter Fraud","Declared disabled","660","600","33130","31810"
"In post","2021","White","Counter Fraud","Declared non-disabled","4880","4590","34640","31810"
"In post","2021","White","Counter Fraud","Undeclared","230","210","34860","31810"
"In post","2021","White","Counter Fraud","Unknown","540","490","32210","31810"
"In post","2021","White","Debt","Declared disabled","310","260","22830","21440"
"In post","2021","White","Debt","Declared non-disabled","1780","1590","24250","21440"
"In post","2021","White","Debt","Undeclared","100","90","23710","21440"
"In post","2021","White","Debt","Unknown","220","190","25340","21440"
"In post","2021","White","Digital, Data & Technology","Declared disabled","890","850","39030","35900"
"In post","2021","White","Digital, Data & Technology","Declared non-disabled","6750","6520","42500","38650"
"In post","2021","White","Digital, Data & Technology","Undeclared","340","330","40200","38210"
"In post","2021","White","Digital, Data & Technology","Unknown","930","910","40670","38180"
"In post","2021","White","Finance","Declared disabled","670","620","37740","33140"
"In post","2021","White","Finance","Declared non-disabled","5010","4730","40250","36160"
"In post","2021","White","Finance","Undeclared","250","230","38720","34400"
"In post","2021","White","Finance","Unknown","540","500","38290","33300"
"In post","2021","White","Grants Management","Declared disabled","130","120","25520","21050"
"In post","2021","White","Grants Management","Declared non-disabled","920","820","26290","25100"
"In post","2021","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Declared disabled","1020","960","38430","33300"
"In post","2021","White","Human Resources","Declared non-disabled","5390","5100","38350","33300"
"In post","2021","White","Human Resources","Undeclared","290","270","37050","33290"
"In post","2021","White","Human Resources","Unknown","620","580","34090","29540"
"In post","2021","White","Internal Audit","Declared disabled","70","70","44640","40230"
"In post","2021","White","Internal Audit","Declared non-disabled","440","420","46770","43990"
"In post","2021","White","Internal Audit","Undeclared","30","30","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Declared disabled","940","860","44230","42520"
"In post","2021","White","Legal","Declared non-disabled","6840","6290","48010","50500"
"In post","2021","White","Legal","Undeclared","180","170","50620","50940"
"In post","2021","White","Legal","Unknown","1020","960","39380","38000"
"In post","2021","White","No function","Declared disabled","14230","13080","31060","27490"
"In post","2021","White","No function","Declared non-disabled","92960","86510","33740","29750"
"In post","2021","White","No function","Undeclared","8720","7980","31710","31650"
"In post","2021","White","No function","Unknown","11090","10260","34520","31810"
"In post","2021","White","Project Delivery","Declared disabled","2200","2110","39170","36260"
"In post","2021","White","Project Delivery","Declared non-disabled","16850","16280","41530","38630"
"In post","2021","White","Project Delivery","Undeclared","910","870","38160","34300"
"In post","2021","White","Project Delivery","Unknown","1650","1570","41480","38630"
"In post","2021","White","Property","Declared disabled","590","550","34220","32130"
"In post","2021","White","Property","Declared non-disabled","5410","5170","35500","33250"
"In post","2021","White","Property","Undeclared","270","260","35010","33300"
"In post","2021","White","Property","Unknown","470","450","30650","28870"
"In post","2021","White","Security","Declared disabled","540","520","31690","28650"
"In post","2021","White","Security","Declared non-disabled","4730","4620","31330","26750"
"In post","2021","White","Security","Undeclared","430","420","34200","33520"
"In post","2021","White","Security","Unknown","860","840","31190","30890"
"In post","2021","White","Unknown","Declared disabled","17410","15530","28540","27570"
"In post","2021","White","Unknown","Declared non-disabled","95680","87520","30780","27570"
"In post","2021","White","Unknown","Undeclared","4370","4070","28870","27570"
"In post","2021","White","Unknown","Unknown","4600","4380","37270","32670"
"In post","2022","Asian","Analysis","Declared disabled","40","40","[c]","[c]"
"In post","2022","Asian","Analysis","Declared non-disabled","470","460","42940","39150"
"In post","2022","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","90","90","42350","38340"
"In post","2022","Asian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Declared non-disabled","220","210","43230","39020"
"In post","2022","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","Asian","Communications","Declared disabled","40","30","[c]","[c]"
"In post","2022","Asian","Communications","Declared non-disabled","560","550","32060","26820"
"In post","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","100","90","32380","27270"
"In post","2022","Asian","Counter Fraud","Declared disabled","130","120","30530","27570"
"In post","2022","Asian","Counter Fraud","Declared non-disabled","1070","1000","30940","28920"
"In post","2022","Asian","Counter Fraud","Undeclared","50","50","30880","28160"
"In post","2022","Asian","Counter Fraud","Unknown","100","90","32420","31020"
"In post","2022","Asian","Debt","Declared disabled","70","60","24100","22030"
"In post","2022","Asian","Debt","Declared non-disabled","610","530","23230","21260"
"In post","2022","Asian","Debt","Undeclared","40","30","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","50","40","27340","26400"
"In post","2022","Asian","Digital, Data & Technology","Declared disabled","90","90","38880","35010"
"In post","2022","Asian","Digital, Data & Technology","Declared non-disabled","1050","1030","42470","39660"
"In post","2022","Asian","Digital, Data & Technology","Undeclared","50","40","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Unknown","220","210","41330","37650"
"In post","2022","Asian","Finance","Declared disabled","80","70","39140","36500"
"In post","2022","Asian","Finance","Declared non-disabled","880","860","39140","36500"
"In post","2022","Asian","Finance","Undeclared","50","50","38660","34350"
"In post","2022","Asian","Finance","Unknown","130","130","37050","33370"
"In post","2022","Asian","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Asian","Human Resources","Declared disabled","90","90","37950","34550"
"In post","2022","Asian","Human Resources","Declared non-disabled","470","460","37170","33120"
"In post","2022","Asian","Human Resources","Undeclared","30","30","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","70","70","33810","32640"
"In post","2022","Asian","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Declared non-disabled","70","60","45800","43360"
"In post","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Declared disabled","110","100","41200","34480"
"In post","2022","Asian","Legal","Declared non-disabled","870","820","44670","48080"
"In post","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Unknown","180","170","40360","40000"
"In post","2022","Asian","No function","Declared disabled","1830","1670","30210","27570"
"In post","2022","Asian","No function","Declared non-disabled","14010","13030","31160","27570"
"In post","2022","Asian","No function","Undeclared","810","750","31560","27570"
"In post","2022","Asian","No function","Unknown","1300","1230","37020","32960"
"In post","2022","Asian","Project Delivery","Declared disabled","110","100","40920","37930"
